Time,NO_1,NO_2,NO_3,NO_4,NO_5
815,6766,5804,4058,2546,2581
816,6548,5724,4092,2447,2573
817,6466,5682,4109,2422,2519
818,6466,5639,4141,2443,2468
819,6434,5648,3799,2469,2512
820,6519,5808,4039,2493,2492
821,6654,6039,4233,2602,2579
822,7160,6412,4234,2681,2730
823,7679,6788,4447,2748,2813
824,7919,6884,4568,2802,2973
825,7884,6844,4518,2810,2907
826,7704,6809,4527,2741,3009
827,7593,6636,4423,2715,2966
828,7502,6473,4412,2788,2957
829,7399,6311,4381,2827,2871
830,7416,6405,4440,2847,2832
831,7483,6310,4464,2814,2860
832,7602,6319,4519,2847,2896
833,7733,6404,4550,2791,2741
834,7727,6382,4566,2709,2797
835,7665,6348,4472,2714,2831
836,7580,6261,4388,2624,2821
837,7452,6185,4306,2584,2777
838,7222,6047,4219,2577,2724
839,6891,5895,4042,2540,2609
840,6701,5724,3828,2462,2583
841,6566,5697,3823,2462,2497
842,6501,5675,3972,2464,2379
843,6492,5733,3958,2494,2488
844,6541,5811,3990,2461,2512
845,6761,5939,4085,2538,2569
846,7153,6229,4382,2624,2726
847,7608,6640,4765,2759,2864
848,7842,6634,4766,2822,2927
849,7820,6754,4729,2802,2943
850,7645,6702,4697,2768,2936
851,7563,6574,4704,2719,2916
852,7537,6418,4585,2730,2849
853,7478,6317,4525,2710,2795
854,7361,6311,4498,2712,2764
855,7315,6272,4445,2713,2756
856,7379,6216,4459,2678,2760
857,7529,6176,4492,2702,2828
858,7526,6170,4500,2648,2831
859,7430,6247,4450,2620,2842
860,7213,6170,4334,2596,2763
861,7033,6057,4222,2635,2719
862,6902,5909,4098,2612,2654
863,6657,5844,3939,2535,2594
864,6467,5725,3978,2489,2528
865,6338,5614,3956,2451,2500
866,6232,5528,3970,2393,2497
867,6201,5555,3952,2408,2463
868,6211,5631,3946,2363,2497
869,6297,5662,3982,2409,2499
870,6442,5722,4024,2486,2512
871,6631,5806,4112,2478,2536
872,6853,5913,4224,2568,2659
873,7090,6148,4345,2624,2730
874,7202,6258,4382,2602,2770
875,7125,6167,4369,2613,2761
876,6954,5988,4304,2594,2715
877,6747,5946,4244,2552,2636
878,6651,5842,4280,2616,2531
879,6718,5834,4205,2607,2620
880,6883,5936,4227,2619,2537
881,7232,6116,4391,2655,2784
882,7317,6124,4333,2661,2792
883,7211,6112,4295,2623,2730
884,7052,6102,4194,2599,2645
885,6849,5911,4128,2520,2643
886,6612,5946,4066,2470,2615
887,6507,5870,3996,2381,2572
888,6388,5725,3940,2340,2529
889,6285,5661,3894,2353,2500
890,6284,5572,3875,2260,2494
891,6288,5402,3855,2254,2470
892,6240,5421,3836,2236,2460
893,6246,5565,3856,2285,2487
894,6339,5785,3888,2302,2521
895,6497,5880,3914,2381,2551
896,6714,5906,4023,2387,2698
897,6875,5955,4186,2468,2702
898,6943,5954,4244,2490,2700
899,6931,5962,4272,2471,2680
900,6825,5907,4213,2490,2657
901,6677,5737,4154,2411,2618
902,6657,5743,4158,2467,2587
903,6692,5811,4200,2546,2616
904,6923,5973,4274,2579,2661
905,7176,6224,4347,2633,2738
906,7225,6218,4346,2593,2744
907,7174,6089,4331,2550,2706
908,7090,6078,4311,2528,2719
909,7022,6058,4254,2500,2664
910,6872,6026,4214,2465,2652
911,6683,5994,4143,2430,2599
912,6457,5920,4052,2449,2518
913,6280,5688,3996,2393,2467
914,6203,5442,3888,2314,2423
915,6193,5460,3884,2177,2445
916,6213,5541,3952,2440,2452
917,6437,5766,4129,2438,2537
918,7006,6247,4353,2565,2735
919,7489,6614,4550,2707,2894
920,7686,6579,4623,2808,2954
921,7671,6534,4623,2801,2960
922,7538,6513,4582,2691,2882
923,7457,6617,4525,2741,2952
924,7334,6505,4508,2735,2886
925,7173,6392,4435,2729,2855
926,7180,6249,4405,2698,2790
927,7191,6249,4441,2718,2831
928,7334,6285,4508,2771,2800
929,7401,6366,4483,2748,2821
930,7323,6394,4459,2669,2842
931,7203,6284,4419,2586,2860
932,7050,6105,4379,2716,2807
933,6862,6055,4324,2663,2757
934,6611,5880,4255,2588,2687
935,6369,5699,4193,2540,2578
936,6101,5471,4072,2478,2530
937,5975,5416,4057,2451,2482
938,5972,5372,4035,2445,2454
939,5952,5398,4029,2449,2479
940,5985,5428,4031,2491,2505
941,6169,5561,4096,2478,2554
942,6767,5993,4298,2527,2646
943,7339,6429,4495,2712,2827
944,7521,6657,4535,2686,2919
945,7537,6725,4508,2725,2930
946,7412,6661,4462,2761,2906
947,7373,6553,4351,2714,2904
948,7280,6332,4243,2674,2836
949,7180,6231,4189,2702,2775
950,7065,6172,3965,2791,2769
951,7093,6224,4103,2806,2680
952,7225,6322,4224,2789,2780
953,7193,6403,4466,2822,2832
954,7284,6452,4304,2831,2843
955,7357,6337,4294,2770,2849
956,7278,6262,4344,2782,2852
957,7156,6096,4332,2744,2788
958,6887,5911,4284,2706,2763
959,6669,5774,4081,2579,2697
960,6449,5771,4013,2594,2612
961,6298,5735,3954,2586,2549
962,6231,5734,4054,2555,2535
963,6260,5697,3919,2584,2532
964,6388,5714,3926,2619,2547
965,6561,5940,4091,2639,2641
966,7156,6413,4182,2572,2776
967,7738,6858,4520,2786,2905
968,7771,6878,4436,2854,2977
969,7663,6840,4399,2920,2983
970,7517,6740,4352,2895,2980
971,7373,6548,4218,2917,2921
972,7288,6501,4144,2846,2880
973,7148,6365,4203,2761,2818
974,7084,6290,4336,2775,2805
975,7169,6240,4246,2868,2747
976,7336,6270,4270,2895,2766
977,7390,6389,4315,2823,2837
978,7358,6389,4236,2768,2837
979,7275,6389,4373,2958,2856
980,7253,6278,4369,2804,2807
981,7156,6234,4278,2768,2615
982,7004,6100,4218,2705,2669
983,6730,5926,4124,2522,2609
984,6504,5817,4100,2525,2550
985,6369,5680,4097,2493,2513
986,6356,5579,4124,2539,2480
987,6359,5576,4133,2541,2498
988,6460,5716,4162,2476,2470
989,6530,5993,4269,2496,2569
990,7012,6335,4391,2603,2740
991,7625,6643,4603,2756,2879
992,7820,6684,4701,2880,2893
993,7754,6662,4643,2739,2895
994,7674,6643,4588,2924,2855
995,7544,6500,4539,2748,2812
996,7436,6386,4547,2689,2791
997,7315,6283,4522,2831,2752
998,7188,6259,4483,2671,2727
999,7006,6222,4435,2647,2736
1000,7181,6222,4427,2734,2721
1001,7345,6345,4402,2754,2786
1002,7428,6313,4380,2735,2791
1003,7356,5990,4350,2862,2840
1004,7364,6143,4378,2782,2817
1005,7336,6207,4264,2668,2743
1006,7113,5998,4207,2492,2761
1007,6879,5846,4103,2468,2654
1008,6646,5788,3964,2545,2654
1009,6471,5678,3969,2499,2564
1010,6567,5602,3968,2484,2529
1011,6566,5560,3920,2410,2543
1012,6660,5717,3912,2428,2528
1013,6775,5936,4087,2551,2641
1014,7253,6326,4211,2576,2766
1015,7690,6675,4478,2649,2899
1016,7845,6856,4561,2662,2942
1017,7834,6886,4633,2917,2960
1018,7702,6801,4541,2705,2925
1019,7593,6678,4604,2652,2880
1020,7640,6591,4497,2633,2827
1021,7409,6398,4406,2651,2794
1022,7231,6267,4278,2655,2770
1023,7179,6124,4308,2643,2746
1024,7231,6146,4322,2646,2784
1025,7433,6258,4322,2664,2805
1026,7499,6363,4359,2760,2846
1027,7462,6353,4362,2730,2838
1028,7271,6206,4253,2628,2829
1029,7124,6080,4267,2536,2746
1030,6950,5920,4134,2433,2698
1031,6732,5807,4079,2427,2647
1032,6622,5685,4049,2405,2561
1033,6484,5647,4083,2264,2505
1034,6457,5628,3977,2204,2505
1035,6466,5643,4041,2221,2491
1036,6522,5651,4003,2234,2501
1037,6618,5713,4100,2355,2487
1038,6689,5792,4106,2362,2583
1039,6922,5986,4126,2366,2542
1040,7187,6193,4180,2450,2621
1041,7375,6299,4228,2562,2663
1042,7421,6296,4264,2615,2682
1043,7285,6182,4335,2560,2626
1044,7095,6049,4156,2536,2529
1045,6859,5819,4020,2637,2441
1046,6653,5699,3999,2624,2446
1047,6646,5712,4145,2625,2423
1048,6825,5786,4245,2603,2505
1049,7147,5999,4184,2618,2597
1050,7310,6147,4072,2607,2723
1051,7225,6162,4076,2577,2703
1052,7096,6012,3984,2572,2589
1053,6896,5833,4023,2533,2490
1054,6789,5760,3986,2482,2422
1055,6679,5623,3841,2480,2381
1056,6548,5560,3684,2462,2336
1057,6432,5485,3769,2382,2319
1058,6454,5404,3711,2374,2284
1059,6432,5456,3684,2419,2302
1060,6432,5405,3850,2373,2294
1061,6560,5337,3824,2394,2306
1062,6676,5442,3847,2426,2331
1063,6818,5629,3904,2443,2354
1064,6951,5707,3991,2469,2414
1065,7193,5872,4058,2515,2458
1066,7191,5980,3995,2524,2545
1067,7089,5913,3911,2543,2532
1068,6884,5856,3840,2560,2558
1069,6729,5764,3782,2558,2411
1070,6644,5773,3792,2442,2522
1071,6626,5717,3735,2478,2577
1072,6854,5769,3821,2655,2473
1073,7166,5942,3958,2719,2608
1074,7283,6048,3931,2611,2645
1075,7274,6044,4031,2563,2585
1076,7250,5977,4025,2564,2480
1077,7145,5870,3935,2473,2419
1078,7012,5685,3953,2495,2333
1079,6801,5544,3802,2478,2249
1080,6567,5437,3802,2377,2244
1081,6386,5384,3646,2304,2240
1082,6388,5354,3734,2289,2239
1083,6376,5363,3760,2287,2264
1084,6399,5386,3764,2281,2315
1085,6596,5487,3838,2321,2297
1086,7014,5881,3992,2476,2443
1087,7456,6238,4333,2652,2645
1088,7605,6224,4292,2637,2657
1089,7666,6298,4221,2685,2658
1090,7648,6336,4362,2587,2644
1091,7738,6277,4328,2621,2657
1092,7722,6188,4224,2671,2693
1093,7625,6152,4151,2655,2607
1094,7554,6246,4183,2650,2651
1095,7616,6227,4189,2719,2604
1096,7636,6165,4172,2745,2697
1097,7653,6154,4199,2748,2685
1098,7573,6120,4184,2679,2643
1099,7424,6080,4152,2684,2610
1100,7248,6057,4080,2686,2553
1101,7005,5904,4016,2579,2526
1102,6715,5586,3929,2529,2425
1103,6378,5312,3820,2518,2342
1104,6121,5429,3721,2500,2300
1105,5993,5373,3685,2455,2256
1106,5942,5218,3695,2480,1989
1107,5865,5174,3647,2447,1952
1108,5915,5190,3631,2462,1909
1109,6140,5228,3670,2497,1959
1110,6642,5530,3843,2590,2213
1111,7182,5916,4174,2697,2362
1112,7267,6102,4030,2646,2484
1113,7229,6148,3778,2631,2486
1114,7172,5977,3925,2546,2498
1115,7177,5964,4032,2530,2459
1116,7152,5974,3917,2567,2440
1117,7163,5957,3779,2624,2389
1118,7166,5973,3818,2699,2388
1119,7128,5927,3876,2718,2406
1120,7208,5939,4031,2698,2440
1121,7233,5941,4172,2665,2441
1122,7163,5975,4069,2702,2447
1123,7007,5946,4029,2761,2478
1124,6810,5849,4013,2743,2476
1125,6594,5774,3957,2680,2394
1126,6298,5582,3806,2627,2312
1127,5984,5393,3690,2552,2238
1128,5734,5268,3605,2492,2210
1129,5651,5150,3518,2463,2123
1130,5572,5133,3556,2441,2108
1131,5562,5095,3489,2475,2079
1132,5591,5164,3434,2493,2066
1133,5818,5246,3506,2528,2110
1134,6395,5581,3725,2694,2286
1135,7067,5987,3948,2836,2480
1136,7163,6038,4024,2880,2448
1137,7124,6073,4018,2824,2483
1138,7123,6066,3976,2760,2441
1139,7041,5919,3910,2747,2435
1140,6976,5941,3907,2784,2333
1141,6890,5909,3948,2702,2370
1142,6884,5901,3900,2667,2317
1143,6880,5884,3868,2712,2361
1144,6925,5817,3946,2779,2471
1145,7017,5855,4018,2768,2433
1146,6967,5879,3938,2727,2439
1147,6839,5856,3964,2734,2438
1148,6648,5799,3983,2727,2444
1149,6473,5614,3873,2710,2389
1150,6227,5454,3807,2557,2272
1151,5901,5294,3708,2573,2176
1152,5609,5143,3610,2570,2204
1153,5505,5074,3523,2554,2079
1154,5496,5037,3519,2528,2054
1155,5477,5007,3556,2519,2045
1156,5519,5061,3609,2572,2075
1157,5663,5204,3599,2568,2144
1158,6201,5618,3700,2635,2251
1159,6843,5920,3778,2790,2368
1160,7032,5987,3801,2887,2414
1161,7003,5969,3732,2820,2460
1162,6995,6077,3932,2751,2461
1163,6941,5953,3935,2776,2459
1164,6896,5741,3916,2671,2404
1165,6804,5717,3818,2680,2384
1166,6778,5697,3756,2682,2385
1167,6802,5642,3835,2682,2311
1168,6852,5669,3994,2745,2363
1169,6971,5692,4037,2652,2325
1170,6892,5717,4042,2736,2422
1171,6775,5655,4175,2785,2333
1172,6573,5559,3957,2630,2341
1173,6408,5426,3531,2637,2240
1174,6084,5284,3474,2661,2158
1175,5761,5084,3574,2601,2151
1176,5476,5066,3473,2572,2094
1177,5317,5245,3404,2541,2068
1178,5266,5107,3406,2516,2050
1179,5217,4824,3437,2485,2058
1180,5238,4816,3418,2527,2076
1181,5442,4871,3489,2568,2113
1182,5970,5216,3618,2669,2209
1183,6531,5648,3751,2815,2392
1184,6724,5717,3733,2880,2443
1185,6652,5664,3745,2877,2458
1186,6550,5509,3631,2907,2471
1187,6431,5447,3571,2824,2403
1188,6375,5390,3744,2780,2345
1189,6261,5439,3906,2789,2340
1190,6230,5339,3856,2849,2328
1191,6198,5093,3783,2826,2365
1192,6207,5219,3772,2826,2355
1193,6318,5405,3729,2806,2350
1194,6351,5446,3658,2777,2370
1195,6157,5470,3671,2785,2389
1196,5907,5284,3636,2687,2268
1197,5677,5096,3499,2624,2226
1198,5428,4982,3376,2611,2151
1199,5181,4738,3397,2480,2119
1200,5019,4822,3312,2420,2062
1201,4850,4725,3292,2437,2013
1202,4775,4618,3441,2374,1831
1203,4701,4530,3403,2416,1995
1204,4699,4542,3363,2379,1981
1205,4739,4571,3396,2276,1974
1206,4910,4651,3376,2574,1959
1207,5078,4725,3512,2501,2038
1208,5278,4959,3411,2558,2077
1209,5534,5045,3362,2595,2173
1210,5765,5255,3437,2653,2159
1211,5791,5331,3631,2639,2195
1212,5691,5260,3592,2658,2193
1213,5641,5218,3553,2595,2196
1214,5629,5353,3460,2596,2165
1215,5594,5238,3510,2593,2212
1216,5582,5026,3559,2647,2055
1217,5741,5205,3528,2672,2237
1218,5772,5261,3603,2693,2246
1219,5652,5193,3704,2690,2151
1220,5384,4916,3570,2622,2093
1221,5190,4822,3349,2534,2038
1222,5062,4778,3237,2436,2020
1223,4934,4707,3085,2448,1972
1224,4780,4459,3136,2384,1944
1225,4600,4336,3092,2342,1882
1226,4492,4349,2940,2301,1806
1227,4513,4327,2938,2241,1723
1228,4503,4319,2966,2248,1745
1229,4529,4331,3009,2415,1729
1230,4623,4566,3055,2435,1872
1231,4757,4682,3064,2480,1859
1232,4894,4706,3094,2523,1963
1233,5108,4907,3302,2677,2015
1234,5231,4917,3346,2711,2062
1235,5374,4930,3442,2747,2023
1236,5388,4991,3361,2760,1953
1237,5365,4993,3300,2820,2024
1238,5324,4892,3308,2890,2036
1239,5341,4912,3310,2904,2057
1240,5436,5030,3376,2804,2144
1241,5536,5022,3530,2795,2214
1242,5534,5021,3508,2807,2229
1243,5416,5047,3472,2806,2208
1244,5246,5008,3498,2799,2203
1245,5088,4948,3455,2743,2144
1246,4911,4833,3375,2698,2106
1247,4791,4690,3316,2628,2020
1248,4558,4602,3249,2585,1976
1249,4463,4597,3170,2563,1913
1250,4360,4603,3209,2538,1902
1251,4406,4587,3215,2533,1905
1252,4421,4602,3287,2540,1930
1253,4651,4612,3364,2579,1971
1254,5174,4882,3541,2700,2129
1255,5640,5078,3702,2821,2182
1256,5854,5270,3771,2781,2200
1257,5856,5241,3823,2836,2220
1258,5815,5230,3706,2833,2174
1259,5770,5248,3725,2830,2141
1260,5801,5276,3718,2756,2157
1261,5718,5238,3767,2724,2179
1262,5645,5306,3708,2729,2201
1263,5697,5341,3624,2745,2181
1264,5755,5309,3689,2790,2227
1265,5716,5261,3749,2766,2246
1266,5745,5302,3629,2765,2215
1267,5651,5237,3573,2739,2193
1268,5490,5008,3450,2715,2125
1269,5283,4895,3477,2678,2122
1270,4969,4668,3478,2688,2037
1271,4720,4707,3474,2605,1986
1272,4540,4437,3189,2529,1898
1273,4407,4341,2983,2493,1867
1274,4342,4388,2983,2493,1872
1275,4369,4490,3041,2476,1870
1276,4435,4505,3125,2549,1886
1277,4580,4624,3109,2577,1946
1278,5136,4951,3283,2693,2094
1279,5603,5259,3362,2815,2235
1280,5731,5354,3364,2852,2278
1281,5766,5292,3612,2818,2322
1282,5755,5184,3750,2819,2274
1283,5685,5091,3650,2800,2119
1284,5638,5097,3550,2706,2219
1285,5542,5003,3410,2656,2020
1286,5588,4949,3353,2695,2020
1287,5598,5120,3295,2723,2062
1288,5646,5008,3391,2738,2120
1289,5795,5190,3509,2705,2198
1290,5824,5154,3590,2718,2239
1291,5745,5032,3582,2687,2222
1292,5549,4851,3516,2641,2083
1293,5409,4848,3418,2514,1960
1294,5130,4667,3297,2458,2129
1295,4864,4488,3221,2375,2069
1296,4683,4399,3241,2339,1999
1297,4546,4531,3200,2283,1941
1298,4444,4498,2911,2200,1865
1299,4433,4493,2829,2184,1860
1300,4487,4487,2806,2208,1853
1301,4639,4587,2793,2363,1919
1302,5049,4858,3153,2608,2099
1303,5465,5250,3500,2574,2322
1304,5624,5426,3626,2422,2291
1305,5650,5397,3614,2396,2240
1306,5684,5288,3403,2424,2263
1307,5653,5212,3206,2474,2199
1308,5564,5283,3257,2516,2157
1309,5431,5222,3315,2506,2198
1310,5464,5287,3276,2540,2206
1311,5427,5362,3265,2532,2242
1312,5555,5227,3335,2586,2226
1313,5601,5181,3342,2526,2230
1314,5608,5143,3357,2510,2228
1315,5488,4928,3208,2455,2236
1316,5402,4878,3416,2389,2157
1317,5215,4868,3278,2360,2173
1318,4973,4793,3120,2263,2062
1319,4770,4724,3013,2192,1912
1320,4543,4737,2971,2007,1923
1321,4372,4643,2969,2144,1928
1322,4317,4591,2910,2147,1892
1323,4294,4533,2867,2149,1875
1324,4279,4502,2944,2204,1904
1325,4457,4557,3039,2207,1966
1326,4874,4867,3197,2271,2086
1327,5382,5124,3280,2439,2281
1328,5564,5173,3465,2445,2324
1329,5593,5160,3460,2438,2225
1330,5647,5144,3515,2440,2227
1331,5538,5039,3552,2410,2191
1332,5469,4896,3591,2464,2273
1333,5396,4870,3483,2319,2191
1334,5370,5015,3508,2259,2170
1335,5340,5171,3612,2437,2089
1336,5410,5152,3607,2346,2193
1337,5453,5010,3643,2443,2240
1338,5588,5157,3587,2403,2237
1339,5529,4929,3480,2386,2259
1340,5430,4868,3612,2324,2203
1341,5264,4828,3506,2289,2170
1342,5042,4727,3143,2202,2109
1343,4862,4598,3204,2135,2029
1344,4639,4501,3320,2169,1994
1345,4500,4420,3263,2208,1949
1346,4479,4382,3224,2163,1917
1347,4477,4318,3182,2159,1919
1348,4506,4425,3235,2175,1930
1349,4625,4524,3280,2165,1934
1350,5117,4905,3291,2217,2078
1351,5540,5162,3470,2388,2236
1352,5702,5206,3578,2418,2309
1353,5624,5161,3647,2428,2288
1354,5417,5079,3543,2475,2243
1355,5132,4723,3436,2398,2185
1356,4946,4822,3450,2334,2189
1357,4830,4897,3350,2425,2186
1358,4732,4858,3383,2382,2199
1359,4747,4633,3385,2444,2179
1360,4805,4616,3394,2420,2212
1361,4969,4656,3473,2474,2237
1362,5141,4928,3557,2501,2232
1363,5079,5040,3427,2401,2095
1364,5031,4852,3405,2340,2091
1365,4958,4694,3363,2328,1990
1366,4786,4650,3299,2302,2031
1367,4691,4672,3337,2226,1976
1368,4596,4419,3088,2228,1973
1369,4483,4474,2985,2099,1920
1370,4354,4506,2944,2077,1927
1371,4402,4479,2880,2150,1916
1372,4452,4440,2981,2223,1933
1373,4523,4477,3036,2192,1883
1374,4736,4562,3149,2136,1970
1375,4783,4671,3164,2038,2064
1376,4938,4734,3302,2132,2088
1377,5094,4726,3387,2219,2160
1378,5098,4847,3495,2243,2214
1379,5083,4943,3531,2247,2209
1380,5102,4892,3428,2288,2181
1381,5012,4727,3375,2313,2193
1382,4871,4680,3392,2440,2163
1383,4757,4636,3444,2354,2192
1384,4764,4609,3465,2273,2168
1385,4954,4675,3515,2394,2181
1386,5219,4795,3526,2302,2292
1387,5219,4855,3513,2282,2185
1388,5046,4747,3418,2262,2160
1389,4895,4665,3334,2113,2168
1390,4796,4501,3256,2081,2096
1391,4624,4435,3191,2119,2037
1392,4469,4367,2941,2145,2008
1393,4358,4309,2892,2073,1956
1394,4333,4331,2838,2028,1960
1395,4302,4283,2841,2014,1933
1396,4356,4345,3029,1995,1933
1397,4447,4450,3059,2035,1991
1398,4532,4651,3109,2107,1985
1399,4643,4620,3123,2130,1983
1400,4773,4623,3124,2059,2023
1401,4788,4672,3184,2049,2062
1402,4747,4730,3228,2022,2116
1403,4623,4497,3262,2034,2117
1404,4490,4614,3222,2246,2090
1405,4322,4533,3167,2334,1963
1406,4246,4446,3132,2291,2061
1407,4278,4401,3174,2247,2120
1408,4364,4468,3092,2185,2099
1409,4576,4566,3086,2180,2158
1410,4859,4798,3269,2182,2168
1411,5029,5009,3323,2161,2164
1412,4967,4929,3361,2188,2169
1413,4907,4800,3364,2136,2154
1414,4838,4848,3305,2190,2116
1415,4715,4753,3195,2126,2067
1416,4492,4604,3231,2096,2032
1417,4380,4558,3192,2094,1979
1418,4361,4615,3194,1989,1964
1419,4352,4577,3164,2018,1960
1420,4499,4629,3132,2105,1966
1421,4676,4692,3133,2155,2104
1422,5183,5156,3435,2234,2119
1423,5699,5384,3539,2304,2262
1424,5897,5307,3588,2391,2366
1425,5850,5328,3542,2353,2336
1426,5628,5338,3488,2361,2327
1427,5437,5217,3413,2366,2324
1428,5398,5145,3406,2419,2307
1429,5278,4998,3405,2411,2200
1430,5247,4910,3503,2386,2270
1431,5283,4927,3555,2383,2269
1432,5352,4970,3529,2474,2263
1433,5390,4978,3565,2475,2281
1434,5468,5070,3589,2404,2273
1435,5390,5284,3537,2446,2244
1436,5286,4930,3487,2376,2194
1437,5079,4824,3291,2348,2217
1438,4861,4793,3142,2339,2141
1439,4567,4589,3081,2200,2093
1440,4361,4470,2863,2128,2015
1441,4209,4340,2905,2160,1997
1442,4166,4368,2943,2183,1962
1443,4171,4395,2945,2222,1937
1444,4197,4468,3012,2344,1966
1445,4418,4513,3179,2360,1996
1446,4936,4846,3273,2369,2123
1447,5481,5243,3501,2319,2257
1448,5592,5318,3587,2406,2314
1449,5412,5300,3481,2479,2282
1450,5169,5311,3475,2454,2375
1451,5011,5130,3374,2488,2214
1452,4814,4961,3447,2461,2186
1453,4704,4899,3568,2413,2205
1454,4686,4869,3549,2493,2198
1455,4657,4824,3491,2486,2218
1456,4715,4598,3514,2471,2187
1457,4846,4898,3453,2424,2209
1458,5088,5049,3497,2412,2244
1459,5022,5091,3515,2434,2255
1460,5029,4920,3467,2407,2228
1461,4993,4862,3389,2430,2206
1462,4797,4796,3275,2347,2009
1463,4582,4662,3182,2263,2082
1464,4393,4515,2977,2381,2084
1465,4321,4486,3015,2226,1982
1466,4251,4645,2961,2188,1994
1467,4233,4633,2989,2183,2005
1468,4291,4576,3031,2225,2024
1469,4446,4749,3155,2274,2085
1470,4968,5214,3261,2400,2231
1471,5556,5493,3468,2485,2295
1472,5789,5575,3556,2505,2356
1473,5816,5558,3501,2420,2362
1474,5733,5252,3537,2462,2363
1475,5671,5304,3530,2546,2279
1476,5591,5122,3499,2429,2239
1477,5526,5030,3455,2493,2242
1478,5466,4860,3618,2502,2219
1479,5493,5108,3753,2472,2266
1480,5596,5332,3569,2396,2311
1481,5664,5255,3607,2408,2329
1482,5782,5300,3819,2402,2402
1483,5774,5226,3776,2448,2287
1484,5664,5246,3613,2594,2287
1485,5479,5256,3569,2502,2282
1486,5167,4945,3625,2376,2243
1487,4865,4671,3694,2330,2202
1488,4612,4589,3605,2342,2131
1489,4511,4638,3549,2344,2116
1490,4469,4735,3583,2321,2111
1491,4561,4708,3549,2335,2105
1492,4672,4582,3529,2336,2128
1493,4890,4683,3553,2431,2168
1494,5457,5239,3898,2481,2277
1495,6004,5745,3988,2533,2427
1496,6160,5702,4189,2553,2478
1497,6017,5511,4165,2515,2462
1498,5812,5422,3890,2561,2491
1499,5554,5234,3795,2482,2380
1500,5439,5091,3787,2451,2340
1501,5344,5033,4045,2514,2257
1502,5229,5079,3612,2450,2266
1503,5192,5092,3600,2493,2282
1504,5252,5045,4058,2538,2286
1505,5487,5136,3848,2497,2238
1506,5655,5291,4076,2429,2386
1507,5636,5297,4173,2420,2381
1508,5599,5216,4031,2382,2350
1509,5461,5175,3651,2459,2333
1510,5257,5050,3659,2467,2300
1511,5089,4924,3812,2389,2221
1512,4939,4831,3650,2295,2143
1513,4834,4872,3563,2325,2120
1514,4824,4854,3503,2277,2127
1515,4825,4757,3460,2470,2123
1516,4900,4759,3480,2465,2137
1517,5053,4873,3530,2554,2071
1518,5549,5326,3780,2423,2316
1519,6043,5575,3928,2629,2431
1520,6164,5666,4023,2644,2469
1521,6081,5578,4031,2698,2486
1522,5863,5583,3963,2592,2483
1523,5657,5394,3840,2581,2439
1524,5429,5356,3729,2549,2417
1525,5340,5235,3674,2563,2355
1526,5165,5126,3734,2580,2357
1527,5121,5026,3780,2545,2368
1528,5178,5023,3903,2520,2384
1529,5401,5084,3963,2601,2387
1530,5673,5362,3978,2538,2431
1531,5631,5399,3926,2572,2405
1532,5514,5252,3859,2503,2304
1533,5349,4980,3799,2399,2300
1534,5170,4817,3699,2364,2234
1535,4971,4720,3616,2336,2176
