NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
-24.425672  10.220968   1.319726   0.607574   3.899327   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.057265  11.106407   0.707411   0.583996   3.333760   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-16.104508   8.154714   0.488548   0.545185   1.732529   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-14.674278   8.175389   0.622893   0.605008   1.622718   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-19.411336   7.629388   0.569933   0.526876   1.850163   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.405029   9.152551   1.404537   0.660399   3.718662   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.528435   8.219744   1.712966   0.974297   3.930768   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-13.403866   8.311521   2.196540   1.000561   4.351009   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.135542   9.204456   1.940393   0.997005   4.179109   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.559376   7.372061   2.113055   1.002714   2.266899   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.875607   7.105319   1.958492   0.998784   2.728133   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.784464   7.203486   1.894350   0.932865   2.333842   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.776095   7.245299   1.708689   0.999445   2.311217   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.559939   7.560585   1.666984   0.989935   2.301525   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.418140   7.923196   1.647001   0.971778   2.557382   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-9.870569 10.466193  1.286475  0.988774  3.978268  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-12.573377  10.361371   1.115935   0.971609   4.505543   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-21.250345   9.930924   1.378072   0.984728   4.145776   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.341978  11.902189   1.274140   1.006807   4.474071   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.097385  10.611141   1.831785   0.997294   4.630764   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-30.794641  10.084914   2.123825   1.011725   4.449165   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-20.625547  13.684817   1.468647   0.977967   3.885722   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.167110  12.399224   1.629310   0.971423   3.752123   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.230137  10.568748   1.847934   0.921203   4.010300   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.534810   9.522865   0.801418   0.890603   3.794519   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.124818  10.149956   1.812710   0.717881   3.273493   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.341769  10.930861   1.359036   0.709108   3.096138   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.965834  10.626522   1.168344   0.629908   2.440124   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.451478  10.240267   1.007266   0.641809   1.664404   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.243342  10.284631   1.687177   0.826925   3.233963   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.610012  10.321849   1.908695   0.898031   3.690192   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.159897  12.054810   1.200761   0.989977   4.163961   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.297700  12.733967   1.449575   1.033065   4.380726   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.378752  13.783010   2.672857   1.042011   4.288062   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.455351  13.618242   2.563783   1.053103   3.970732   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.418738  13.940980   2.480787   1.060412   3.946235   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.213128  13.788268   2.455224   1.011407   4.090828   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.386680  13.541288   2.028916   1.003729   3.976303   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.053147  13.147813   1.786217   1.008638   4.284014   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.185950  11.411022   1.681750   0.954610   4.201955   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.310880  10.874815   1.764476   1.016882   3.738763   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.769503  10.796100   1.737640   1.006676   3.981034   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.358584  10.925129   1.781565   1.006220   3.868786   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.123356  10.682906   1.606912   1.006491   3.767825   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.684926  10.261702   1.247072   1.000359   4.573010   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.197411  10.626083   1.323072   0.960936   4.318222   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.488897  10.594225   1.285841   0.947282   4.363966   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-21.733126  10.146987   1.460888   0.772613   4.151013   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.233627   9.959838   1.321078   0.916870   3.514424   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.084674  10.474349   1.670254   0.927370   3.152277   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.946636  11.065903   1.928244   0.878783   2.403117   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.807114  10.703049   1.666604   0.729631   2.321452   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.919331  10.710796   1.817777   0.722998   2.295113   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.630858  10.426060   2.024899   0.740765   2.765951   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.594154  10.537791   2.087406   0.823970   2.667106   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.098678   9.764151   1.841915   0.973360   3.485006   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.703936   9.831616   1.911019   0.810844   4.503656   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.827164  10.023228   1.911484   1.130333   4.313464   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.774021  10.014974   1.880752   1.085830   3.941118   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.656981   9.903133   1.913019   1.109947   3.909051   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.656850   9.819235   1.954662   0.974500   3.914852   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.686334   9.655539   1.945464   0.859891   3.980262   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.412128  10.028575   1.850933   0.874375   4.088679   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.565308   9.747505   1.918310   0.859153   4.471727   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.540847   9.747282   1.962728   0.868101   4.493946   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.430427   9.760859   2.284916   0.860328   4.631235   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.966948   9.598327   2.723555   0.835992   4.486408   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.909924   9.110112   3.161220   0.816335   4.228304   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.896415   9.720100   2.057550   0.769947   4.371359   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.456342   9.055302   2.758644   0.862521   3.950884   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.137300   9.221080   2.897633   0.818024   4.061596   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.357587   9.304244   2.495677   0.824439   3.834032   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.953354   9.398223   2.583745   0.761680   3.235844   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.610308  10.886823   2.438918   0.756848   2.789711   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.425919  10.558051   3.288706   0.706337   2.865867   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.093473   9.871752   2.871923   0.579706   2.842431   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
