DSO,cluster,x,y,lon,lat
116,1,4357733.30069108,4053132.12397344,10.6485254,59.5773292
71,1,4055401.07402989,4039658.4174433,5.3338396,59.3791554
163,1,4558932.94122345,4896340.3669109,15.4346698,67.0995327
171,1,4586608.66796679,5086464.58179405,16.5154517,68.7920475
171,1,4583273.72600989,5088038.91342818,16.4381604,68.8090816
84,1,4334142.16760677,4120256.55091127,10.2361895,60.1826576
84,1,4338502.06092613,4115177.56454363,10.3141169,60.1367966
84,1,4332845.45915956,4118251.4268701,10.2127711,60.1646491
84,1,4332520.89215938,4118710.32893455,10.2069666,60.1687877
171,1,4587268.67441342,5077988.39099212,16.5097541,68.7150607
171,1,4587333.6900541,5083902.52393845,16.5265198,68.7683262
171,1,4591869.74224474,5068924.18658047,16.5979981,68.6293902
116,1,4414111.47226066,4128214.82421456,11.6766583,60.2445672
50,1,4344062.50111745,4023601.84319763,10.4040574,59.3125732
50,1,4345608.14540919,4020353.85928081,10.4307744,59.2832729
50,1,4343103.84090377,4018406.55484098,10.3867418,59.2658847
50,1,4330369.67672853,4000852.1036627,10.1631988,59.1084139
50,1,4337233.23167098,4014199.48786803,10.283719,59.2282876
50,1,4332410.73966754,4004637.89825019,10.1989429,59.1424221
50,1,4335365.40463991,4004885.60463014,10.2504722,59.1445664
50,1,4331579.50614357,4003249.3746687,10.1843848,59.1299518
50,1,4333700.2266,4006729.52250751,10.2215438,59.1612031
11,1,4089353.54925085,3938941.2394169,6.0322613,58.4936721
40,1,4074685.11771177,3977057.20411842,5.740791,58.8282017
11,1,4083398.36526859,3949991.51271418,5.9191561,58.589845
53,1,4197657.14657689,3908437.72489619,7.9018596,58.2610294
53,1,4267738.4647135,3961588.15516486,9.0816003,58.7522518
12,1,4283161.87454729,3977896.94215501,9.3448216,58.900462
116,1,4386947.23686733,4024152.43962285,11.1554788,59.3132956
175,1,4662266.23180479,5187192.42003751,18.6998429,69.6232935
175,1,4668142.82314039,5196353.28123602,18.8814478,69.6988028
157,1,4468130.8626372,4752346.26705023,13.1986701,65.8513804
157,1,4472277.7264103,4752628.29352973,13.2890025,65.852179
157,1,4493651.0637466,4775711.47939449,13.7826385,66.0506548
175,1,4677184.49546483,5168854.51053844,19.0074889,69.4411735
175,1,4675097.60466432,5180022.73706969,18.9964101,69.5439312
111,1,4162289.02486522,4225936.27344063,7.065874,61.104513
111,1,4161578.38183663,4234410.89003031,7.0457944,61.1804768
111,1,4156111.93361072,4230131.2956876,6.9482598,61.1398914
101,1,4173988.8424518,4198686.36998878,7.3023492,60.8635902
163,1,4503628.55901291,4878104.68102258,14.1477159,66.9695838
53,1,4113149.42514417,3375447.97180621,6.870934,53.4465193
116,1,4384189.05871266,4100907.326434,11.1296855,60.0041961
111,1,4151129.31912653,4229728.1278617,6.8565148,61.1342994
62,1,4339969.61912216,4078369.13205234,10.337143,59.8055068
111,1,4160121.97656481,4235303.71080184,7.0180963,61.1879572
71,1,4063498.85296365,4037406.47838745,5.4783609,59.3636504
71,1,4118324.91101019,4068255.24213517,6.4104946,59.6688109
71,1,4071985.69146781,4044210.81288718,5.6192762,59.429503
40,1,4073807.82702388,3983709.26362246,5.7184193,58.8874348
175,1,4706272.5464263,5190756.00579293,19.8206395,69.6016132
53,1,4200522.19106936,3894499.34505348,7.957647,58.1364989
174,1,4835439.66011371,5252081.59157931,23.3728985,69.9517288
174,1,4790366.5185572,5217522.9949937,22.0540536,69.71983
174,1,4857401.33512282,5230321.94939861,23.8020542,69.7196525
142,1,4277844.41423828,4468343.24172909,9.1433844,63.3160012
130,1,4271149.8538616,4434110.90590702,9.0207179,63.0065992
53,1,4200633.87110901,3896394.95224841,7.9585809,58.1535652
71,1,4063019.75420136,4084620.04076138,5.4137134,59.78714
170,1,4542244.79328862,5073296.19926016,15.4043426,68.707956
175,1,4676247.97918811,5179415.78014615,19.0230283,69.5371162
170,1,4559370.05394357,5058803.60938267,15.787662,68.5645353
180,1,4885709.26652781,5292090.36822831,24.8870534,70.2123959
175,1,4688988.0644024,5142369.8848967,19.2028055,69.1893253
157,1,4509011.44206497,4808307.12032492,14.1652218,66.3367945
127,1,4245029.21689892,4396615.7697517,8.524329,62.6645629
127,1,4243742.76770405,4399379.35271555,8.4981183,62.6892191
50,1,4290964.98025385,3996946.69569713,9.4773898,59.072388
50,1,4290925.61705131,4003197.9728049,9.4758641,59.1286163
50,1,4289976.4432503,4014650.22929186,9.4577251,59.2315698
50,1,4295879.56020568,4014979.98343305,9.5608681,59.2349025
50,1,4294829.83841122,4019137.7979689,9.5420267,59.2722456
112,1,4069972.9462171,4151765.85934605,5.4563411,60.3939638
86,1,4098569.49311469,4145844.8162639,5.9791911,60.3563326
174,1,4831794.22231201,5252995.5188262,23.2857666,69.9662269
161,1,4481011.9946572,4855437.49840612,13.6056903,66.7763577
116,1,4343878.07551754,4226517.94860261,10.42326,61.1388013
50,1,4343147.82676981,4034254.02906764,10.3891062,59.4084483
50,1,4338742.88138888,4041199.10439168,10.3122824,59.4711255
148,1,4395663.79993678,4517349.30066797,11.5043936,63.7531162
148,1,4400643.67752208,4547945.79477964,11.6201113,64.0280482
116,1,4387322.19932922,4049735.22708071,11.1698046,59.5433631
161,1,4495285.46710621,4860786.96530537,13.9341436,66.8176437
161,1,4490686.91811845,4860274.43442801,13.8298639,66.8153437
161,1,4494949.41314092,4851003.65575418,13.9128896,66.7294968
161,1,4480928.91087741,4853282.66516467,13.6010521,66.7569383
116,1,4401908.09221733,4003092.53685663,11.4098697,59.1214535
171,1,4637364.90956783,5021391.46419228,17.5570642,68.1591857
171,1,4628642.77557751,5025439.46935828,17.3618048,68.2041206
116,1,4383910.77486114,4026121.8283877,11.1028472,59.3314438
40,1,4128287.02997373,3998643.8202559,6.6477189,59.0478098
112,1,4039952.40558326,4171082.60506583,4.8880725,60.5489556
149,1,4452574.27730046,4680001.38596836,12.792087,65.2045893
148,1,4406891.81580749,4597937.52378676,11.77511,64.4776368
71,1,4116382.61425044,4065637.16292867,6.3786418,59.6444035
100,1,4300619.67819373,4194319.47909606,9.6262926,60.8490317
100,1,4300093.11693488,4194390.64272533,9.6166299,60.849647
40,1,4095162.23922381,3980530.51215522,6.0906932,58.8699399
40,1,4129391.21389652,4000059.40880522,6.6656891,59.0609933
53,1,4170975.82153589,4022242.98524321,7.3736393,59.2760131
40,1,4126985.19148839,3999360.70894503,6.6244865,59.0536966
40,1,4096929.06621102,3981890.81397612,6.1198743,58.8830226
40,1,4108329.69709501,3996291.68284619,6.3033718,59.0177959
112,1,4043486.53252789,4158627.79255439,4.9691423,60.4394619
35,1,4261388.64478692,4015818.52807761,8.9577654,59.2392145
53,1,4138662.89378199,3912335.20068469,6.8963604,58.2767183
147,1,4354539.05462825,4477235.99503085,10.6675557,63.3971276
53,1,4112785.18979853,3915726.63427326,6.4535579,58.2963368
53,1,4124677.17700956,3911491.18289002,6.6593339,58.26346
53,1,4123975.97552525,3911306.62933618,6.6475732,58.2615069
53,1,4167677.05287266,3909599.52084368,7.391527,58.2625809
53,1,4128528.79633505,3954068.87989978,6.6896546,58.6474965
53,1,4137168.01185717,3979694.46847725,6.8174377,58.8812379
53,1,4153326.19886642,3995078.58964512,7.0854262,59.0256894
53,1,4153082.55066563,3984446.36529975,7.089116,58.9300573
53,1,4142894.21445535,4006658.02887148,6.8951042,59.1257731
53,1,4130263.04839733,3954557.70787564,6.7190359,58.6526085
53,1,4132287.67621535,3956467.63998935,6.752249,58.6705989
40,1,4107472.77621882,3993826.69910138,6.290843,58.9952576
147,1,4383744.21573595,4452221.97630452,11.2392859,63.1680222
147,1,4373287.14082333,4457453.44393431,11.0344166,63.2167107
147,1,4414187.53406602,4433919.34045075,11.8302167,62.9970589
147,1,4406848.56552777,4437182.20639287,11.6877928,63.0281202
147,1,4427957.78259653,4429932.13228762,12.097999,62.9576602
147,1,4383483.59891902,4451819.85931887,11.2339892,63.1644387
147,1,4369157.57755731,4454758.07336772,10.9519521,63.1929378
147,1,4413856.0557313,4432960.46941329,11.823184,62.9884958
148,1,4417072.04395,4477524.2398128,11.9119442,63.389358
148,1,4411222.71609263,4480632.51726957,11.7972976,63.4187707
40,1,4127319.07381274,4029825.47554557,6.6037348,59.327528
71,1,4131304.26904813,4052011.62148677,6.6542705,59.5285648
112,1,4097033.21625501,4091051.79527617,6.0102667,59.8633697
67,1,4209372.73893265,4040041.12693039,8.0363869,59.4471844
53,1,4181595.46083636,4004258.72906211,7.5706865,59.1177451
53,1,4188166.46601099,3990244.64524172,7.693415,58.9937333
53,1,4148280.64252347,3966577.30798075,7.0195439,58.7677093
53,1,4193402.07105931,3944347.37332586,7.8099268,58.5826468
53,1,4186743.79421853,3989093.24837545,7.6694146,58.9829662
77,1,4133189.8473968,4119168.252499,6.6282046,60.1328653
77,1,4145683.74131377,4085106.18182396,6.880565,59.8318627
77,1,4129172.99242269,4118122.9421619,6.5571625,60.1217344
53,1,4218627.26094847,3979704.66314721,8.2268805,58.9068221
53,1,4239462.00611773,3977054.29760291,8.5885915,58.88718
67,1,4211704.70893328,4014492.32690281,8.090073,59.2180122
53,1,4236821.52594575,3959394.73441348,8.5494178,58.7279041
67,1,4199439.93768793,4060088.39281382,7.8505389,59.6248759
67,1,4206671.88176018,4043265.99947319,7.9872121,59.4755048
96,1,4242387.89247599,4149332.73446772,8.5762761,60.4374397
96,1,4233610.69907964,4164699.17505967,8.4107545,60.5740394
79,1,4249014.7178411,4128889.77926709,8.703429,60.2546276
81,1,4268441.25344812,4127502.80858419,9.0536356,60.2449126
81,1,4263395.04060498,4129996.60024347,8.9620917,60.2667187
72,1,4228073.11119806,4081542.5682559,8.3473302,59.824733
72,1,4246790.37726705,4087586.40363313,8.678013,59.8826326
70,1,4192915.61326921,4076893.43688065,7.7252264,59.7741683
67,1,4203928.85379041,4041912.77303803,7.9396729,59.4626289
53,1,4215081.07603342,3939783.69527015,8.1839343,58.5470998
53,1,4224412.25633727,3915952.39973995,8.353722,58.3348922
53,1,4229796.61401991,3932578.72872145,8.4389859,58.4854579
53,1,4246226.58650756,3944564.50404404,8.7162685,58.5961744
53,1,4246318.35045495,3943390.81130593,8.7182226,58.5856355
12,1,4278234.9500944,3980580.48607282,9.2590093,58.9241639
53,1,4198178.11865097,3919066.44285427,7.9051751,58.3566999
53,1,4197693.83325862,3922815.80007929,7.8949491,58.3902723
53,1,4201663.35243671,3912723.04512225,7.9678041,58.3005894
147,1,4306140.44264147,4424649.7957201,9.7089015,62.924164
130,1,4271392.60192307,4434554.2726468,9.025356,63.0106262
142,1,4311158.41604155,4460355.35631566,9.8051146,63.2462272
147,1,4334506.31264518,4391321.29695372,10.2619761,62.6238032
147,1,4321648.4101147,4411104.97125969,10.0126511,62.802345
122,1,4381414.26075586,4378602.83902321,11.1673353,62.5048895
122,1,4374112.84840999,4368712.2292705,11.0232997,62.4167951
122,1,4380096.23368599,4377211.80942435,11.1414054,62.4925505
122,1,4353241.94671334,4342931.72785201,10.6165611,62.1867012
123,1,4393677.8032937,4385306.16711917,11.4070119,62.5632669
58,1,4310751.07019632,4069669.04667539,9.8182641,59.7275109
52,1,4301796.20687577,4068468.46977316,9.6595842,59.7164122
61,1,4275920.10381381,4062064.68871675,9.2022622,59.6569295
67,1,4234454.44769993,4045332.80332223,8.4753406,59.5003133
67,1,4217553.84487985,4043189.33414113,8.1787419,59.4774559
117,1,4272399.29745543,4309257.43246495,9.0796307,61.8817364
148,1,4371399.96691115,4483172.64817959,11.0049381,63.4488465
147,1,4360585.40016237,4476876.66046518,10.787805,63.3933218
71,1,4066510.68344398,4076034.46645044,5.4858181,59.7120859
71,1,4128520.1148191,4055424.58592924,6.6022119,59.5580426
112,1,4116562.9811368,4119902.78412637,6.3294881,60.1320387
112,1,4100606.29068493,4091746.63880432,6.0730657,59.8714031
40,1,4097110.08381483,3983511.34512238,6.1214024,58.897662
40,1,4094855.73682427,3997595.94829965,6.0683115,59.0230161
116,1,4306335.62316997,4255355.02552001,9.7264999,61.3988401
113,1,4310544.81754442,4275157.45586222,9.8039108,61.5773087
113,1,4319288.73675841,4255642.09210468,9.9680811,61.4016776
116,1,4351827.11204048,4189807.73530845,10.5645597,60.8077909
116,1,4351847.07801588,4189296.14860333,10.564846,60.803184
80,1,4356412.25468886,4134718.96155015,10.6388863,60.3115804
130,1,4251328.03002726,4416941.43173987,8.6384374,62.8488708
122,1,4373085.88819262,4317282.9376114,10.9886375,61.9536014
116,1,4344012.40532465,4080421.53922112,10.4092148,59.8237832
50,1,4326918.35742334,4052947.75696232,10.1044862,59.5771397
62,1,4330376.07015611,4073143.55874292,10.1664104,59.7587933
53,1,4178118.34411518,4004936.47911248,7.5097076,59.1227564
53,1,4210311.41467936,3953504.20837881,8.0956176,58.6693291
50,1,4344139.94752747,4004634.36774958,10.4034346,59.1419437
50,1,4343869.5857105,4013068.6226651,10.3995883,59.2178279
116,1,4358820.46612661,4029577.82414217,10.6636336,59.3653363
50,1,4344472.31166993,4030906.86608951,10.4120167,59.378269
50,1,4347395.79162912,4018634.62158996,10.4618616,59.267706
50,1,4346970.60524851,4016469.11919029,10.4541679,59.2482503
50,1,4346458.731132,4016142.1179137,10.445179,59.2453378
50,1,4339647.73371276,4042072.86763792,10.3282827,59.4789498
50,1,4301863.12121416,4003602.75057695,9.6664445,59.1328504
127,1,4249527.06327124,4416234.8063153,8.6035461,62.8421841
127,1,4243914.81144736,4406068.05560118,8.4984816,62.7495233
127,1,4242736.85848422,4402298.22755376,8.4772509,62.7153253
171,1,4646639.68419557,4918951.10555981,17.4851214,67.2291643
50,1,4342780.82892071,4013956.6691624,10.3806526,59.2258702
116,1,4367476.39235243,4092056.37111217,10.82898,59.9266325
116,1,4389120.34739384,4143689.96428217,11.2318715,60.3884305
116,1,4390282.07109186,4193398.2087046,11.2699563,60.8356238
84,1,4329206.82988428,4127570.49303845,10.1477821,60.2486024
127,1,4248344.50054428,4372514.69825994,8.5987061,62.4480215
84,1,4316789.9579062,4123316.34886426,9.9242753,60.210372
84,1,4331339.91515029,4119398.22782938,10.1857853,60.175008
89,1,4174113.73497917,4171607.60560945,7.3245474,60.6200672
116,1,4368836.69149976,4172549.9201439,10.8719145,60.6508862
116,1,4367260.6579697,4191119.93728292,10.8474884,60.8182171
100,1,4327423.97863485,4191145.56353112,10.1176927,60.8208941
50,1,4341662.84746339,4024929.75850866,10.3621405,59.3246355
113,1,4284230.34539969,4264820.1970675,9.3124098,61.4827255
111,1,4160604.14701822,4238776.57657865,7.0241418,61.2193794
111,1,4138488.08915923,4239785.2035985,6.6134584,61.219487
111,1,4134329.45548087,4240242.92007905,6.5359747,61.2217881
182,1,4946958.68067693,5329049.93763961,26.6982767,70.4103425
101,1,4177107.70679614,4192746.55856156,7.3638334,60.8112182
130,1,4271101.09350709,4433660.13711279,9.019893,63.0025298
116,1,4383144.97801017,4053602.26568697,11.0972465,59.5787498
116,1,4361476.39717026,4095444.6816069,10.7226178,59.9577111
50,1,4297479.12256592,4010294.83185089,9.5893261,59.1928426
50,1,4324467.0870686,3994116.3227968,10.0602847,59.0479069
50,1,4328798.94659963,3995103.41876926,10.13564,59.0567324
46,1,4353406.01710393,4061796.25762379,10.5734309,59.6556151
116,1,4428681.20469755,4169181.56110099,11.9604899,60.609795
116,1,4416869.28803463,4178664.64111735,11.7500523,60.697913
116,1,4409382.40160475,4198134.58540286,11.622072,60.8747398
116,1,4430958.47860676,4123168.12059571,11.9771993,60.1952579
116,1,4407821.4231623,4198004.74629278,11.5933764,60.8738906
10,1,4069277.80137653,3956754.84526154,5.6698278,58.6430587
116,1,4358689.09586268,4189138.35925309,10.6900942,60.8012173
116,1,4373017.5700993,4191229.59683834,10.9529708,60.8185448
100,1,4342279.60818388,4182573.08664138,10.3889412,60.7432417
84,1,4335136.23549624,4116719.23837459,10.2538142,60.1507922
116,1,4348213.44522229,4088745.74968494,10.4849836,59.8984477
116,1,4368334.42983596,4092496.62103387,10.8443816,59.9305028
121,1,4081976.31294168,4322016.53290276,5.4629792,61.9302002
121,1,4085782.12161014,4310436.18576068,5.5498184,61.8283149
128,1,4133891.4383048,4359084.9846611,6.4081275,62.290499
112,1,4062742.72198689,4140386.75067563,5.3401484,60.287577
112,1,4038145.99369186,4171465.94609669,4.8547956,60.5512188
179,1,5021964.61825951,5321572.21542577,28.5407928,70.1718609
80,1,4350327.32276901,4143992.6919115,10.5304349,60.3954974
179,1,5094624.47065402,5253319.10129373,29.7870737,69.3994384
112,1,4074679.62985663,4255698.51779469,5.4120125,61.3301039
112,1,4071034.76286247,4252817.19478347,5.3480747,61.3020767
179,1,5068528.89103055,5325675.09466303,29.7361574,70.0908675
32,1,4350310.50577778,4023664.85477118,10.5135281,59.3127774
50,1,4335582.1946324,4051992.63513309,10.2573775,59.5683478
71,1,4063158.16049775,4100623.92835273,5.396737,59.9308749
112,1,4071311.92011011,4096759.62906438,5.546481,59.9008642
112,1,4078128.36343059,4096969.85446068,5.6675157,59.9065466
50,1,4297744.4106431,3993445.44378548,9.5957123,59.0412913
53,1,4246988.02939669,3943636.93072474,8.7296353,58.5879564
53,1,4220842.41697652,3925330.08741551,8.2888941,58.4184424
53,1,4217357.85311778,3916892.21965991,8.2331164,58.3418236
53,1,4223782.48681424,3923632.07390731,8.33981,58.4038019
53,1,4238439.00806291,3919485.90748991,8.5914913,58.3693606
171,1,4568482.08450707,5041499.48586864,15.967466,68.4013831
40,1,4092102.31365325,4006645.96996442,6.0112964,59.1028979
171,1,4630108.84811308,5046163.99501664,17.4558074,68.3891619
171,1,4630294.45606033,5054778.92793182,17.4851811,68.4664933
171,1,4630698.39555172,5048528.40529772,17.4767429,68.4098582
53,1,4125806.98498507,3911371.51915588,6.6786305,58.2628594
116,1,4461015.83632088,4220757.22447781,12.5851165,61.0644926
53,1,4179812.39418981,3990712.63078842,7.5481673,58.9954289
116,1,4404485.29951524,4200557.83101127,11.533248,60.8975333
171,1,4634071.97463332,5067535.19707366,17.6135226,68.5775224
175,1,4652085.94384133,5091947.48359162,18.1248718,68.7784609
98,1,4107891.83300573,4178732.62431678,6.1128543,60.6565034
102,1,4103924.396813,4204728.38273754,6.0123303,60.8881171
50,1,4348315.93495432,4027031.84272406,10.4790014,59.343192
116,1,4367207.33348236,4027189.49862148,10.810284,59.3430694
96,1,4221256.16044098,4170771.90949441,8.1831681,60.6260108
179,1,5020318.33430794,5251476.33839536,27.9697511,69.5664342
179,1,5092025.7163473,5249604.35484216,29.6949735,69.3740794
166,1,4603489.53384137,5007649.57928825,16.7183778,68.0671722
171,1,4634531.39891356,5012469.95788418,17.4645147,68.0817336
166,1,4578260.16977562,4953853.80526767,15.9992199,67.6034984
90,1,4163647.73249792,4158504.04806194,7.144304,60.498543
90,1,4163572.26409221,4159509.55207317,7.1421567,60.5075577
112,1,4079865.95542187,4146805.84551134,5.6407821,60.3550152
112,1,4065105.18086569,4149779.59923364,5.3709626,60.3732958
112,1,4065197.36106846,4144914.69866444,5.3786874,60.329673
116,1,4440217.82898462,4214884.76655078,12.1978135,61.0179869
71,1,4141448.55273982,4065312.74778752,6.8219056,59.65228
71,1,4150590.83485133,4065556.75296732,6.9833344,59.6580592
112,1,4064939.5943746,4150777.45313974,5.3667288,60.3821572
112,1,4063586.24349325,4156427.09507361,5.3351994,60.4320807
112,1,4086458.47307023,4169483.13578293,5.7335681,60.5622997
94,1,4057766.47399312,4157507.63103552,5.228656,60.4382945
112,1,4061479.26575938,4156796.41877705,5.2966592,60.4341432
112,1,4060760.13196964,4157172.39259462,5.2831852,60.4370884
112,1,4061671.45904044,4140513.43118348,5.3207157,60.2880794
112,1,4074843.92777887,4154319.81166195,5.5411984,60.4196807
112,1,4065555.04266523,4159005.24402036,5.3675468,60.4563899
112,1,4062490.94350558,4161865.13373534,5.3085104,60.4802522
112,1,4064156.79343091,4160032.55457081,5.3409675,60.4647884
112,1,4070050.36370027,4155602.4355472,5.4530291,60.4284571
112,1,4091213.47821687,4150886.20758797,5.8408657,60.3977994
112,1,4092535.88129604,4155474.16073817,5.859617,60.4397083
112,1,4089242.08476495,4149510.36556903,5.8068238,60.3843958
86,1,4105415.97832648,4147207.41354143,6.1012676,60.3720164
86,1,4111992.51647978,4153690.54008589,6.2133479,60.4334777
97,1,4050223.92410983,4197898.68246877,5.0381025,60.7962102
94,1,4045054.1488376,4170226.54353963,4.9817204,60.5445554
112,1,4061861.1034781,4176379.55389051,5.2785424,60.6101864
53,1,4137427.35844624,3912893.93644105,6.8749215,58.2812524
50,1,4298473.76290318,4003189.00157917,9.6074109,59.128973
23,1,4299324.30453721,4002485.92415201,9.6223022,59.12269
50,1,4333415.44209843,4001963.55619485,10.2163107,59.1183388
50,1,4318884.95182683,4011304.44160872,9.9630613,59.2025306
50,1,4332229.70311904,4003054.70109625,10.1957069,59.128185
50,1,4324382.39293891,4001492.60055792,10.0589235,59.1142595
94,1,4056115.49827582,4155842.90707076,5.2009816,60.4223476
94,1,4053471.27812069,4161614.17093863,5.1456525,60.472532
113,1,4312573.75228841,4275634.65519617,9.8419424,61.5816525
119,1,4190456.77328819,4346400.05670812,7.5021091,62.1983601
119,1,4177539.08557867,4358731.49530852,7.2453037,62.3050404
119,1,4178041.76123028,4358778.03824947,7.2549087,62.3056363
119,1,4183486.48730984,4354439.91629881,7.3626959,62.2684556
145,1,4210743.94574161,4444978.95394633,7.8275321,63.0923331
50,1,4313119.95087815,4023678.13788463,9.8619367,59.3137802
41,1,4275581.32805694,4022683.5237286,9.2044737,59.3026158
41,1,4276166.15859612,4022165.90027422,9.2148216,59.298018
139,1,4226026.14822243,4411396.96975239,8.1472459,62.7936932
139,1,4167707.07571742,4418741.36256672,7.0041355,62.8417193
139,1,4173266.4138675,4420371.41456681,7.1112509,62.8584953
124,1,4205794.13380393,4379776.99844348,7.7737498,62.5035591
178,1,4831061.9250993,5330728.87779392,23.715038,70.6571075
178,1,4830927.45312628,5333315.57675399,23.7269859,70.6802886
178,1,4842422.2175929,5317034.99985249,23.9285338,70.5150367
178,1,4829694.34399595,5332574.95048558,23.6903268,70.6759497
178,1,4843372.81828608,5316080.54231026,23.9474246,70.5048357
178,1,4844628.37200115,5314453.93369028,23.9701442,70.4881182
178,1,4867153.48621578,5312949.36184335,24.542639,70.4325242
162,1,4556601.56226955,4915219.05797292,15.418756,67.2713846
162,1,4586760.82357147,4900896.86744713,16.0770683,67.1196939
98,1,4125754.06118652,4174768.74969508,6.4419385,60.6293312
86,1,4113796.51365889,4154890.86072765,6.2447512,60.4451277
90,1,4137187.86642107,4160371.71160867,6.6630685,60.5049259
90,1,4140218.79030161,4160412.83179346,6.717976,60.50657
90,1,4156385.99648994,4168718.40791501,7.0043689,60.5876944
90,1,4158521.16205769,4167682.79606282,7.0440119,60.5791895
112,1,4093921.07087408,4152946.89561817,5.8874743,60.417732
98,1,4108225.89335461,4179349.30048775,6.1182824,60.6622098
112,1,4091121.67070399,4171465.05717051,5.815941,60.5826062
112,1,4090318.8492652,4179379.68532732,5.7923028,60.6532764
112,1,4085028.811533,4169534.07506518,5.7075659,60.5619799
112,1,4090183.47142428,4170930.59014058,5.7995152,60.5773053
