from,to,type,No,voltage,distance
531,532,1,-1,132,10286.4931595364
531,532,1,-1,132,10286.4931595364
534,543,1,-1,132,9312.51948665418
544,545,1,-1,132,8709.27127971017
533,545,1,-1,132,17076.0776191522
546,548,1,-1,132,28459.8552015056
544,547,1,-1,132,22010.2347944937
548,549,1,-1,132,3951.07942840227
549,554,1,-1,132,491.13722030703
550,553,1,-1,132,29189.091873595
551,555,1,-1,132,13439.4807162899
551,1309,1,-1,132,7570.45205897547
551,1309,1,-1,132,7537.27382548051
551,552,1,-1,132,18981.8401747937
551,553,1,-1,132,22385.3521416651
552,553,1,-1,132,7841.60198656654
415,553,1,-1,132,24914.2358665283
554,1222,1,-1,132,5703.04682115225
139,553,1,-1,420,42761.1348193567
555,556,1,-1,132,1000.66651246219
550,556,1,-1,132,12542.2759880426
139,546,1,-1,420,42369.8208653002
139,415,1,-1,132,24641.8233835193
285,286,1,-1,420,4126.97850848146
558,907,1,-1,132,28120.6241577449
558,559,1,-1,132,8554.94335165273
138,559,1,-1,132,11346.1732422511
129,138,1,-1,132,61255.292758405
138,253,1,-1,300,97633.9910866779
253,293,1,-1,132,71119.6995473113
253,560,1,-1,132,49144.50302631
560,1310,1,-1,132,648.750019443517
561,1272,1,-1,132,12182.5787958782
562,301,1,-1,420,12362.9336391198
563,263,1,-1,300,10657.1312966036
149,1198,1,-1,420,12346.7424228192
564,565,1,-1,300,9519.3741612281
264,565,1,-1,300,10016.5291723743
564,566,1,-1,420,9994.03819842872
566,567,1,-1,420,10077.2746540856
262,567,1,-1,420,9664.64784015
149,564,1,-1,300,19485.1746103348
568,572,1,-1,300,41276.2425811004
568,569,1,-1,300,16380.4316677362
221,363,1,-1,420,14474.480384798
112,221,1,-1,420,77810.9391745289
57,221,1,-1,420,34887.4856483285
221,570,1,-1,300,452.956204440785
571,575,1,-1,420,12531.4886117613
57,571,1,-1,300,1107.18493140847
57,571,1,-1,420,1074.74935655898
571,572,1,-1,300,22491.632701974
221,292,1,-1,420,113831.995627267
573,1311,1,-1,132,36062.5079750624
574,575,1,-1,300,3458.95356755288
573,574,1,-1,132,3949.92751051057
574,575,1,-1,300,3511.28235861684
360,576,1,-1,420,4747.97390400875
360,577,1,-1,300,3385.3349082347
578,579,1,-1,132,18412.8839107638
579,597,1,-1,132,14766.2044975506
580,581,1,-1,132,29586.5714906942
581,582,1,-1,132,1728.2718500831
578,582,1,-1,132,7080.66162974362
581,1312,1,-1,132,3016.7964580892
582,583,1,-1,132,7910.03869307014
586,1311,1,-1,132,20123.7019662581
586,587,1,-1,132,13433.7042287855
248,588,1,-1,420,45853.1859998234
11,1268,1,-1,132,37585.0845607826
11,1268,1,-1,132,37585.0845607826
1268,589,1,-1,132,956.24240477884
590,1313,1,-1,132,27446.6356198159
591,1313,1,-1,132,24373.8196632432
592,594,1,-1,132,586.096303178901
593,1278,1,-1,132,4150.80514136003
593,1278,1,-1,132,4150.80514136003
592,594,1,-1,132,571.476183626793
593,595,1,-1,132,2120.35665285704
593,595,1,-1,132,2120.35665285704
595,596,1,-1,132,943.137286069345
595,596,1,-1,132,942.292083933442
596,597,1,-1,132,7427.23634280416
596,597,1,-1,132,7427.23634280416
597,598,1,-1,132,854.249789595736
597,1194,1,-1,132,6885.68738509549
299,599,1,-1,132,21010.7249327287
600,601,1,-1,132,843.190986922514
600,601,1,-1,132,841.695707046863
299,601,1,-1,132,17537.1089297549
299,601,1,-1,132,17537.1089297549
58,602,1,-1,132,13776.6466197262
294,603,1,-1,132,2671.65322985379
294,603,1,-1,132,2671.65322985379
294,604,1,-1,132,16339.6027039986
295,575,1,-1,420,77215.2150400198
586,604,1,-1,132,1501.33041775773
606,605,1,-1,132,2649.400034998
606,605,1,-1,132,2649.400034998
607,610,1,-1,132,5486.40126218934
21,81,1,-1,420,41398.8943724678
607,608,1,-1,132,15602.1895243127
610,609,1,-1,132,775.856877979708
610,609,1,-1,132,775.856877979708
610,611,1,-1,132,3293.52819576302
606,611,1,-1,132,17137.0088008212
21,248,1,-1,420,28341.0507908996
248,588,1,-1,420,46253.8787882868
250,1282,1,-1,132,28032.4219936518
271,1282,1,-1,132,24771.7118938611
250,613,1,-1,132,4851.48604597629
250,618,1,-1,132,9053.3300636964
612,613,1,-1,132,41282.1318642979
614,1273,1,-1,420,28767.5346912014
249,615,1,-1,420,40703.0289160413
616,1314,1,-1,132,748.047208773427
250,617,1,-1,132,29513.7590863238
617,618,1,-1,132,20601.8969685278
618,619,1,-1,132,1024.05707957712
618,619,1,-1,132,1058.71264624463
620,619,1,-1,132,1535.34747253409
620,619,1,-1,132,1535.34747253409
620,622,1,-1,132,1440.2710540479
620,622,1,-1,132,1499.01171222833
621,622,1,-1,132,658.698621555965
614,623,1,-1,300,9402.07340543176
614,623,1,-1,420,9455.67890433163
624,625,1,-1,132,14728.3316885117
625,1314,1,-1,132,11741.3776681839
624,625,1,-1,132,14517.0075233993
625,1273,1,-1,132,31021.3312202303
626,1076,1,-1,420,24400.9556633639
226,627,1,-1,420,25933.7174157765
612,1315,1,-1,132,1827.4062258945
628,1076,1,-1,300,599.042679769687
227,629,1,-1,420,66888.5098235327
520,521,1,-1,420,2938.01431271798
520,521,1,-1,420,2946.84956056448
630,218,1,-1,300,9509.4130989828
631,639,1,-1,420,9461.39507182843
632,633,1,-1,420,9472.12350978654
631,633,1,-1,420,10080.3893009494
632,634,1,-1,420,7957.60188446476
634,635,1,-1,420,20186.2246218
252,640,1,-1,420,8590.91768995579
636,644,1,-1,420,9298.46233344802
636,637,1,-1,420,9341.38082151448
637,638,1,-1,420,9053.67953021823
638,639,1,-1,420,8850.86016614274
251,623,1,-1,300,18149.1275151777
251,623,1,-1,420,18112.0852356918
251,640,1,-1,420,8732.72823756579
144,641,1,-1,420,15585.3999853259
642,1273,1,-1,132,7898.04681340759
144,617,1,-1,132,20993.148419651
643,645,1,-1,420,10032.3514647688
177,644,1,-1,420,9668.78286119861
645,647,1,-1,420,7611.99874428392
142,646,1,-1,420,1359.59004909221
646,647,1,-1,420,974.098326679236
142,646,1,-1,420,1361.19322556917
142,646,1,-1,420,1424.74251223499
66,142,1,-1,420,4496.94162044166
142,646,1,-1,420,1360.92017256808
142,646,1,-1,420,1426.54001432454
142,646,1,-1,420,1425.99192542792
648,1290,1,-1,132,5681.69199412437
144,617,1,-1,132,21023.8634910352
43,144,1,-1,420,21174.2571171405
47,50,1,-1,132,4958.52263202937
25,649,1,-1,420,46802.2689975432
144,649,1,-1,420,2382.10274625327
144,649,1,-1,420,2382.10274625327
649,650,1,-1,420,725.959821954028
140,342,1,-1,420,7783.86696677397
651,1316,1,-1,132,22764.3539591297
651,1316,1,-1,132,22764.3539591297
141,1101,1,-1,132,5297.98672674805
141,652,1,-1,132,1238.37075604855
141,652,1,-1,132,1238.37075604855
141,1316,1,-1,132,492.785494000837
141,1316,1,-1,132,492.322070257594
141,653,1,-1,132,3579.95660215599
398,399,1,-1,132,811.298679393184
398,399,1,-1,132,811.298679393184
398,399,1,-1,132,867.817911712028
398,399,1,-1,132,867.817911712028
398,654,1,-1,132,2542.64675247179
398,654,1,-1,132,2542.64675247179
656,1317,1,-1,132,2892.53552756331
657,1318,1,-1,132,4014.75044484484
657,1244,1,-1,132,18626.3293872398
659,658,1,-1,132,4557.4565722865
176,1259,1,-1,300,14958.7776467267
206,660,1,-1,132,19883.1144025862
206,660,1,-1,132,19883.1144025862
661,1242,1,-1,132,5309.73695273758
662,665,1,-1,420,5207.11148040735
342,662,1,-1,420,10115.8906093602
663,652,1,-1,132,24079.2671460527
234,665,1,-1,420,8243.74051168636
666,667,1,-1,132,675.554206725888
663,667,1,-1,132,751.484680052192
100,668,1,-1,132,4936.40292660057
663,667,1,-1,132,750.360051266718
343,669,1,-1,420,40537.5808132638
670,671,1,-1,132,16974.9539565189
233,671,1,-1,132,10532.6728123028
231,672,1,-1,420,7319.44456974999
343,673,1,-1,420,10570.4925143371
674,675,1,-1,132,4610.8446688944
217,675,1,-1,132,5920.51452803247
215,676,1,-1,132,9825.84918579983
676,677,1,-1,132,6504.47880828812
674,678,1,-1,132,416.722657803257
347,679,1,-1,132,4869.0212848119
681,680,1,-1,132,922.977500795185
347,681,1,-1,132,10961.9530241973
681,682,1,-1,132,8815.20840701442
683,1319,1,-1,132,1843.49265903991
684,685,1,-1,132,7581.18473368678
230,685,1,-1,132,8150.56212164444
679,684,1,-1,132,6822.5798630951
68,344,1,-1,132,27798.4908377704
274,1137,1,-1,132,2084.28371092401
274,686,1,-1,132,6129.6351904012
672,98,1,-1,420,34968.6957066411
343,687,1,-1,420,75081.47347182
207,702,1,-1,132,28626.9901243475
207,702,1,-1,132,28626.9901243475
274,686,1,-1,132,6124.85452370943
15,688,1,-1,132,568.395654662978
15,688,1,-1,132,568.395654662978
98,237,1,-1,132,6215.89586573005
98,130,1,-1,132,11815.9616072846
98,130,1,-1,132,11815.9616072846
190,185,1,-1,420,27400.4772548443
426,1132,1,-1,132,33434.1309089602
690,980,1,-1,132,7906.57008753121
690,1303,1,-1,132,1502.59082484114
868,691,1,-1,132,3830.45521042561
868,691,1,-1,132,3830.45521042561
868,691,1,-1,132,3749.90681561259
868,691,1,-1,132,3749.90681561259
106,104,1,-1,132,36832.4000769256
105,104,1,-1,132,3930.58869624802
692,1320,1,-1,300,30221.8942604075
161,822,1,-1,132,29562.6205472021
136,693,1,-1,132,3068.19026847313
126,694,1,-1,132,38527.3812109776
695,694,1,-1,132,29267.1231761542
695,694,1,-1,132,29187.8749902012
696,1135,1,-1,132,13134.541220441
136,768,1,-1,132,22481.5467426152
351,357,1,-1,132,13721.7321376082
160,697,1,-1,132,11505.7586785587
698,1299,1,-1,420,1911.93211953644
700,261,1,-1,132,2385.89921695082
148,850,1,-1,132,3608.19989699028
67,701,1,-1,132,833.277888867432
67,701,1,-1,132,833.277888867432
206,207,1,-1,132,15537.075567489
206,207,1,-1,132,15537.075567489
98,273,1,-1,420,120346.498663423
686,702,1,-1,132,11648.1678233311
686,702,1,-1,132,11648.1678233311
203,635,1,-1,420,53191.0714032286
172,703,1,-1,420,10347.3031717194
273,703,1,-1,420,9645.04224576729
704,1002,1,-1,300,21400.580357306
704,1002,1,-1,300,21433.9588086575
180,182,1,-1,420,12201.6821614457
705,178,1,-1,300,2751.57540537586
183,706,1,-1,420,29737.2578575877
127,707,1,-1,132,63562.4340000168
707,741,1,-1,132,50216.4208412936
322,708,1,-1,132,10118.8123056544
709,710,1,-1,132,17236.7906803268
591,710,1,-1,132,1361.6705428471
149,711,1,-1,300,64353.2045086116
266,267,1,-1,420,56107.2750531303
266,149,1,-1,420,39370.6430086058
712,713,1,-1,132,12591.5018783741
265,299,1,-1,132,24986.5445423774
265,299,1,-1,132,24986.5445423774
709,713,1,-1,132,10909.136779408
711,714,1,-1,300,54769.1449362254
70,297,1,-1,132,27470.3564274991
713,297,1,-1,132,6316.8205111096
267,742,1,-1,420,47149.9922705357
58,1321,1,-1,132,1206.260802303
9,292,1,-1,420,55514.4613504222
602,716,1,-1,132,829.708063139603
308,717,1,-1,132,7424.91715439582
241,246,1,-1,132,58752.7189779313
718,720,1,-1,132,7068.83157023142
719,724,1,-1,132,7155.91908307201
241,721,1,-1,132,691.146711273225
722,726,1,-1,132,7830.12082666323
269,723,1,-1,132,8358.77042718616
723,724,1,-1,132,8465.53964905558
725,726,1,-1,300,586.332139964927
726,1204,1,-1,300,86210.1672851103
726,727,1,-1,132,54473.3227450552
728,729,1,-1,132,5647.13887135552
729,1279,1,-1,132,688.139387128989
729,1279,1,-1,132,690.442764413067
729,727,1,-1,132,63031.1263957762
728,354,1,-1,132,26455.1444390867
730,1109,1,-1,132,34988.9891762482
291,732,1,-1,132,18355.4635223664
317,314,1,-1,132,46689.7785888305
315,733,1,-1,132,2190.6080493219
315,733,1,-1,132,2190.6080493219
315,732,1,-1,132,16866.4480560168
735,1114,1,-1,132,8417.85825391925
162,154,1,-1,132,23397.5185807157
162,154,1,-1,132,23397.5185807157
291,1204,1,-1,420,59720.8280486453
291,29,1,-1,132,12815.9263005855
298,321,1,-1,132,5753.97854902646
291,739,1,-1,420,10039.5259920428
356,291,1,-1,132,16265.3462410957
737,1141,1,-1,420,9006.78514843062
27,738,1,-1,420,11137.8314892571
738,739,1,-1,420,11395.6934606631
253,740,1,-1,132,2898.93004709686
741,305,1,-1,132,33412.2118404122
9,115,1,-1,420,14595.9098580894
9,115,1,-1,300,14595.9098580894
115,64,1,-1,420,45967.5228290941
3,115,1,-1,300,16051.488635454
325,742,1,-1,300,824.17323627345
325,742,1,-1,300,824.17323627345
742,38,1,-1,300,1830.47533986942
3,743,1,-1,300,1368.36619099158
743,744,1,-1,300,10329.7697397257
744,746,1,-1,300,10094.1793244047
745,31,1,-1,132,8034.83005539676
745,717,1,-1,132,27479.6856605459
1,746,1,-1,300,9680.59200862955
37,748,1,-1,132,1216.44898675319
37,748,1,-1,132,1216.44898675319
101,1355,1,-1,420,37978.2949351952
361,277,1,-1,420,10610.4835761296
749,750,1,-1,132,574.291369125526
749,750,1,-1,132,567.134404238667
749,750,1,-1,132,569.539190759841
750,756,1,-1,132,26586.7679977576
752,754,1,-1,132,5377.35671067256
752,751,1,-1,132,2309.64897346069
752,751,1,-1,132,2309.64897346069
365,753,1,-1,132,5518.40600315539
752,753,1,-1,132,33531.472590243
749,754,1,-1,132,6891.22995128184
754,755,1,-1,150,10607.7773116189
331,365,1,-1,132,133004.907470543
331,756,1,-1,132,69611.8353596702
331,759,1,-1,132,10543.8047964312
331,336,1,-1,132,48246.6620294131
758,760,1,-1,132,34890.9952109713
758,759,1,-1,132,4079.54240630672
760,305,1,-1,132,32251.8920938742
760,305,1,-1,132,32259.5985942716
135,707,1,-1,132,26166.1796541005
421,423,1,-1,132,1337.25271901511
421,423,1,-1,132,1348.5097043235
421,423,1,-1,132,1286.30577734261
421,423,1,-1,132,1289.35328894146
126,1115,1,-1,132,52695.2458723949
762,761,1,-1,132,450.306887565176
695,761,1,-1,132,997.454791812826
763,764,1,-1,132,1557.4989105703
764,766,1,-1,132,3410.83738725402
123,763,1,-1,132,18500.3831609503
765,767,1,-1,132,2354.20940285174
765,766,1,-1,132,9212.47717189926
765,767,1,-1,132,2341.17849115734
765,767,1,-1,132,2390.73713717004
761,767,1,-1,132,15133.5348936336
768,771,1,-1,132,28780.8254000456
768,769,1,-1,132,10705.2325076662
107,769,1,-1,132,2123.27221006346
107,769,1,-1,132,2139.50639401282
768,769,1,-1,132,10672.7329974439
108,133,1,-1,132,1256.1456703336
102,1266,1,-1,132,26571.0086123768
102,772,1,-1,132,6344.67158580548
696,773,1,-1,132,949.299540610842
696,773,1,-1,132,1150.47311009484
773,774,1,-1,132,4076.35238432049
696,773,1,-1,132,938.984431903129
774,775,1,-1,132,1456.99997896772
761,775,1,-1,132,13663.439296224
774,775,1,-1,132,1474.76313364907
774,775,1,-1,132,1447.09882776103
136,776,1,-1,420,32500.9978473514
777,779,1,-1,132,22587.6467527333
6,777,1,-1,132,1027.69829509696
6,768,1,-1,132,37716.3117120169
6,778,1,-1,132,37309.3018713292
6,778,1,-1,132,37375.3907366004
779,780,1,-1,132,8432.14206528579
779,780,1,-1,132,8412.28014565532
1084,781,1,-1,132,330.357535901276
1084,781,1,-1,132,324.901920563785
778,781,1,-1,132,12382.6162481834
358,776,1,-1,420,35727.7684702552
357,358,1,-1,420,34844.1389779528
84,782,1,-1,132,43492.1483319031
55,357,1,-1,132,17447.8163356344
357,783,1,-1,420,16024.0650159128
357,783,1,-1,420,16129.3534585075
784,789,1,-1,132,14587.2305225481
785,1045,1,-1,132,23040.0149440519
786,787,1,-1,132,1105.48773692798
787,790,1,-1,132,16891.7910741584
785,788,1,-1,132,10335.030418364
788,789,1,-1,132,2330.45966865706
790,1205,1,-1,132,15853.7794291071
790,791,1,-1,132,19047.5516310375
793,792,1,-1,132,3939.9335493799
792,1149,1,-1,132,27356.5376165962
794,801,1,-1,132,22152.8050449763
795,803,1,-1,132,7792.26092802464
796,28,1,-1,132,1815.61499398066
797,1322,1,-1,132,1360.46377432148
798,799,1,-1,132,3532.32953825845
799,800,1,-1,132,943.936301835534
132,800,1,-1,132,748.55465154581
794,802,1,-1,132,681.699059935905
802,803,1,-1,132,3717.43341102292
804,806,1,-1,132,1791.46384949302
804,806,1,-1,132,1771.20280363865
804,806,1,-1,132,1778.60902566492
805,807,1,-1,132,1574.11142931956
805,807,1,-1,132,1550.45218899249
805,807,1,-1,132,1555.23560219933
798,805,1,-1,132,6786.58753321931
798,806,1,-1,132,17959.5048719393
807,1047,1,-1,132,28692.1898990347
134,808,1,-1,132,1591.02562012275
134,808,1,-1,132,1567.92647484286
134,808,1,-1,132,1570.91486617037
785,808,1,-1,132,6460.11138102928
76,809,1,-1,132,478.394440744732
810,1323,1,-1,132,5935.49944692847
77,1323,1,-1,132,6853.12238561304
811,1323,1,-1,132,3023.95619787657
783,812,1,-1,420,1879.73423541382
783,812,1,-1,420,1878.44820890677
783,812,1,-1,420,1885.7366998685
783,812,1,-1,420,1926.68092871869
783,812,1,-1,420,1949.31776411677
783,812,1,-1,420,1935.93549783695
813,1324,1,-1,132,849.635603784381
55,813,1,-1,132,4221.55710380918
813,1325,1,-1,132,13341.6842819487
160,814,1,-1,420,12043.7775907912
160,812,1,-1,420,32494.1638258415
815,816,1,-1,132,1691.46197896815
815,816,1,-1,132,1691.25846267824
815,816,1,-1,132,1576.84737896703
816,1049,1,-1,132,5539.51036411375
815,817,1,-1,132,11532.5975014489
818,819,1,-1,132,1572.09358852606
818,819,1,-1,132,1588.3301223668
818,819,1,-1,132,1293.32577110332
819,1049,1,-1,132,12654.5102168171
820,821,1,-1,132,1874.10219935956
818,821,1,-1,132,7388.32095663199
820,821,1,-1,132,1928.64887662642
820,822,1,-1,132,4793.93656518806
348,823,1,-1,132,7451.72873315163
822,823,1,-1,132,29380.6313039518
822,1326,1,-1,132,8129.02676342981
824,825,1,-1,420,2779.81974402699
824,825,1,-1,420,2773.85449654968
824,825,1,-1,420,2804.03335543579
698,824,1,-1,420,32230.0831660255
826,827,1,-1,420,1812.08638268535
826,827,1,-1,420,1812.02393750437
826,827,1,-1,420,1811.15698095629
827,828,1,-1,420,2350.28162381226
828,830,1,-1,420,2362.79924400132
828,830,1,-1,420,2394.56173023108
828,830,1,-1,420,2376.95557760218
826,825,1,-1,420,7060.16178694408
366,829,1,-1,420,1629.67149832013
366,829,1,-1,420,1629.81059284193
366,829,1,-1,420,1628.8429740258
829,830,1,-1,420,12820.0630041983
814,831,1,-1,420,1359.80573180486
814,831,1,-1,420,1345.69241116658
814,831,1,-1,420,1333.23557389678
699,832,1,-1,132,8729.29161862007
699,832,1,-1,132,8683.11102218737
699,833,1,-1,132,15220.1679185698
834,836,1,-1,132,790.427628012452
427,835,1,-1,132,540.200051302225
427,836,1,-1,132,1155.72500673635
838,837,1,-1,132,2050.50446558697
838,837,1,-1,132,2062.2204076931
838,839,1,-1,132,864.080713572129
838,839,1,-1,132,870.707744748267
838,839,1,-1,132,926.294222608292
838,839,1,-1,132,925.981900421394
838,839,1,-1,132,925.210067488012
839,840,1,-1,132,647.614002090827
838,839,1,-1,132,866.922728771993
839,840,1,-1,132,647.55977809523
840,841,1,-1,132,1207.72048556967
840,841,1,-1,132,1195.35517937812
840,841,1,-1,132,1152.5721401883
840,841,1,-1,132,1173.50986079922
840,841,1,-1,132,1198.20236877655
427,837,1,-1,132,18892.485978256
840,841,1,-1,132,1159.43153667739
426,841,1,-1,132,12188.8482177944
832,841,1,-1,132,20357.4410088648
832,1327,1,-1,132,3138.29787801741
832,1327,1,-1,132,3140.9946079816
844,843,1,-1,132,4279.96503329633
844,842,1,-1,132,8426.51982268582
845,843,1,-1,132,11392.5369296828
842,846,1,-1,132,12753.9517407119
832,842,1,-1,132,37467.7012521109
847,75,1,-1,132,1501.16515252138
847,75,1,-1,132,1491.2837360102
847,75,1,-1,132,1340.31670937783
75,1328,1,-1,132,2668.35407923105
113,848,1,-1,132,38827.84185501
846,848,1,-1,132,1406.00145941393
846,848,1,-1,132,1418.61573044203
846,848,1,-1,132,1411.23878939753
849,853,1,-1,132,3523.73048563421
851,862,1,-1,132,6076.92082413651
852,850,1,-1,132,13256.0399523592
155,113,1,-1,132,20190.9417340247
851,853,1,-1,132,3049.46102463779
851,853,1,-1,132,2683.80917900563
851,853,1,-1,132,3085.32042378346
849,854,1,-1,132,14899.4641988706
855,856,1,-1,132,23280.8492696824
856,857,1,-1,132,1094.47028792919
856,857,1,-1,132,1094.29712395962
857,858,1,-1,132,5222.63650313298
856,857,1,-1,132,1095.40407979029
860,859,1,-1,132,7930.81656378184
860,861,1,-1,132,4621.08382601732
861,862,1,-1,132,19738.3505092918
864,865,1,-1,132,2323.35427515158
865,863,1,-1,132,8625.08338058324
864,866,1,-1,132,3120.44447413627
866,858,1,-1,132,28576.8972315417
858,867,1,-1,132,8579.47388812937
868,868,1,-1,132,734.429252319072
868,868,1,-1,132,744.874621310203
868,868,1,-1,132,755.250193408811
868,868,1,-1,132,765.464363736132
137,691,1,-1,132,3735.45656281869
137,858,1,-1,132,29438.3995266645
870,1329,1,-1,132,5923.45226729271
870,871,1,-1,132,9351.50549524324
410,872,1,-1,132,3916.89024079457
410,872,1,-1,132,3916.89024079457
410,872,1,-1,132,3939.53807946306
410,872,1,-1,132,3939.53807946306
872,540,1,-1,132,1382.0051902642
872,540,1,-1,132,1382.0051902642
872,540,1,-1,132,1398.38244647825
872,540,1,-1,132,1398.38244647825
873,874,1,-1,132,785.205656109411
873,874,1,-1,132,785.205656109411
873,874,1,-1,132,779.759093550107
873,874,1,-1,132,779.759093550107
408,874,1,-1,132,4171.98493849925
408,874,1,-1,132,4171.98493849925
409,874,1,-1,132,3647.36606893167
409,874,1,-1,132,3647.36606893167
411,875,1,-1,132,5563.8657940902
876,877,1,-1,132,1213.42088407272
700,877,1,-1,132,8793.31075209564
691,1330,1,-1,132,19597.4444955324
106,691,1,-1,132,39852.5982250094
106,691,1,-1,132,39852.5982250094
106,868,1,-1,420,39011.573742281
106,878,1,-1,132,10542.9467551803
106,692,1,-1,420,168130.288919825
106,879,1,-1,132,18535.6638044482
106,1331,1,-1,220,57773.7183579744
105,879,1,-1,132,24523.4727434856
105,880,1,-1,132,32674.246594495
881,1320,1,-1,300,8271.42751002358
105,881,1,-1,300,103602.760015035
165,882,1,-1,300,579.525256398851
165,882,1,-1,300,564.754989831443
165,887,1,-1,132,3178.48341366662
883,898,1,-1,132,22034.4777819944
886,885,1,-1,132,1623.87989163128
886,887,1,-1,132,3093.32552934793
886,887,1,-1,132,3100.33813102817
886,887,1,-1,132,3103.37301152623
885,888,1,-1,132,11154.0613236875
888,884,1,-1,132,3636.33913091867
880,891,1,-1,132,34453.2657822729
889,1332,1,-1,132,1729.88680507019
889,890,1,-1,132,22522.4623325131
885,890,1,-1,132,22971.7505556335
891,892,1,-1,132,5227.4335455114
892,1332,1,-1,132,5713.27021292821
880,893,1,-1,132,13726.4142889434
893,895,1,-1,132,2305.14049871387
894,896,1,-1,132,13082.5988349171
894,895,1,-1,132,4496.3644954286
896,863,1,-1,132,30056.6032817016
898,899,1,-1,132,1402.78976035938
898,899,1,-1,132,1319.15569532653
898,899,1,-1,132,1412.73741781312
899,897,1,-1,132,12172.2288141391
165,883,1,-1,132,646.812039285168
166,902,1,-1,420,81779.3558165039
901,900,1,-1,132,1969.02944389892
901,902,1,-1,132,6896.97365874286
901,902,1,-1,132,6896.97365874286
1060,1333,1,-1,132,12389.5656534295
903,1063,1,-1,132,7557.84213471913
903,904,1,-1,132,2168.73525135936
152,5,1,-1,420,78611.5225685738
152,254,1,-1,300,42846.0028080684
4,254,1,-1,300,29852.658997931
201,1003,1,-1,132,2329.02020079419
905,1003,1,-1,132,670.821237634857
905,1003,1,-1,132,670.821237634857
201,906,1,-1,132,2418.08939561216
5,195,1,-1,420,74972.5912102405
5,929,1,-1,420,83143.4507334199
909,926,1,-1,132,22793.9198841555
909,910,1,-1,132,31025.666778063
480,1134,1,-1,132,13431.2269820129
190,911,1,-1,525,53166.7466669199
913,912,1,-1,132,670.591866667161
912,1334,1,-1,132,4837.16161103846
539,914,1,-1,132,1503.42348605307
914,915,1,-1,132,1383.28576412865
916,1092,1,-1,132,1241.1290904878
914,918,1,-1,132,5322.69677114012
917,919,1,-1,132,5081.2090572734
917,918,1,-1,132,6836.86080004424
919,920,1,-1,132,2379.229199917
527,920,1,-1,132,3362.83889542636
527,530,1,-1,132,1858.96094553172
921,516,1,-1,132,6849.32384513582
490,922,1,-1,132,1989.38144088866
490,506,1,-1,132,10696.4490454997
923,1335,1,-1,132,1046.67660357427
924,925,1,-1,132,9676.80630493645
927,929,1,-1,420,63417.1571008936
928,1110,1,-1,132,24556.8240271278
268,929,1,-1,420,25643.5354265445
129,307,1,-1,132,504.749311480916
129,239,1,-1,132,536.121459619251
930,935,1,-1,132,13781.1585000192
240,931,1,-1,132,2239.71094773497
930,932,1,-1,132,1311.80387281794
129,932,1,-1,132,26904.6175897769
930,932,1,-1,132,1311.4499119904
934,1223,1,-1,132,6599.35730328503
937,940,1,-1,132,4645.31715583155
936,939,1,-1,132,2588.37193143744
938,1226,1,-1,132,8938.41254794827
938,939,1,-1,132,1499.23024228798
940,941,1,-1,132,2869.73560169884
941,943,1,-1,132,534.593518266391
942,1227,1,-1,132,1680.9657340317
944,1233,1,-1,132,7445.27971181259
945,946,1,-1,132,4806.37846550424
946,948,1,-1,132,3307.78416275909
947,1336,1,-1,132,2604.95572222652
947,948,1,-1,132,2995.52603512974
949,1218,1,-1,132,14503.6819372487
415,951,1,-1,132,22830.8798512978
875,950,1,-1,132,2882.42179168073
951,952,1,-1,132,3437.15046498998
950,952,1,-1,132,4437.16790024445
372,954,1,-1,132,17746.580403436
954,955,1,-1,132,1427.4917842466
954,955,1,-1,132,1404.95446054786
954,955,1,-1,132,1394.67712805948
954,955,1,-1,132,1384.98617806046
954,955,1,-1,132,1394.51109742845
954,955,1,-1,132,1383.95123083271
438,955,1,-1,132,18219.716570902
439,436,1,-1,132,1075.99693986758
379,438,1,-1,132,1533.44584645004
379,438,1,-1,132,1402.38319875129
379,438,1,-1,132,1513.34372745494
956,961,1,-1,132,1776.36826206583
956,961,1,-1,132,1776.36826206583
957,959,1,-1,132,4250.82689460656
956,958,1,-1,132,414.260534127944
956,959,1,-1,132,834.107321593036
377,958,1,-1,132,2435.56161526174
961,960,1,-1,132,1331.46513816308
961,960,1,-1,132,1331.46513816308
962,960,1,-1,132,1569.12825220502
962,960,1,-1,132,1569.12825220502
960,963,1,-1,132,2964.46052415322
960,963,1,-1,132,2964.46052415322
964,965,1,-1,132,759.936969566381
965,963,1,-1,132,3827.82710213825
957,964,1,-1,132,2876.53128751198
329,966,1,-1,132,5485.81325909938
329,966,1,-1,132,5485.81325909938
962,967,1,-1,132,2286.46992672133
962,967,1,-1,132,2286.46992672133
383,1081,1,-1,132,3036.34583768363
383,1081,1,-1,132,3036.34583768363
969,970,1,-1,132,463.841757872943
969,970,1,-1,132,463.841757872943
383,970,1,-1,132,1828.40559007078
329,970,1,-1,132,2583.83933261408
450,964,1,-1,132,892.87608053845
972,1338,1,-1,132,486.188251827097
973,974,1,-1,132,704.811065326624
452,973,1,-1,132,962.372231924836
405,977,1,-1,132,4462.93456933615
380,382,1,-1,132,2836.18046616959
978,1167,1,-1,132,6061.53835655834
979,1163,1,-1,132,7349.05912608928
980,981,1,-1,132,1039.35607380784
980,983,1,-1,132,1843.93255291789
983,982,1,-1,132,10908.3126616688
395,980,1,-1,132,765.22814127497
984,396,1,-1,132,12982.650993884
394,396,1,-1,132,25969.3380821281
396,1277,1,-1,132,6435.63510996855
