"x"
18
26
29
54
155
179
189
190
193
197
212
219
220
232
261
275
292
299
300
322
423
429
433
436
452
462
478
482
484
772
773
774
775
776
880
897
908
980
1171
1330
1343
1376
1505
1523
1535
1545
1550
1614
1638
1640
1650
1652
1679
1690
1715
1735
1878
2054
2200
2246
2475
2490
2496
2497
2505
2523
2527
2530
2794
2795
2796
2802
2803
2806
2930
3095
3097
3098
3099
3100
3113
3169
3178
3196
3206
3239
3257
3285
3286
3287
3288
3289
3290
3291
3292
