"x"
80
106
158
166
174
180
224
279
335
336
346
447
752
753
754
760
837
968
979
1001
1156
1292
1351
1427
1512
1515
1574
1699
1701
1744
1807
1812
1825
1979
2019
2055
2140
2340
2489
2494
2501
2772
2773
2774
2894
2940
2952
3014
3071
3096
3145
3161
3177
3369
3379
3380
3398
3457
