NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
 2115.786388  4290.059521  3068.811776  3268.004392  2651.660267 30071.129006   230.000000  5203.000000 15202.000000  7536.500000  2321.000000  2472.000000  7943.000000
 2127.812936  3690.091935  2972.286425  3220.953590  2632.317192 29641.498854     0.000000  5196.000000 15370.500000  7262.000000  2052.000000  2429.000000  7932.000000
 2121.480220  3548.076642  2686.284982  3056.999993  2545.111876 29369.378230     0.000000  5193.000000 15198.500000  6677.500000  1996.000000  2386.000000  7157.684836
 2115.782090  3496.675969  2700.321027  3035.515992  2545.852212 29196.541733     0.000000  5229.000000 14877.000000  6672.000000  2119.000000  2487.000000  7135.462097
 2108.097612  3610.767979  2709.473956  3076.036090  2544.718108 30747.750000     0.000000  5338.000000 15064.000000  6935.000000  3155.000000  2933.000000  7127.755473
 2112.119049  3786.804069  2826.340627  3119.292113  2545.463180 35097.250000     0.000000  5856.000000 17635.000000  7415.500000  3677.000000  3284.000000  7545.316978
 2110.925949  3921.758545  2984.339043  3149.848985  2651.669167 39606.750000     0.000000  6000.000000 20995.000000  7777.250000  4200.000000  3819.000000  7950.000000
 2112.609190  3959.082580  3096.881681  3152.999524  2652.027747 39308.250000     0.000000  6003.000000 22418.500000  8038.250000  4189.000000  3817.000000  8172.000000
 2105.975952  4054.996675  3049.558139  3156.811098  2647.046107 38256.000000     0.000000  5917.000000 22625.000000  7679.000000  4190.000000  3796.000000  8307.000000
 2110.490502  4053.910073  3039.230957  3164.587509  2644.565565 36949.750000   193.000000  5900.000000 22052.000000  7343.500000  4192.000000  3773.000000  8356.000000
 2124.071410  3988.427766  3021.494273  3158.560086  2645.249823 36684.000000   398.000000  5843.000000 21583.500000  6608.000000  4182.000000  3793.000000  8317.000000
 2117.325496  3942.295536  3010.578405  3128.191183  2648.261863 37051.250000   428.000000  5853.000000 21091.000000  6280.250000  4181.000000  3811.000000  8375.000000
 2107.426011  3972.656956  2985.083124  3160.627882  2650.915011 36870.250000   427.000000  5800.000000 20368.500000  6223.250000  4180.000000  3876.000000  8318.000000
 2102.938553  4107.473578  2999.826549  3152.648715  2654.726563 36094.250000   334.000000  5772.000000 20452.500000  6424.500000  4179.000000  3863.000000  8262.000000
 2098.984135  4246.260166  2999.670543  3126.187415  2656.332105 35956.750000   200.000000  5836.000000 20359.000000  6555.500000  4203.000000  3924.000000  8253.000000
 2096.341528  4494.108055  2961.245367  3151.672787  2656.866981 35703.000000     0.000000  5860.000000 21475.000000  7443.000000  4218.000000  3992.000000  8220.000000
 2082.303554  4574.622129  2938.766672  3128.047197  2657.310765 36712.750000     0.000000  6024.000000 22540.500000  8455.750000  4144.000000  4068.000000  8289.000000
 2559.276098  4642.154803  2969.987564  3125.159472  2697.745621 38689.750000     0.000000  6109.000000 23556.000000  9200.250000  3999.000000  4043.000000  7776.230862
 2560.378259  4941.380098  2913.259323  3140.921925  2693.250659 40299.250000     0.000000  6190.000000 23803.500000  9439.000000  3998.000000  3890.000000  7739.657697
 2562.320714  5024.419989  2982.070196  3145.937395  2690.439797 41197.000000    80.000000  6114.000000 23701.000000  9482.000000  3750.000000  3642.000000  8036.812509
 2649.550286  5055.328902  2983.800144  3169.295030  2717.792835 39911.250000   166.000000  6179.000000 23533.000000  9520.500000  3654.000000  3563.000000  7585.054642
 2102.868886  4745.832811  3155.038918  3257.479306  3607.632713 37853.250000   180.000000  6059.000000 22203.000000  9300.000000  3257.000000  3518.000000  8075.000000
 2112.282138  4745.272157  3186.045835  3307.634959  3155.295444 35050.500000   168.000000  5903.000000 19871.500000  9097.750000  2864.000000  3414.000000  8051.000000
 2119.122844  4687.432048  3239.079047  3238.676965  2656.878163 34093.500000   683.000000  5379.000000 18643.500000  8069.250000  2774.000000  2997.000000  7962.000000
 2131.206454  4161.004955  2786.484018  3216.041583  2659.523877 33061.250000   741.000000  5167.000000 17916.500000  7722.750000  2689.000000  2849.000000  7933.000000
 2110.818484  3827.423000  3292.060154  3033.216804  2554.236386 32188.000000   844.000000  5100.000000 17757.000000  7671.750000  2683.000000  2860.000000  7792.609961
 2099.715933  4269.286219  2732.465973  3032.080901  2555.984986 32271.250000   927.000000  5051.000000 17682.000000  7596.000000  2682.000000  2900.000000  7148.675892
 2090.750162  3874.905713  2695.006425  2994.728762  2555.415264 32555.500000  1038.000000  5277.000000 17611.500000  7626.750000  2684.000000  2894.000000  7214.067586
 2086.903591  3888.283037  2727.830053  3003.859763  2554.857502 34834.750000  1080.000000  5635.000000 17447.500000  7823.750000  3097.000000  3010.000000  7283.922539
 2098.955371  3682.743364  2823.911436  3072.232903  2552.154754 39281.500000  1091.000000  5936.000000 19573.500000  7795.500000  3786.000000  3322.000000  7655.209284
 2083.286919  4037.978726  3006.195843  3191.313629  2657.583483 42843.250000  1084.000000  6079.000000 22607.000000  7717.500000  4381.000000  3686.000000  8288.000000
 2074.245537  4447.054791  3105.068686  3238.826497  2657.281101 44397.000000  1030.000000  6027.000000 24490.500000  7379.750000  4444.000000  3923.000000  8901.000000
 2075.661358  4657.307809  3126.692505  3225.545915  2656.094993 44322.250000   942.000000  5986.000000 24238.000000  6814.000000  4457.000000  3937.000000  9097.000000
 2539.872629  4685.003883  3127.180677  3223.516351  2740.597041 43961.000000   836.000000  5912.000000 23282.500000  5982.500000  4458.000000  3943.000000  9082.137195
 2540.432003  4831.324059  3102.564135  3233.756967  2741.195077 44584.750000   771.000000  5873.000000 22738.500000  4844.500000  4457.000000  3880.000000  9077.000357
