NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
-23.912092  10.439184   1.263412   0.613336   3.403003   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.022619  11.121877   0.974378   0.537141   3.737258   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-16.174101   8.165563   0.593857   0.556773   1.732197   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-14.832333   8.257360   0.577487   0.604879   1.616507   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-19.855284   7.686770   0.576032   0.647408   2.092104   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.402843   9.152551   1.403734   0.616338   3.720013   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.492780   8.308080   1.711157   0.982535   3.931364   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-13.272520   8.413112   2.220818   0.993916   4.347961   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.137878   9.204456   1.972768   0.997005   4.179109   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.481447   7.519939   2.140110   1.002714   2.313654   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.875607   7.105319   1.984312   0.998784   2.728133   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.784464   7.202671   1.913014   0.932865   2.371262   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.797297   7.205375   1.706973   0.999445   2.409476   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.559939   7.560585   1.666984   0.990528   2.301525   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.418140   7.923196   1.657579   0.973176   2.557382   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-9.842996 10.491667  1.296093  0.997464  3.974253  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-12.357806  10.387794   1.116583   0.971915   4.509197   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-21.436309   9.929556   1.408192   0.979580   3.178421   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-31.169990  13.906688   1.685299   1.002409   4.456089   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-31.213319  12.144669   2.175581   1.010519   4.503527   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-30.629930  12.263533   2.112724   1.015661   4.443337   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-20.261588  12.819862   1.689911   0.995561   3.619121   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-19.668381  13.464704   1.561294   0.888132   3.790836   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.598454  11.049831   1.677394   0.944287   3.489613   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.973634   9.601641   0.530809   0.900893   3.648704   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.653756   9.558066   2.188448   0.686252   3.222233   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.626978  10.862327   1.283270   0.680827   3.084130   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.375510  11.056735   1.015365   0.601692   2.489760   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.961169  11.155007   0.834404   0.634047   1.578231   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.840482  10.414492   1.669168   0.829355   3.174326   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.610012  10.333033   2.000064   0.920465   3.683631   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.574536  12.190009   2.083761   1.024523   4.215875   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.297700  12.752290   2.489101   1.030858   4.376155   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.810638  12.479314   2.273654   1.041036   3.958157   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.432482  13.357057   2.021822   1.056015   4.054819   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.274492  13.318650   2.661222   1.059026   3.879721   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.229896  12.635225   2.468952   1.010425   3.946707   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.386162  12.948756   2.073367   1.002777   3.972700   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.065219  13.123144   1.789460   1.008638   4.284014   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.831476  11.569265   1.670539   0.954610   4.197572   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.310880  10.874815   1.764476   1.023285   3.738763   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.762577  10.796364   1.737640   1.007276   3.981034   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.358584  10.925129   1.781645   1.012406   3.868786   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.123356  10.682906   1.607119   1.009643   3.767825   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.684926  10.261702   1.247072   1.006693   4.573010   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
