NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
 -469.163556  1287.077108   296.480904 -1387.352401 -1264.373418     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -574.605705  1295.262538   303.427589 -1362.330374 -1417.926262     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -286.937887  1080.663812   325.756984 -1307.841274 -1315.409202     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -120.658019  1064.983332   295.359840 -1300.907153 -1299.610716     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -123.402357  1060.971575   295.395421 -1291.882745 -1303.953688     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -114.344202  1095.463701   309.891765 -1304.759871 -1384.375828     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -357.829959  1146.744606   334.665408 -1336.649331 -1287.489522     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -359.979259  1407.317720   313.010980 -1388.155597 -1588.008932     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -176.606995  1702.127068   336.370905 -1407.019295 -2133.867578     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  -73.484826  1811.221343   309.469410 -1383.713443 -2465.662871     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   61.151498  1301.466350   277.544435 -1414.943491 -2459.664092     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   41.179517  1037.488759   348.527899 -1433.931146 -2467.500581     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   70.621965   828.799138   326.829704 -1449.800499 -2479.364273     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   89.364998   688.395467   293.945279 -1439.353439 -2472.135441     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  103.325178   640.871523   283.966562 -1437.503970 -2413.574705     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  134.933109   526.213459   267.083147 -1439.382079 -2424.615123     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  122.013107   518.980824   277.097288 -1430.911064 -2421.805922     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  120.292250   544.788229   280.530941 -1418.705516 -2418.976070     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  112.694362   641.615173   282.267709 -1425.584954 -2487.302347     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
