NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
2810.074490 5104.782912 3456.101802 3562.104225 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3342.794356 3499.882527 4311.371849    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2275.565203 5104.782912 3143.696710 3356.233899 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2064.296911 4878.541848 3071.089042 3326.223163 3971.747917    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2064.296911 4878.541848 3070.781174 3317.044674 3974.984854    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2065.358865 4904.083850 3114.530636 3349.076679 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2463.460313 5104.782912 3215.078970 3401.673737 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3400.170609 3553.935814 4462.758195    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3363.471499 3589.193999 5035.598136    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3434.676132 3523.097543 5632.476942    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2999.750760 5482.554147 3500.077908 3590.255038 5941.916679    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 5799.883242 3239.144430 3662.452148 5951.353133    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6036.517368 3346.045756 3727.135565 6001.415484    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6177.981393 3462.004225 3757.306500 6015.776995    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6245.512487 3486.583775 3786.805546 5966.903165    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6391.537821 3548.765356 3799.617594 6015.145529    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6421.349768 3534.715079 3785.395341 5984.514894    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6367.875464 3491.176043 3757.612929 5981.075921    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6267.483566 3567.861500 3776.504416 5994.408922    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6163.374017 3370.445691 3766.910796 5929.066786    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 5955.130452 3327.529914 3756.266059 5925.855600    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 5762.374462 3358.403445 3737.773785 6001.131286    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2999.750760 5482.721932 3079.459454 3716.970173 5855.676512    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3001.361434 3712.681961 5777.576513    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3241.361364 3592.049867 4647.226199    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3065.153782 3572.218064 4765.677181    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 3224.652676 3781.282991 4113.617327    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2768.300873 5104.782912 3114.345782 3686.642807 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2767.216693 5104.782912 2994.174042 3643.070788 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2944.367966 5104.782912 2985.553498 3572.445181 4070.457617    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5104.782912 2987.875958 3671.816450 5136.274622    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2961.471482 5248.031289 3258.367539 3742.750799 5780.367627    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
2999.750760 5505.236192 3392.759581 3795.277139 5809.457064    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 5790.989665 3400.086341 3842.118321 5875.621932    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6087.396062 3500.439163 3816.579447 5896.827641    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6174.982650 3540.515482 3868.604418 5888.630582    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6155.897045 3588.231976 3839.148251 5949.303286    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6216.323807 3620.939583 3841.908634 5874.347696    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6186.679740 3621.999673 3849.792064 5941.535177    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
3038.030037 6302.410778 3717.481834 3866.486548 5969.212851    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
