Time,NO1_pos,NO1_neg,NO2_pos,NO2_neg,NO3_pos,NO3_neg,NO4_pos,NO4_neg,NO5_pos,NO5_neg
6787,0,0,0,56,0,0,0,0,0,47
6788,0,0,2,41,0,0,0,0,7,34
6789,0,0,0,31,0,0,0,0,0,25
6790,0,0,7,9,0,0,0,0,32,8
6791,0,0,2,9,0,0,0,0,6,7
6792,0,0,0,65,0,0,0,0,0,47
6793,0,0,0,0,0,0,0,0,0,0
6794,0,0,0,0,0,0,0,0,0,0
6795,0,0,0,0,0,0,0,0,0,0
6796,0,0,0,0,0,0,0,0,0,0
6797,0,0,17,16,0,0,0,0,14,14
6798,0,0,38,15,0,0,0,0,30,12
6799,0,0,43,0,0,0,0,0,33,0
6800,0,0,0,51,0,0,0,0,0,49
6801,0,0,0,35,0,0,0,0,0,43
6802,0,0,0,39,0,0,0,0,0,53
6803,0,0,0,0,0,0,0,0,0,0
6804,0,0,0,0,0,0,0,0,0,0
6805,0,0,0,42,0,0,0,0,0,46
6806,0,0,18,6,0,0,0,0,12,7
6807,0,0,3,17,0,0,0,0,2,18
6808,0,0,1,20,0,0,0,0,1,22
6809,0,0,26,8,0,0,0,0,18,8
6810,0,0,31,5,0,0,0,0,21,6
6811,0,0,20,21,0,0,0,0,14,23
6812,0,0,13,27,0,0,0,0,9,30
6813,0,0,20,14,0,0,0,0,14,15
6814,0,0,0,40,0,0,0,0,0,43
6815,0,0,24,14,0,0,0,0,17,15
6816,0,0,14,5,0,0,0,0,15,3
6817,0,0,0,0,0,0,0,0,0,0
6818,0,0,0,0,0,0,0,0,0,0
6819,0,0,0,0,0,0,0,0,0,0
6820,0,0,0,0,0,0,0,0,0,0
6821,0,0,0,36,0,0,0,0,0,30
6822,0,0,21,31,0,0,0,0,13,31
6823,0,0,3,24,0,0,0,0,1,23
6824,0,0,0,68,0,0,0,0,0,65
6825,0,0,20,33,0,0,0,0,10,30
6826,0,0,25,8,0,0,0,0,14,7
6827,0,0,0,0,0,0,0,0,0,0
6828,0,0,0,0,0,0,0,0,0,0
6829,0,0,0,39,0,0,0,0,0,43
6830,0,0,26,10,0,0,0,0,12,11
6831,0,0,0,47,0,0,0,0,0,51
6832,0,0,24,16,0,0,0,0,12,18
6833,0,0,43,0,0,0,0,0,22,1
6834,0,0,22,17,0,0,0,0,11,18
6835,0,0,6,28,0,0,0,0,3,31
6836,0,0,0,48,0,0,0,0,0,55
6837,0,0,43,6,0,0,0,0,22,8
6838,0,0,20,18,0,0,0,0,10,19
6839,0,0,32,7,0,0,0,0,16,7
6840,0,0,36,2,0,0,0,0,40,1
6841,0,0,0,0,0,0,0,0,0,0
6842,0,0,0,0,0,0,0,0,0,0
6843,0,0,0,0,0,0,0,0,0,0
6844,0,0,0,0,0,0,0,0,0,0
6845,0,0,4,33,0,0,0,0,3,33
6846,0,0,39,28,0,0,0,0,24,29
6847,0,0,45,13,0,0,0,0,27,14
6848,0,0,23,9,0,0,0,0,14,8
6849,0,0,18,1,0,0,0,0,9,1
6850,0,0,4,20,0,0,0,0,2,19
6851,0,0,0,0,0,0,0,0,0,0
6852,0,0,0,0,0,0,0,0,0,0
6853,0,0,0,34,0,0,0,0,0,36
6854,0,0,13,15,0,0,0,0,6,17
6855,0,0,0,25,0,0,0,0,0,26
6856,0,0,38,3,0,0,0,0,19,3
6857,0,0,43,6,0,0,0,0,22,7
6858,0,0,59,0,0,0,0,0,30,0
6859,0,0,7,33,0,0,0,0,4,37
6860,0,0,0,50,0,0,0,0,0,54
6861,0,0,0,45,0,0,0,0,0,50
6862,0,0,18,29,0,0,0,0,9,31
6863,0,0,10,26,0,0,0,0,5,25
6864,0,0,20,1,0,0,0,0,23,1
6865,0,0,0,0,0,0,0,0,0,0
6866,0,0,0,0,0,0,0,0,0,0
6867,0,0,0,0,0,0,0,0,0,0
6868,0,0,0,0,0,0,0,0,0,0
6869,0,0,2,21,0,0,0,0,1,22
6870,0,0,32,9,0,0,0,0,20,9
6871,0,0,0,54,0,0,0,0,0,53
6872,0,0,8,43,0,0,0,0,5,44
6873,0,0,20,5,0,0,0,0,10,5
6874,0,0,43,0,0,0,0,0,21,0
6875,0,0,0,0,0,0,0,0,0,0
6876,0,0,0,0,0,0,0,0,0,0
6877,0,0,29,1,0,0,0,0,14,1
6878,0,0,12,21,0,0,0,0,6,26
6879,0,0,1,28,0,0,0,0,1,33
6880,0,0,29,12,0,0,0,0,15,13
6881,0,0,30,10,0,0,0,0,15,11
6882,0,0,26,11,0,0,0,0,14,12
6883,0,0,33,10,0,0,0,0,16,11
6884,0,0,57,2,0,0,0,0,28,2
6885,0,0,45,8,0,0,0,0,22,8
6886,0,0,0,49,0,0,0,0,0,54
6887,0,0,6,30,0,0,0,0,3,33
6888,0,0,16,18,0,0,0,0,17,13
6889,0,0,0,0,0,0,0,0,0,0
6890,0,0,0,0,0,0,0,0,0,0
6891,0,0,0,0,0,0,0,0,0,0
6892,0,0,0,0,0,0,0,0,0,0
6893,0,0,58,2,0,0,0,0,36,2
6894,0,0,79,0,0,0,0,0,48,0
6895,0,0,88,0,0,0,0,0,53,0
6896,0,0,55,1,0,0,0,0,33,1
6897,0,0,53,0,0,0,0,0,26,0
6898,0,0,2,30,0,0,0,0,1,27
6899,0,0,0,0,0,0,0,0,0,0
6900,0,0,0,0,0,0,0,0,0,0
6901,0,0,0,46,0,0,0,0,0,49
6902,0,0,21,5,0,0,0,0,10,6
6903,0,0,55,0,0,0,0,0,27,0
6904,0,0,67,0,0,0,0,0,31,0
6905,0,0,63,0,0,0,0,0,31,0
6906,0,0,45,13,0,0,0,0,22,14
6907,0,0,0,50,0,0,0,0,0,54
6908,0,0,1,37,0,0,0,0,0,40
6909,0,0,8,9,0,0,0,0,4,10
6910,0,0,44,11,0,0,0,0,21,13
6911,0,0,0,42,0,0,0,0,0,45
6912,0,0,11,13,0,0,0,0,48,17
6913,0,0,0,0,0,0,0,0,0,0
6914,0,0,0,0,0,0,0,0,0,0
6915,0,0,0,0,0,0,0,0,0,0
6916,0,0,0,0,0,0,0,0,0,0
6917,0,0,0,0,0,0,0,0,0,0
6918,0,0,0,0,0,0,0,0,0,0
6919,0,0,1,16,0,0,0,0,2,17
6920,0,0,0,24,0,0,0,0,1,27
6921,0,0,0,43,0,0,0,0,1,48
6922,0,0,0,34,0,0,0,0,0,38
6923,0,0,2,28,0,0,0,0,5,30
6924,0,0,8,9,0,0,0,0,26,10
6925,0,0,0,0,0,0,0,0,0,0
6926,0,0,0,0,0,0,0,0,0,0
6927,0,0,0,0,0,0,0,0,0,0
6928,0,0,21,3,0,0,0,0,34,2
6929,0,0,16,19,0,0,0,0,26,17
6930,0,0,5,19,0,0,0,0,8,17
6931,0,0,13,24,0,0,0,0,21,21
6932,0,0,17,18,0,0,0,0,27,16
6933,0,0,10,28,0,0,0,0,17,26
6934,0,0,7,20,0,0,0,0,11,19
6935,0,0,0,44,0,0,0,0,0,40
6936,0,0,0,41,0,0,0,0,0,54
6937,0,0,0,0,0,0,0,0,0,0
6938,0,0,0,0,0,0,0,0,0,0
6939,0,0,0,0,0,0,0,0,0,0
6940,0,0,0,0,0,0,0,0,0,0
6941,0,0,0,0,0,0,0,0,0,0
6942,0,0,0,0,0,0,0,0,0,0
6943,0,0,0,28,0,0,0,0,0,30
6944,0,0,4,31,0,0,0,0,12,34
6945,0,0,13,9,0,0,0,0,20,9
6946,0,0,0,46,0,0,0,0,1,50
6947,0,0,0,34,0,0,0,0,0,37
6948,0,0,11,6,0,0,0,0,17,6
6949,0,0,0,0,0,0,0,0,0,0
6950,0,0,0,0,0,0,0,0,0,0
6951,0,0,0,0,0,0,0,0,0,0
6952,0,0,11,27,0,0,0,0,18,25
6953,0,0,16,19,0,0,0,0,25,17
6954,0,0,4,25,0,0,0,0,6,22
6955,0,0,11,19,0,0,0,0,19,17
6956,0,0,18,11,0,0,0,0,29,9
6957,0,0,12,7,0,0,0,0,19,7
6958,0,0,22,15,0,0,0,0,36,14
6959,0,0,33,1,0,0,0,0,52,1
6960,0,0,55,0,0,0,0,0,51,0
6961,0,0,0,0,0,0,0,0,0,0
6962,0,0,0,0,0,0,0,0,0,0
6963,0,0,0,0,0,0,0,0,0,0
6964,0,0,0,0,0,0,0,0,0,0
6965,0,0,51,20,0,0,0,0,31,8
6966,0,0,69,0,0,0,0,0,41,0
6967,0,0,20,27,0,0,0,0,12,11
6968,0,0,0,52,0,0,0,0,0,21
6969,0,0,0,37,0,0,0,0,0,59
6970,0,0,30,1,0,0,0,0,47,2
6971,0,0,0,0,0,0,0,0,0,0
6972,0,0,0,0,0,0,0,0,0,0
6973,0,0,1,15,0,0,0,0,5,15
6974,0,0,18,0,0,0,0,0,82,0
6975,0,0,7,11,0,0,0,0,31,10
6976,0,0,7,30,0,0,0,0,26,30
6977,0,0,20,0,0,0,0,0,89,0
6978,0,0,13,0,0,0,0,0,59,0
6979,0,0,4,38,0,0,0,0,17,38
6980,0,0,0,60,0,0,0,0,0,58
6981,0,0,16,4,0,0,0,0,74,4
6982,0,0,10,17,0,0,0,0,47,17
6983,0,0,3,35,0,0,0,0,14,35
6984,0,0,0,56,0,0,0,0,0,34
6985,0,0,0,0,0,0,0,0,0,0
6986,0,0,0,0,0,0,0,0,0,0
6987,0,0,0,0,0,0,0,0,0,0
6988,0,0,0,0,0,0,0,0,0,0
6989,0,0,15,17,0,0,0,0,9,7
6990,0,0,61,4,0,0,0,0,38,2
6991,0,0,8,59,0,0,0,0,5,24
6992,0,0,2,85,0,0,0,0,1,33
6993,0,0,7,19,0,0,0,0,11,31
6994,0,0,10,10,0,0,0,0,17,15
6995,0,0,0,0,0,0,0,0,0,0
6996,0,0,0,0,0,0,0,0,0,0
6997,0,0,3,31,0,0,0,0,14,31
6998,0,0,0,40,0,0,0,0,0,40
6999,0,0,0,60,0,0,0,0,0,60
7000,0,0,0,56,0,0,0,0,0,56
7001,0,0,0,50,0,0,0,0,0,49
7002,0,0,0,54,0,0,0,0,0,51
7003,0,0,0,65,0,0,0,0,0,63
7004,0,0,0,70,0,0,0,0,0,68
7005,0,0,0,68,0,0,0,0,0,68
7006,0,0,0,55,0,0,0,0,0,53
7007,0,0,0,69,0,0,0,0,0,68
7008,0,0,38,8,0,0,0,0,36,5
7009,0,0,0,0,0,0,0,0,0,0
7010,0,0,0,0,0,0,0,0,0,0
7011,0,0,0,0,0,0,0,0,0,0
7012,0,0,0,0,0,0,0,0,0,0
7013,0,0,48,0,0,0,0,0,29,0
7014,0,0,31,13,0,0,0,0,18,5
7015,0,0,28,43,0,0,0,0,17,18
7016,0,0,0,93,0,0,0,0,0,37
7017,0,0,0,26,0,0,0,0,0,42
7018,0,0,6,14,0,0,0,0,10,23
7019,0,0,0,0,0,0,0,0,0,0
7020,0,0,0,0,0,0,0,0,0,0
7021,0,0,0,41,0,0,0,0,0,31
7022,0,0,0,70,0,0,0,0,0,69
7023,0,0,12,9,0,0,0,0,55,9
7024,0,0,13,5,0,0,0,0,57,5
7025,0,0,12,11,0,0,0,0,52,11
7026,0,0,1,59,0,0,0,0,3,59
7027,0,0,0,70,0,0,0,0,0,69
7028,0,0,0,64,0,0,0,0,0,64
7029,0,0,0,55,0,0,0,0,0,60
7030,0,0,0,60,0,0,0,0,0,64
7031,0,0,0,69,0,0,0,0,0,69
7032,0,0,34,9,0,0,0,0,34,6
7033,0,0,0,0,0,0,0,0,0,0
7034,0,0,0,0,0,0,0,0,0,0
7035,0,0,0,0,0,0,0,0,0,0
7036,0,0,0,0,0,0,0,0,0,0
7037,0,0,14,53,0,0,0,0,9,21
7038,0,0,60,1,0,0,0,0,38,0
7039,0,0,63,0,0,0,0,0,43,0
7040,0,0,4,72,0,0,0,0,4,29
7041,0,0,35,2,0,0,0,0,27,1
7042,0,0,27,0,0,0,0,0,21,0
7043,0,0,0,0,0,0,0,0,0,0
7044,0,0,0,0,0,0,0,0,0,0
7045,0,0,0,56,0,0,0,0,0,32
7046,0,0,0,60,0,0,0,0,0,59
7047,0,0,8,28,0,0,0,0,37,28
7048,0,0,15,0,0,0,0,0,65,0
7049,0,0,13,6,0,0,0,0,59,6
7050,0,0,4,21,0,0,0,0,20,30
7051,0,0,15,6,0,0,0,0,65,8
7052,0,0,10,8,0,0,0,0,47,8
7053,0,0,17,2,0,0,0,0,77,2
7054,0,0,14,4,0,0,0,0,64,4
7055,0,0,3,30,0,0,0,0,14,29
7056,0,0,33,12,0,0,0,0,31,7
7057,0,0,0,0,0,0,0,0,0,0
7058,0,0,0,0,0,0,0,0,0,0
7059,0,0,0,0,0,0,0,0,0,0
7060,0,0,0,0,0,0,0,0,0,0
7061,0,0,80,0,0,0,0,0,49,0
7062,0,0,83,0,0,0,0,0,50,0
7063,0,0,89,0,0,0,0,0,54,0
7064,0,0,5,48,0,0,0,0,3,19
7065,0,0,1,25,0,0,0,0,2,40
7066,0,0,27,3,0,0,0,0,43,9
7067,0,0,0,0,0,0,0,0,0,0
7068,0,0,0,0,0,0,0,0,0,0
7069,0,0,0,45,0,0,0,0,0,66
7070,0,0,0,49,0,0,0,0,0,69
7071,0,0,2,11,0,0,0,0,9,15
7072,0,0,15,1,0,0,0,0,69,1
7073,0,0,19,0,0,0,0,0,86,0
7074,0,0,4,26,0,0,0,0,18,25
7075,0,0,2,40,0,0,0,0,7,38
7076,0,0,0,66,0,0,0,0,0,64
7077,0,0,2,31,0,0,0,0,9,31
7078,0,0,3,35,0,0,0,0,13,34
7079,0,0,0,34,0,0,0,0,1,30
7080,0,0,0,29,0,0,0,0,0,52
7081,0,0,0,0,0,0,0,0,0,0
7082,0,0,0,0,0,0,0,0,0,0
7083,0,0,0,0,0,0,0,0,0,0
7084,0,0,0,0,0,0,0,0,0,0
7085,0,0,0,0,0,0,0,0,0,0
7086,0,0,0,0,0,0,0,0,0,0
7087,0,0,36,0,0,0,0,0,48,0
7088,0,0,32,0,0,0,0,0,45,0
7089,5,0,37,0,0,0,0,0,51,0
7090,1,6,6,22,0,0,0,0,8,31
7091,0,3,3,14,0,0,0,0,5,19
7092,0,8,0,32,0,0,0,0,0,44
7093,0,0,0,0,0,0,0,0,0,0
7094,0,0,0,0,0,0,0,0,0,0
7095,0,0,0,0,0,0,0,0,0,0
7096,0,0,36,11,0,0,0,0,14,14
7097,0,0,69,0,0,0,0,0,26,0
7098,0,0,68,0,0,0,0,0,26,0
7099,0,0,45,9,0,0,0,0,17,15
7100,0,0,0,29,0,0,0,0,0,47
7101,0,0,0,25,0,0,0,0,0,38
7102,0,0,6,31,0,0,0,0,2,50
7103,0,0,3,24,0,0,0,0,1,38
7104,0,0,0,3,0,0,0,0,68,4
7105,0,0,0,0,0,0,0,0,0,0
7106,0,0,0,0,0,0,0,0,0,0
7107,0,0,0,0,0,0,0,0,0,0
7108,0,0,0,0,0,0,0,0,0,0
7109,0,0,0,0,0,0,0,0,0,0
7110,0,0,0,0,0,0,0,0,0,0
7111,3,1,11,4,0,0,0,0,15,6
7112,5,0,18,1,0,0,0,0,24,1
7113,2,4,7,16,0,0,0,0,10,21
7114,3,2,12,9,0,0,0,0,16,12
7115,4,0,17,0,0,0,0,0,24,0
7116,8,0,30,0,0,0,0,0,41,0
7117,0,0,0,0,0,0,0,0,0,0
7118,0,0,0,0,0,0,0,0,0,0
7119,0,0,0,0,0,0,0,0,0,0
7120,0,0,32,8,0,0,0,0,12,14
7121,0,0,63,0,0,0,0,0,24,0
7122,0,0,11,28,0,0,0,0,4,44
7123,0,0,0,36,0,0,0,0,0,57
7124,0,0,0,32,0,0,0,0,0,51
7125,0,0,0,39,0,0,0,0,0,63
7126,0,0,13,23,0,0,0,0,5,37
7127,0,0,14,19,0,0,0,0,5,31
7128,0,0,30,14,0,0,0,0,51,5
7129,0,0,0,0,0,0,0,0,0,0
7130,0,0,0,0,0,0,0,0,0,0
7131,0,0,0,0,0,0,0,0,0,0
7132,0,0,0,0,0,0,0,0,0,0
7133,0,0,11,18,0,0,0,0,11,17
7134,0,0,34,18,0,0,0,0,35,13
7135,0,0,40,2,0,0,0,0,38,2
7136,0,0,2,68,0,0,0,0,2,51
7137,0,0,39,2,0,0,0,0,21,8
7138,0,0,1,6,0,0,0,0,0,23
7139,0,0,0,0,0,0,0,0,0,0
7140,0,0,0,0,0,0,0,0,0,0
7141,0,0,0,46,0,0,0,0,0,41
7142,0,0,0,50,0,0,0,0,0,47
7143,0,0,3,34,0,0,0,0,2,32
7144,0,0,50,0,0,0,0,0,38,0
7145,0,0,39,2,0,0,0,0,30,1
7146,0,0,12,16,0,0,0,0,9,14
7147,0,0,0,55,0,0,0,0,0,50
7148,0,0,0,54,0,0,0,0,0,50
7149,0,0,21,22,0,0,0,0,5,22
7150,0,0,25,40,0,0,0,0,6,30
7151,0,0,19,39,0,0,0,0,4,29
7152,0,0,24,4,0,0,0,0,42,1
7153,0,0,0,0,0,0,0,0,0,0
7154,0,0,0,0,0,0,0,0,0,0
7155,0,0,0,0,0,0,0,0,0,0
7156,0,0,0,0,0,0,0,0,0,0
7157,0,0,5,36,0,0,0,0,5,27
7158,0,0,29,34,0,0,0,0,29,26
7159,0,0,62,0,0,0,0,0,58,0
7160,0,0,6,24,0,0,0,0,6,24
7161,0,0,0,19,0,0,0,0,0,77
7162,0,0,26,3,0,0,0,0,14,11
7163,0,0,0,0,0,0,0,0,0,0
7164,0,0,0,0,0,0,0,0,0,0
7165,0,0,0,34,0,0,0,0,0,43
7166,0,0,10,6,0,0,0,0,8,7
7167,0,0,18,12,0,0,0,0,14,20
7168,0,0,58,0,0,0,0,0,43,0
7169,0,0,54,0,0,0,0,0,43,0
7170,0,0,1,34,0,0,0,0,0,43
7171,0,0,22,9,0,0,0,0,16,9
7172,0,0,2,27,0,0,0,0,2,25
7173,0,0,54,12,0,0,0,0,13,9
7174,0,0,0,69,0,0,0,0,0,51
7175,0,0,68,1,0,0,0,0,16,1
7176,0,0,27,9,0,0,0,0,47,3
7177,0,0,0,0,0,0,0,0,0,0
7178,0,0,0,0,0,0,0,0,0,0
7179,0,0,0,0,0,0,0,0,0,0
7180,0,0,0,0,0,0,0,0,0,0
7181,0,0,1,32,0,0,0,0,1,31
7182,0,0,11,18,0,0,0,0,12,14
7183,0,0,0,70,0,0,0,0,0,52
7184,0,0,0,40,0,0,0,0,0,30
7185,0,0,0,17,0,0,0,0,0,65
7186,0,0,40,0,0,0,0,0,14,0
7187,0,0,0,0,0,0,0,0,0,0
7188,0,0,0,0,0,0,0,0,0,0
7189,0,0,3,26,0,0,0,0,4,24
7190,0,0,6,29,0,0,0,0,5,27
7191,0,0,47,0,0,0,0,0,27,0
7192,0,0,38,0,0,0,0,0,22,0
7193,0,0,60,0,0,0,0,0,35,0
7194,0,0,3,48,0,0,0,0,2,44
7195,0,0,0,48,0,0,0,0,0,44
7196,0,0,27,8,0,0,0,0,16,8
7197,0,0,73,2,0,0,0,0,17,1
7198,0,0,65,0,0,0,0,0,15,0
7199,0,0,2,50,0,0,0,0,1,38
7200,0,0,6,30,0,0,0,0,10,9
7201,0,0,0,0,0,0,0,0,0,0
7202,0,0,0,0,0,0,0,0,0,0
7203,0,0,0,0,0,0,0,0,0,0
7204,0,0,0,0,0,0,0,0,0,0
7205,0,0,4,21,0,0,0,0,5,16
7206,0,0,31,16,0,0,0,0,30,12
7207,0,0,56,0,0,0,0,0,57,0
7208,0,0,2,55,0,0,0,0,2,41
7209,0,0,0,19,0,0,0,0,0,79
7210,0,0,15,5,0,0,0,0,8,21
7211,0,0,0,0,0,0,0,0,0,0
7212,0,0,0,0,0,0,0,0,0,0
7213,0,0,43,0,0,0,0,0,33,0
7214,0,0,4,12,0,0,0,0,3,11
7215,0,0,56,0,0,0,0,0,42,0
7216,0,0,41,3,0,0,0,0,31,3
7217,0,0,30,2,0,0,0,0,23,2
7218,0,0,3,39,0,0,0,0,2,36
7219,0,0,0,44,0,0,0,0,0,39
7220,0,0,23,15,0,0,0,0,18,14
7221,0,0,16,21,0,0,0,0,4,16
7222,0,0,21,40,0,0,0,0,5,30
7223,0,0,0,68,0,0,0,0,0,51
7224,0,0,18,25,0,0,0,0,32,8
7225,0,0,0,0,0,0,0,0,0,0
7226,0,0,0,0,0,0,0,0,0,0
7227,0,0,0,0,0,0,0,0,0,0
7228,0,0,0,0,0,0,0,0,0,0
7229,0,0,14,5,0,0,0,0,13,3
7230,0,0,29,6,0,0,0,0,26,5
7231,0,0,31,34,0,0,0,0,31,26
7232,0,0,0,79,0,0,0,0,0,59
7233,0,0,0,18,0,0,0,0,0,71
7234,0,0,0,20,0,0,0,0,0,83
7235,0,0,0,0,0,0,0,0,0,0
7236,0,0,0,0,0,0,0,0,0,0
7237,0,0,36,0,0,0,0,0,28,0
7238,0,0,55,0,0,0,0,0,42,0
7239,0,0,13,2,0,0,0,0,9,2
7240,0,0,27,1,0,0,0,0,20,1
7241,0,0,7,38,0,0,0,0,5,35
7242,0,0,2,47,0,0,0,0,2,43
7243,0,0,0,55,0,0,0,0,0,50
7244,0,0,1,42,0,0,0,0,1,27
7245,0,0,13,9,0,0,0,0,2,6
7246,0,0,0,61,0,0,0,0,0,46
7247,0,0,0,72,0,0,0,0,0,54
7248,0,0,0,67,0,0,0,0,0,34
7249,0,0,0,0,0,0,0,0,0,0
7250,0,0,0,0,0,0,0,0,0,0
7251,0,0,0,0,0,0,0,0,0,0
7252,0,0,0,0,0,0,0,0,0,0
7253,0,0,0,0,0,0,0,0,0,0
7254,0,0,0,0,0,0,0,0,0,0
7255,4,13,6,0,0,0,0,0,7,53
7256,15,0,31,0,0,0,0,0,27,0
7257,9,3,29,0,0,0,0,0,20,13
7258,2,4,6,0,0,0,0,0,4,14
7259,11,2,31,0,0,0,0,0,22,6
7260,0,15,0,0,0,0,0,0,0,62
7261,0,0,0,0,0,0,0,0,0,0
7262,0,0,0,0,0,0,0,0,0,0
7263,0,0,0,0,0,0,0,0,0,0
7264,0,0,3,10,0,0,0,0,2,43
7265,0,0,0,19,0,0,0,0,0,78
7266,0,0,1,16,0,0,0,0,1,68
7267,0,0,0,18,0,0,0,0,0,75
7268,0,0,0,13,0,0,0,0,0,56
7269,0,0,1,12,0,0,0,0,0,50
7270,0,0,6,10,0,0,0,0,5,43
7271,0,0,1,14,0,0,0,0,0,58
7272,0,0,0,62,0,0,0,0,0,32
7273,0,0,0,0,0,0,0,0,0,0
7274,0,0,0,0,0,0,0,0,0,0
7275,0,0,0,0,0,0,0,0,0,0
7276,0,0,0,0,0,0,0,0,0,0
7277,0,0,0,0,0,0,0,0,0,0
7278,0,0,0,0,0,0,0,0,0,0
7279,11,3,27,0,0,0,0,0,19,12
7280,4,6,9,0,0,0,0,0,6,25
7281,7,2,18,0,0,0,0,0,12,8
7282,0,18,0,0,0,0,0,0,0,75
7283,0,20,0,0,0,0,0,0,0,84
7284,0,20,0,0,0,0,0,0,0,84
7285,0,0,0,0,0,0,0,0,0,0
7286,0,0,0,0,0,0,0,0,0,0
7287,0,0,0,0,0,0,0,0,0,0
7288,0,0,8,12,0,0,0,0,7,43
7289,0,0,0,16,0,0,0,0,0,67
7290,0,0,0,17,0,0,0,0,0,59
7291,0,0,6,12,0,0,0,0,5,39
7292,0,0,0,20,0,0,0,0,0,84
7293,0,0,32,3,0,0,0,0,24,10
7294,0,0,20,9,0,0,0,0,15,38
7295,0,0,0,20,0,0,0,0,0,83
7296,0,0,21,10,0,0,0,0,11,22
7297,0,0,0,0,0,0,0,0,0,0
7298,0,0,0,0,0,0,0,0,0,0
7299,0,0,0,0,0,0,0,0,0,0
7300,0,0,0,0,0,0,0,0,0,0
7301,0,19,0,42,0,0,0,0,0,66
7302,0,10,0,23,0,0,0,0,0,39
7303,0,18,0,41,0,0,0,0,0,69
7304,0,20,0,45,0,0,0,0,0,73
7305,0,0,0,45,0,0,0,0,0,49
7306,0,0,11,20,0,0,0,0,3,24
7307,0,0,0,0,0,0,0,0,0,0
7308,0,0,0,0,0,0,0,0,0,0
7309,0,0,70,0,0,0,0,0,16,0
7310,0,0,33,7,0,0,0,0,7,8
7311,0,0,30,25,0,0,0,0,7,27
7312,0,0,80,0,0,0,0,0,18,0
7313,0,0,0,44,0,0,0,0,0,47
7314,0,0,0,48,0,0,0,0,0,52
7315,0,0,0,49,0,0,0,0,0,54
7316,0,0,7,23,0,0,0,0,2,31
7317,0,0,40,16,0,0,0,0,9,19
7318,0,0,0,56,0,0,0,0,0,66
7319,0,0,14,21,0,0,0,0,3,24
7320,0,0,14,27,0,0,0,0,7,45
7321,0,0,0,0,0,0,0,0,0,0
7322,0,0,0,0,0,0,0,0,0,0
7323,0,0,0,0,0,0,0,0,0,0
7324,0,0,0,0,0,0,0,0,0,0
7325,5,4,53,10,0,0,0,0,10,17
7326,5,7,57,16,0,0,0,0,11,26
7327,1,12,7,27,0,0,0,0,1,43
7328,4,3,49,8,0,0,0,0,9,12
7329,0,0,90,0,0,0,0,0,20,0
7330,0,0,74,0,0,0,0,0,16,0
7331,0,0,0,0,0,0,0,0,0,0
7332,0,0,0,0,0,0,0,0,0,0
7333,0,0,9,11,0,0,0,0,2,9
7334,0,0,0,18,0,0,0,0,0,21
7335,0,0,20,18,0,0,0,0,4,20
7336,0,0,62,0,0,0,0,0,14,0
7337,0,0,10,14,0,0,0,0,2,15
7338,0,0,0,48,0,0,0,0,0,49
7339,0,0,2,37,0,0,0,0,0,41
7340,0,0,17,25,0,0,0,0,4,26
7341,0,0,50,8,0,0,0,0,11,8
7342,0,0,35,28,0,0,0,0,8,27
7343,0,0,0,31,0,0,0,0,0,29
7344,0,0,49,2,0,0,0,0,24,3
7345,0,0,0,0,0,0,0,0,0,0
7346,0,0,0,0,0,0,0,0,0,0
7347,0,0,0,0,0,0,0,0,0,0
7348,0,0,0,0,0,0,0,0,0,0
7349,7,0,71,0,0,0,0,0,13,0
7350,4,8,50,18,0,0,0,0,9,29
7351,8,0,88,0,0,0,0,0,16,0
7352,3,0,35,0,0,0,0,0,6,0
7353,0,0,3,25,0,0,0,0,1,27
7354,0,0,88,0,0,0,0,0,19,0
7355,0,0,0,0,0,0,0,0,0,0
7356,0,0,0,0,0,0,0,0,0,0
7357,0,0,58,0,0,0,0,0,13,0
7358,0,0,2,4,0,0,0,0,0,5
7359,0,0,25,19,0,0,0,0,5,22
7360,0,0,84,0,0,0,0,0,19,0
7361,0,0,47,11,0,0,0,0,10,13
7362,0,0,3,29,0,0,0,0,1,31
7363,0,0,0,32,0,0,0,0,0,34
7364,0,0,1,34,0,0,0,0,0,37
7365,0,0,80,3,0,0,0,0,18,3
7366,0,0,45,15,0,0,0,0,10,15
7367,0,0,1,31,0,0,0,0,0,30
7368,0,0,33,13,0,0,0,0,16,20
7369,0,0,0,0,0,0,0,0,0,0
7370,0,0,0,0,0,0,0,0,0,0
7371,0,0,0,0,0,0,0,0,0,0
7372,0,0,0,0,0,0,0,0,0,0
7373,4,4,50,8,0,0,0,0,9,13
7374,7,0,77,0,0,0,0,0,14,0
7375,3,1,31,2,0,0,0,0,6,4
7376,3,0,40,0,0,0,0,0,7,0
7377,0,0,16,4,0,0,0,0,4,5
7378,0,0,12,27,0,0,0,0,3,30
7379,0,0,0,0,0,0,0,0,0,0
7380,0,0,0,0,0,0,0,0,0,0
7381,0,0,0,45,0,0,0,0,0,47
7382,0,0,0,49,0,0,0,0,0,53
7383,0,0,28,17,0,0,0,0,6,18
7384,0,0,48,3,0,0,0,0,11,4
7385,0,0,0,45,0,0,0,0,0,50
7386,0,0,0,50,0,0,0,0,0,53
7387,0,0,0,50,0,0,0,0,0,55
7388,0,0,24,30,0,0,0,0,5,32
7389,0,0,50,8,0,0,0,0,12,8
7390,0,0,21,43,0,0,0,0,5,42
7391,0,0,4,39,0,0,0,0,1,39
