"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
71,0,0,0,0,0,4.33680868994202e-19,0,3.3881317890172e-21,0,-4.33680868994202e-19,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,-1.0842021724855e-19,2.71050543121376e-20,1.35525271560688e-20,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,8.67361737988404e-19,0,0,0,-1.73472347597681e-18,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,-1.11022302462516e-16,5.55111512312578e-17,-5.55111512312578e-17,0,0,0,0,0
80,0,0,0,0,0,131.5,0,2,0,20.75,0,0,0
81,0,0,0,0,0,791.75,11,6,0,77.75,0,0,0
82,0,0,0,0,0,1641.75,37,9,0,140.5,0,0,0
83,0,0,0,0,0,2261.25,60,9,0,186.5,0,0,0
84,0,0,0,0,0,2398.25,67,5,0,198,0,0,0
85,0,0,0,0,0,2032.5,58,3,0,171,0,0,0
86,0,0,0,0,0,1394,38,1,0,108.5,0,0,0
87,0,0,0,0,0,610.25,10,0,0,41.5,0,0,0
88,0,0,0,0,0,81.25,0,0,0,7.25,0,0,0
89,0,0,0,0,0,2.8421709430404e-14,4.44089209850063e-16,1.38777878078145e-17,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,-2.77555756156289e-17,8.67361737988404e-19,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,-5.42101086242752e-20,0,-3.46944695195361e-18,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,-1.0842021724855e-19,0,0,2.16840434497101e-19,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,5.42101086242752e-20,3.3881317890172e-21,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,-1.73472347597681e-18,2.16840434497101e-19,-5.42101086242752e-20,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,8.67361737988404e-19,0,2.77555756156289e-17,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,4.44089209850063e-16,-5.55111512312578e-17,1.38777878078145e-17,0,-4.44089209850063e-16,0,0,0
104,0,0,0,0,0,102.75,0,0,0,25.5,0,0,0
105,0,0,0,0,0,576,12,3,0,94.75,0,0,0
106,0,0,0,0,0,1226,43,10,0,159.75,0,0,0
107,0,0,0,0,0,1713.5,68,11,0,198.25,0,0,0
108,0,0,0,0,0,1835,81,9,0,205.75,0,0,0
109,0,0,0,0,0,1634.5,71,4,0,176,0,0,0
110,0,0,0,0,0,1113,38,0,0,111.5,0,0,0
111,0,0,0,0,0,482.5,9,2.22044604925031e-16,0,44,0,0,0
112,0,0,0,0,0,74,0,0,0,8.5,0,0,0
113,0,0,0,0,0,0,0,0,0,3.5527136788005e-15,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,-1.73472347597681e-18,-1.73472347597681e-18,1.0842021724855e-19,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,-1.0842021724855e-19,-1.0842021724855e-19,-6.7762635780344e-21,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,-2.16840434497101e-19,0,6.7762635780344e-21,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,-3.46944695195361e-18,-1.0842021724855e-19,5.42101086242752e-20,0,3.46944695195361e-18,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,8.88178419700125e-16,2.77555756156289e-17,0,0,8.88178419700125e-16,0,0,0
128,0,0,0,0,0,104.25,0,0,0,60,0,0,0
129,0,0,0,0,0,517.25,7,3,0,216.5,0,0,0
130,0,0,0,0,0,1070.5,26,9,0,345.75,0,0,0
131,0,0,0,0,0,1497.75,40,11,0,396.5,0,0,0
132,0,0,0,0,0,1475,41,9,0,374.5,0,0,0
133,0,0,0,0,0,1167.75,33,4,0,290.5,0,0,0
134,0,0,0,0,0,788.5,17,0,0,170.5,0,0,0
135,0,0,0,0,0,366.25,4,0,0,66.5,0,0,0
136,0,0,0,0,0,67.75,0,0,0,14.5,0,0,0
137,0,0,0,0,0,0,1.11022302462516e-16,0,0,-1.77635683940025e-15,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,-1.38777878078145e-17,0,0,2.22044604925031e-16,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,1.35525271560688e-20,-3.3881317890172e-21,0,2.16840434497101e-19,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,5.42101086242752e-20,0,-1.73472347597681e-18,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,-2.77555756156289e-17,1.73472347597681e-18,4.33680868994202e-19,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,5.55111512312578e-17,6.93889390390723e-18,0,-4.44089209850063e-16,0,0,0
152,0,0,0,0,0,130.75,0,0,0,30.75,0,0,0
153,0,0,0,0,0,760,7,2,0,112.75,0,0,0
154,0,0,0,0,0,1619.5,22,6,0,189.25,0,0,0
155,0,0,0,0,0,2353.25,36,7,0,237,0,0,0
156,0,0,0,0,0,2621.5,40,5,0,261.75,0,0,0
157,0,0,0,0,0,2317.75,37,2,0,237.5,0,0,0
158,0,0,0,0,0,1666.25,25,0,0,158,0,0,0
159,0,0,0,0,0,793.5,7,0,0,68.5,0,0,0
160,0,0,0,0,0,116,0,0,0,15.25,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,-4.44089209850063e-16,0,0,0,2.22044604925031e-16,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,-2.77555756156289e-17,0,0,0,-1.38777878078145e-17,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,-6.7762635780344e-21,0,-4.33680868994202e-19,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,-3.46944695195361e-18,0,0,0,3.46944695195361e-18,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,5.55111512312578e-17,0,-1.73472347597681e-18,0,5.55111512312578e-17,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,-8.88178419700125e-16,0,0,0,8.88178419700125e-16,0,0,0
176,0,0,0,0,0,136.25,0,0,0,68.5,0,0,0
177,0,0,0,0,0,712,14,3,0,266.25,0,0,0
178,0,0,0,0,0,1467.75,44,8,0,491.25,0,0,0
179,0,0,0,0,0,2100.25,67,10,0,726.5,0,0,0
180,0,0,0,0,0,2299,73,7,0,954,0,0,0
181,0,0,0,0,0,1988.25,61,3,0,989.25,0,0,0
182,0,0,0,0,0,1393,37,0,0,730.5,0,0,0
183,0,0,0,0,0,651.75,10,2.22044604925031e-16,0,351.25,0,0,0
184,0,0,0,0,0,106,0,0,0,95,0,0,0
185,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,2.77555756156289e-17,1.73472347597681e-18,0,1.77635683940025e-15,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,1.11022302462516e-16,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,1.73472347597681e-18,-2.16840434497101e-19,-1.0842021724855e-19,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,-4.44089209850063e-16,-5.55111512312578e-17,1.38777878078145e-17,0,-1.77635683940025e-15,0,0,0
200,0,0,0,0,0,169.75,0,1,0,167.5,0,0,0
201,0,0,0,0,0,1024.25,12,5,0,628.25,0,0,0
202,0,0,0,0,0,2282.75,41,15,0,1055.25,0,0,0
203,0,0,0,0,0,3303.5,72,17,0,1302.25,0,0,0
204,0,0,0,0,0,3746.25,84,13,0,1327.5,0,0,0
205,0,0,0,0,0,3469.5,76,5,0,1063.75,0,0,0
206,0,0,0,0,0,2587.25,50,0,0,627.25,0,0,0
207,0,0,0,0,0,1294,15,-2.22044604925031e-16,0,251,0,0,0
208,0,0,0,0,0,207.5,0,0,0,62,0,0,0
209,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,5.42101086242752e-20,0,0,-8.67361737988404e-19,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,3.46944695195361e-18,-2.16840434497101e-19,0,0,6.93889390390723e-18,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,-5.55111512312578e-17,3.46944695195361e-18,-8.67361737988404e-19,0,-1.11022302462516e-16,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,-4.44089209850063e-16,0,2.77555756156289e-17,0,-1.77635683940025e-15,0,0,0
224,0,0,0,0,0,244.75,0,0,0,130,0,0,0
225,0,0,0,0,0,1605.25,10,3,0,465,0,0,0
226,0,0,0,0,0,3318.75,35,8,0,691.5,0,0,0
227,0,0,0,0,0,4665.25,60,10,0,695.75,0,0,0
228,0,0,0,0,0,5277.25,73,7,0,591.5,0,0,0
229,0,0,0,0,0,4858.75,69,3,0,436.25,0,0,0
230,0,0,0,0,0,3479,45,0,0,254.25,0,0,0
231,0,0,0,0,0,1601.25,14,0,0,98.75,0,0,0
232,0,0,0,0,0,221.5,0,0,0,20.5,0,0,0
233,0,0,0,0,0,1.13686837721616e-13,8.88178419700125e-16,1.38777878078145e-17,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,-8.88178419700125e-16,5.55111512312578e-17,0,0,4.44089209850063e-16,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,-2.71050543121376e-20,0,0,4.33680868994202e-19,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,2.16840434497101e-19,0,-1.0842021724855e-19,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,3.46944695195361e-18,8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0.25,0,0,0
248,0,0,0,0,0,261.75,0,0,0,44.25,0,0,0
249,0,0,0,0,0,1551,3,3,0,156.5,0,0,0
250,0,0,0,0,0,3009.5,11,8,0,256,0,0,0
251,0,0,0,0,0,4137.5,17,12,0,306.75,0,0,0
252,0,0,0,0,0,4634.25,19,10,0,318.5,0,0,0
253,0,0,0,0,0,4425,17,4,0,279.75,0,0,0
254,0,0,0,0,0,3226.75,11,0,0,185.5,0,0,0
255,0,0,0,0,0,1568.25,3,2.22044604925031e-16,0,83,0,0,0
256,0,0,0,0,0,248,0,0,0,20,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,1.73472347597681e-18,0,2.22044604925031e-16,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,8.67361737988404e-19,0,-6.7762635780344e-21,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,2.16840434497101e-19,2.71050543121376e-20,3.3881317890172e-21,0,2.16840434497101e-19,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,-3.46944695195361e-18,-2.16840434497101e-19,5.42101086242752e-20,0,3.46944695195361e-18,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,-2.77555756156289e-17,3.46944695195361e-18,-8.67361737988404e-19,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.75,0,0,0
272,0,0,0,0,0,115.75,1,0,0,52.5,0,0,0
273,0,0,0,0,0,639.25,20,2,0,236.25,0,0,0
274,0,0,0,0,0,1338.75,62,6,0,581.25,0,0,0
275,0,0,0,0,0,2036.75,101,7,0,1066.75,0,0,0
276,0,0,0,0,0,2474,116,5,0,1475.75,0,0,0
277,0,0,0,0,0,2455.25,105,2,0,1478.5,0,0,0
278,0,0,0,0,0,1876.25,70,0,0,1019.25,0,0,0
279,0,0,0,0,0,867.25,22,0,0,455,0,0,0
280,0,0,0,0,0,121.75,0,0,0,135.25,0,0,0
281,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,-2.77555756156289e-17,6.93889390390723e-18,5.42101086242752e-20,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,-4.33680868994202e-19,2.71050543121376e-20,-1.35525271560688e-20,0,1.73472347597681e-18,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,-1.73472347597681e-18,0,1.0842021724855e-19,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,-1.38777878078145e-17,0,1.73472347597681e-18,0,-4.44089209850063e-16,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,-2.22044604925031e-16,0,0,0,0.75,0,0,0
296,0,0,0,0,0,197,1,1,0,271,0,0,0
297,0,0,0,0,0,1273.75,17,3,0,1004.75,0,0,0
298,0,0,0,0,0,2681.5,58,9,0,1602.5,0,0,0
299,0,0,0,0,0,3657.25,91,10,0,1819.25,0,0,0
300,0,0,0,0,0,3922.5,105,8,0,1758.75,0,0,0
301,0,0,0,0,0,3389.75,97,3,0,1422.5,0,0,0
302,0,0,0,0,0,2382.25,56,0,0,923.75,0,0,0
303,0,0,0,0,0,1106.25,17,-2.22044604925031e-16,0,445.5,0,0,0
304,0,0,0,0,0,172.25,0,0,0,145,0,0,0
305,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,6.93889390390723e-18,3.46944695195361e-18,5.42101086242752e-20,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,4.33680868994202e-19,0,0,1.38777878078145e-17,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,5.42101086242752e-20,-1.35525271560688e-20,0,1.73472347597681e-18,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,-4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,-6.93889390390723e-18,6.93889390390723e-18,0,0,2.22044604925031e-16,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,5.55111512312578e-17,0,0,0.750000000000004,0,0,0
320,0,0,0,0,0,150.5,1,1,0,217.5,0,0,0
321,0,0,0,0,0,960.75,22,5,0,832,0,0,0
322,0,0,0,0,0,2071.5,60,21,0,1405,0,0,0
323,0,0,0,0,0,3023.75,91,24,0,1679,0,0,0
324,0,0,0,0,0,3419.5,99,19,0,1680,0,0,0
325,0,0,0,0,0,3056.75,83,8,0,1397.5,0,0,0
326,0,0,0,0,0,2223.75,51,1,0,901.5,0,0,0
327,0,0,0,0,0,1079.25,17,0,0,405,0,0,0
328,0,0,0,0,0,221.5,0,0,0,115.25,0,0,0
329,0,0,0,0,0,-1.13686837721616e-13,-8.88178419700125e-16,0,0,-1.4210854715202e-14,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,-1.77635683940025e-15,0,0,0,-1.77635683940025e-15,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,6.93889390390723e-18,5.42101086242752e-20,0,-1.11022302462516e-16,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,6.93889390390723e-18,4.33680868994202e-19,-3.3881317890172e-21,0,6.93889390390723e-18,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,-2.77555756156289e-17,0,-3.46944695195361e-18,0,-1.11022302462516e-16,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,1.11022302462516e-16,0,0,1,0,0,0
344,0,0,0,0,0,218.25,1,2,0,99.25,0,0,0
345,0,0,0,0,0,1394.25,21,6,0,362.25,0,0,0
346,0,0,0,0,0,2791.25,59,20,0,628.25,0,0,0
347,0,0,0,0,0,3733.25,98,22,0,826.5,0,0,0
348,0,0,0,0,0,3979,120,18,0,890,0,0,0
349,0,0,0,0,0,3417.75,113,10,0,776.25,0,0,0
350,0,0,0,0,0,2415,76,1,0,542.5,0,0,0
351,0,0,0,0,0,1144,26,-8.88178419700125e-16,0,291.5,0,0,0
352,0,0,0,0,0,207.5,0,0,0,100,0,0,0
353,0,0,0,0,0,-5.6843418860808e-14,-1.77635683940025e-15,-5.55111512312578e-17,0,1.4210854715202e-14,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,8.88178419700125e-16,0,-1.73472347597681e-18,0,-1.77635683940025e-15,0,0,0
356,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,-5.55111512312578e-17,-6.93889390390723e-18,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,4.33680868994202e-19,-1.35525271560688e-20,0,-6.93889390390723e-18,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,8.67361737988404e-19,-5.42101086242752e-20,-2.71050543121376e-20,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,8.67361737988404e-19,0,0,6.93889390390723e-18,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,-1.11022302462516e-16,-6.93889390390723e-18,-3.46944695195361e-18,0,1.11022302462516e-16,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,8.88178419700125e-16,0,-5.55111512312578e-17,0,1.5,0,0,0
368,0,0,0,0,0,200.5,2,2,0,112.75,0,0,0
369,0,0,0,0,0,1416,33,6,0,415.5,0,0,0
370,0,0,0,0,0,2882.5,85,24,0,692.25,0,0,0
371,0,0,0,0,0,3971,127,27,0,802.25,0,0,0
372,0,0,0,0,0,4269.5,143,23,0,718.75,0,0,0
373,0,0,0,0,0,3779.5,129,14,0,490.25,0,0,0
374,0,0,0,0,0,2753.25,85,1,0,257.25,0,0,0
375,0,0,0,0,0,1338,31,8.88178419700125e-16,0,99.75,0,0,0
376,0,0,0,0,0,252,1,0,0,21.5,0,0,0
377,0,0,0,0,0,-5.6843418860808e-14,0,-5.55111512312578e-17,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,8.88178419700125e-16,1.11022302462516e-16,0,0,-2.22044604925031e-16,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0
