"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
0,0,0,0,0,0,531.25,249,0,0,85.25,0,0,0
1,0,0,0,0,0,464.75,136,0,0,93.75,0,0,0
2,0,0,0,0,0,426,101,0,0,97.75,0,0,0
3,0,0,0,0,0,398.25,71,0,0,110,0,0,0
4,0,0,0,0,0,377,63,0,0,121.75,0,0,0
5,0,0,0,0,0,357.25,58,0,0,138.25,0,0,0
6,0,0,0,0,0,370.75,58,0,0,153.75,0,0,0
7,0,0,0,0,0,395,88,0,0,101,0,0,0
8,0,0,0,0,0,432.5,161,0,0,79,0,0,0
9,0,0,0,0,0,509.25,159,0,0,75.75,0,0,0
10,0,0,0,0,0,588.25,172,0,0,78,0,0,0
11,0,0,0,0,0,676.5,143,0,0,81.75,0,0,0
12,0,0,0,0,0,802,97,0,0,95.25,0,0,0
13,0,0,0,0,0,917.25,72,0,0,96.5,0,0,0
14,0,0,0,0,0,969.75,66,0,0,93.25,0,0,0
15,0,0,0,0,0,985.5,90,0,0,102.25,0,0,0
16,0,0,0,0,0,983.75,94,0,0,123.25,0,0,0
17,0,0,0,0,0,961.75,84,0,0,152.5,0,0,0
18,0,0,0,0,0,852.25,69,0,0,159.5,0,0,0
19,0,0,0,0,0,735,55,0,0,137.25,0,0,0
20,0,0,0,0,0,689.25,34,0,0,126.5,0,0,0
21,0,0,0,0,0,658,21,0,0,140.5,0,0,0
22,0,0,0,0,0,641.75,19,0,0,139.75,0,0,0
23,0,0,0,0,0,637,15,0,0,127.75,0,0,0
24,0,0,0,0,0,430.25,17,0,0,113.75,0,0,0
25,0,0,0,0,0,448.25,22,0,0,105.25,0,0,0
26,0,0,0,0,0,409.25,28,0,0,108,0,0,0
27,0,0,0,0,0,394.5,25,0,0,87.25,0,0,0
28,0,0,0,0,0,405.25,29,0,0,81,0,0,0
29,0,0,0,0,0,432.5,33,0,0,72.75,0,0,0
30,0,0,0,0,0,452.25,44,0,0,66.75,0,0,0
31,0,0,0,0,0,469,52,0,0,68.75,0,0,0
32,0,0,0,0,0,502,59,0,0,66,0,0,0
33,0,0,0,0,0,508,54,0,0,55.25,0,0,0
34,0,0,0,0,0,489.75,49,0,0,35.75,0,0,0
35,0,0,0,0,0,476.75,42,0,0,27.75,0,0,0
36,0,0,0,0,0,450.5,39,0,0,33.25,0,0,0
37,0,0,0,0,0,434.25,40,0,0,33.5,0,0,0
38,0,0,0,0,0,443.75,50,0,0,29,0,0,0
39,0,0,0,0,0,492.25,86,0,0,25.75,0,0,0
40,0,0,0,0,0,585.25,111,0,0,31.75,0,0,0
41,0,0,0,0,0,701.75,128,0,0,44.75,0,0,0
42,0,0,0,0,0,825,155,0,0,61.75,0,0,0
43,0,0,0,0,0,947,185,0,0,71.25,0,0,0
44,0,0,0,0,0,1049.5,188,0,0,76.75,0,0,0
45,0,0,0,0,0,1119,179,0,0,80.25,0,0,0
46,0,0,0,0,0,1220.75,191,0,0,94.25,0,0,0
47,0,0,0,0,0,1330.75,178,0,0,111.75,0,0,0
48,0,0,0,0,0,2282.75,229,0,0,72.5,0,0,0
49,0,0,0,0,0,2495.75,232,0,0,82.75,0,0,0
50,0,0,0,0,0,2729,281,0,0,90.25,0,0,0
51,0,0,0,0,0,2914.75,325,0,0,85.75,0,0,0
52,0,0,0,0,0,3117,387,0,0,86,0,0,0
53,0,0,0,0,0,3402.5,462,0,0,109.5,0,0,0
54,0,0,0,0,0,3775,528,0,0,137.75,0,0,0
55,0,0,0,0,0,4229.25,598,0,0,178,0,0,0
56,0,0,0,0,0,4578.75,643,0,0,217.25,0,0,0
57,0,0,0,0,0,4800.75,702,0,0,229,0,0,0
58,0,0,0,0,0,4934.5,793,0,0,238.5,0,0,0
59,0,0,0,0,0,5045.5,809,0,0,280.5,0,0,0
60,0,0,0,0,0,5163,805,0,0,390.75,0,0,0
61,0,0,0,0,0,5339,848,0,0,507.75,0,0,0
62,0,0,0,0,0,5587,898,0,0,597,0,0,0
63,0,0,0,0,0,5810.5,970,0,0,668,0,0,0
64,0,0,0,0,0,6012.5,1000,0,0,713,0,0,0
65,0,0,0,0,0,6190.25,994,0,0,752.75,0,0,0
66,0,0,0,0,0,6310.5,984,0,0,786.25,0,0,0
67,0,0,0,0,0,6374.25,950,0,0,815.25,0,0,0
68,0,0,0,0,0,6393.25,944,0,0,817.25,0,0,0
69,0,0,0,0,0,6408.25,906,0,0,819.5,0,0,0
70,0,0,0,0,0,6471.75,901,0,0,832.75,0,0,0
71,0,0,0,0,0,6421.75,911,0,0,833.75,0,0,0
72,0,0,0,0,0,6292.75,872,0,0,835.75,0,0,0
73,0,0,0,0,0,6425,805,0,0,841.75,0,0,0
74,0,0,0,0,0,6419.75,793,0,0,844,0,0,0
75,0,0,0,0,0,6407.75,808,0,0,845.75,0,0,0
76,0,0,0,0,0,6385.25,768,0,0,848.25,0,0,0
77,0,0,0,0,0,6364.5,741,0,0,847.75,0,0,0
78,0,0,0,0,0,6267.5,745,0,0,850,0,0,0
79,0,0,0,0,0,6226.5,765,0,0,850.5,0,0,0
80,0,0,0,0,0,6175.25,762,0,0,850.5,0,0,0
81,0,0,0,0,0,6103.5,829,0,0,844.5,0,0,0
82,0,0,0,0,0,6001.5,841,0,0,839.25,0,0,0
83,0,0,0,0,0,5860.25,799,0,0,838.5,0,0,0
84,0,0,0,0,0,5731,756,0,0,838.5,0,0,0
