"V_base","x","y","lon","lat"
420,4689089.99363775,5142501.58623586,19.205810414722,69.190383622596
132,4673994.67762049,5156900.15107758,18.8844370863929,69.3375833629714
132,4249155.63632674,4367477.17651995,8.61639251532,62.40278100757
300,4272484.64404091,4309221.20693434,9.08125629494,61.8814201284075
300,4249690.82517383,4366576.37643334,8.62705919883,62.39475987682
300,4103931.87775765,4204744.22184534,6.012450044655,60.88826322828
300,4134967.52893492,4217879.89342385,6.56918839097,61.020988553885
420,4242412.38454643,4149333.1758345,8.5767193806725,60.4374480997725
420,4263382.01592144,4130006.30959679,8.96185435086,60.266804357004
420,4493600.50699511,4775704.39676139,13.7815238717287,66.0506157341087
220,4532627.47610719,4746268.22226591,14.587727621855,65.763962947525
300,4474220.21585959,4656792.87758315,13.226006395035,64.98681047773
300,4457119.39074844,4624685.66730367,12.8365484501925,64.7039635113175
300,4112834.79438778,3915529.82231997,6.454575205625,58.29459165034
420,4174120.59020909,4171591.36639449,7.324683981435,60.619923472685
420,4221243.44207841,4170768.95453293,8.18293799999,60.6259812714
420,4188044.08086818,4189819.36369851,7.565983255415,60.78841261609
300,4173558.39995308,4262465.82490458,7.24600282089333,61.4372324674033
420,4288442.39505257,4106857.24651745,9.41698059713,60.06106348547
300,4066509.6519217,4076037.10315793,5.485796723515,59.71210897847
300,4472351.47074126,4752610.46603812,13.2905832775067,65.8519866139883
300,4462631.08733082,4669994.22317588,12.99530588935,65.11054159295
420,4494994.57438293,4850846.6498875,13.91368439087,66.728056449555
420,4568780.97310781,4922061.27837776,15.7118578689086,67.3242154050743
132,4241849.32424273,4379343.08377534,8.470405290765,62.508322860085
132,4226175.71130562,4399184.13012587,8.15686580708,62.6836940309
132,4205053.28217034,4381747.97422223,7.75814275676333,62.5210990136767
132,4194896.40983718,4378474.51363824,7.56425840516,62.48857542001
132,4173061.59371842,4380881.28266326,7.14092343491,62.50284396068
300,4406991.02257031,4597997.54270783,11.777193580065,64.478155537865
300,4400644.22773243,4547938.120515,11.62011857948,64.027978868735
420,4167739.09511498,4418772.95481587,7.00473224668,62.8420160693
150,5099228.69334964,5284085.2671668,30.14775976467,69.65253294084
420,4173948.43698055,4198580.13566523,7.30168734686,60.86262072487
300,4160100.96297081,4235227.50206341,7.017770624092,61.187263709402
132,4136120.12330205,4254091.0966182,6.555831860575,61.347104448545
300,4137632.64000436,4222948.8619849,6.61350923653,61.06772284952
300,4217059.17537007,4212890.21146457,8.08473131196,61.00403781272
300,4246797.33692643,4190384.17224852,8.64099529202,60.80767174577
300,4264689.45149059,4178700.14965941,8.9719279229725,60.70522121328
420,4332343.36796142,4118717.84016598,10.20377790079,60.168859925815
420,4329196.66387447,4127565.29685028,10.1475988331667,60.2485558247433
420,4333080.21074258,4085223.0221791,10.2150891289588,59.867420569185
300,4269892.89618159,4167685.98629203,9.06971696477714,60.6067314681186
420,4197462.01815251,3908364.79400725,7.89858035428625,58.2603222465975
350,4212869.71061684,3893341.88235147,8.16739355888667,58.1291081854883
300,4153018.38467242,3984590.01973611,7.087898172735,58.931324577945
300,4147792.37372435,3967362.49992465,7.01053289224333,58.77458026046
132,4628576.73739975,5025391.208927,17.3601012630133,68.2037500700733
132,4629702.2114881,5052235.12602734,17.4636000836367,68.4441853140033
132,5011617.97245622,5322410.99277272,28.28754038346,70.20408717612
132,5008289.43070811,5320381.45972146,28.188245110005,70.194385513935
220,5021983.26499453,5321573.20391786,28.5412680639875,70.1718242397625
220,5004581.75203255,5304481.79323777,27.974388993925,70.064796158985
132,4946932.87818602,5328942.61758604,26.6968508325133,70.40945890502
132,4867133.48223099,5313029.74135564,24.5426255633475,70.4332729098075
132,4835444.82844916,5252064.56156512,23.3729338857625,69.95156863143
132,4751617.76578271,5182022.24616925,20.917487539345,69.461596473385
132,4732492.14581854,5162644.12028363,20.358723879365,69.315067311705
132,4763885.40207167,5202030.53974384,21.3150605391925,69.6223630592175
132,4790349.6662503,5217550.91515884,22.0537695650925,69.7201054179675
132,4894530.04719397,5270309.93758662,24.9735469072533,70.0029458223933
132,4857457.09120412,5230348.80726045,23.80360062963,69.719789311965
132,4171400.7976346,4388780.67584258,7.10212475005,62.5733520154
300,4153344.80082491,3995059.26082241,7.085763608335,59.02552255472
300,4142885.11824637,4006601.27123651,6.894991118365,59.12525953801
300,4136637.79171779,3913069.99618525,6.8613595873,58.2825222997771
300,4130680.79819048,3955166.13734793,6.725708999916,58.658246582064
300,4137171.8292374,3979319.55776392,6.81780742292,58.8778712008575
300,4138311.07502949,3912632.29418643,6.89014940421333,58.27924927458
300,4395647.86999493,4517368.21320126,11.5040815685325,63.75328983073
300,4371421.01749221,4483051.77793774,11.005320533466,63.447753894136
300,4343395.39250649,4476786.10354953,10.4457006882633,63.3938681170767
300,4370449.80234124,4094040.18528483,10.88247442206,59.94416003997
300,4379071.94115392,4102847.68913022,11.03875203483,60.0223588209
132,4674021.28398086,5090439.09016761,18.65216641269,68.740757878492
132,4563854.46562399,5052775.56176584,15.8821475377475,68.5067067307525
132,4546406.61179901,5070958.50819481,15.5004885533533,68.6838651894033
420,4342139.5805079,4469306.12288513,10.41974893855,63.32648904854
132,4662641.19341362,5104970.00091178,18.424464940118,68.884028013356
300,4366475.30359225,4091574.80211997,10.81102200804,59.9224034650067
420,4386989.78975883,4024278.12956387,11.1562618815971,59.3144199304857
420,4358683.80368071,4029588.0601624,10.6612374848171,59.3654398356871
300,4361338.24752879,4095543.98403732,10.72017059395,59.958617284975
300,4284233.05771079,4264872.50215143,9.312450371345,61.48319677746
300,4343786.56375854,4226444.43917479,10.421558384504,61.138144335288
420,4667046.56041903,5122163.05292472,18.59049670426,69.033566205954
300,4310986.96057878,4460360.8922276,9.80171908016125,63.2462727611775
132,4581604.05074526,5077813.29311334,16.3716783824633,68.71827413169
132,4547724.7920507,5071834.37271152,15.53441257546,68.69081790425
420,4178165.43261832,4005003.14433092,7.5104849938575,59.1233704745375
420,4164199.68933929,4030309.83195589,7.2493912845525,59.3462187434725
300,4174220.89957073,4260143.74016538,7.26015604369,61.41657091122
300,4198104.44228135,4269130.47464208,7.699810018906,61.505121550842
420,4322342.81616893,4133958.6581587,10.02422196684,60.30617197289
250,4218857.45248537,3897166.4767625,8.267193412915,58.164831751605
300,4236474.85056001,4086135.47189188,8.49487942567667,59.8677309195
300,4128482.51827826,4055643.44693343,6.60135485907,59.559992905005
420,4173907.3790831,4032726.93218293,7.41791367706,59.37122051606
420,4285743.49288451,4013027.35842445,9.38399688281,59.21666123225
300,4302333.32437747,4001467.97891508,9.67481829921667,59.1136669063325
420,4294928.74536928,4019180.50255659,9.54375247119917,59.27263547639
300,4312259.81704698,4068744.07360039,9.84505502531,59.7192203692471
300,4276254.82606399,4062130.89472058,9.20817122894167,59.65755884279
300,4243262.94841513,4045166.64081226,8.6305376419525,59.5004323448225
420,4246426.20333435,3943395.97983138,8.7200718595925,58.5856993095188
420,4297749.22657612,3993458.4122634,9.5957946785725,59.041408197725
132,4203059.15805881,4413991.09701867,7.69771995456667,62.8109455466686
132,4123299.4360518,4345538.50245868,6.22010484878333,62.1636447272667
300,4281146.65740913,4437798.82821228,9.21621221808,63.04097487039
420,4369435.90053787,4081992.02176424,10.86162928634,59.83586641516
300,4349085.95518475,4088653.95063719,10.5005203356067,59.89756715454
300,4345215.27106335,4229276.80330883,10.4483425770533,61.1635682762467
300,4390164.05823459,4193361.6985206,11.2677808336275,60.8353142180575
300,4297048.80334543,4021775.51726577,9.58057123165,59.29609732966
420,4342761.44030805,4025489.8480139,10.3814496041937,59.3296224367363
300,4352276.92963281,4091900.55771955,10.55786429593,59.92656696275
300,4358473.68995445,4092856.48514952,10.6685549765133,59.9346867935
420,4363190.24560557,4046488.55291175,10.7435693512667,59.517078737435
420,4402231.80166677,4003365.77603896,11.415608469565,59.123853035715
420,4414779.67458612,3979262.29943464,11.62415571713,58.904688165
420,4424634.99835349,4027631.95333706,11.81722046065,59.33750353508
420,4365115.86611226,4070066.04335599,10.7823225957,59.729014378235
420,4359086.56236694,4051198.37626499,10.67207589059,59.55981865584
420,4233479.68554148,4165439.80995067,8.40805201465,60.58067780091
132,4086526.69129699,4310761.52781896,5.56345472651,61.83166114667
132,4091528.4882964,4308245.3789675,5.66097414577,61.81184964765
132,4071988.39005193,4287684.27565584,5.3200264988375,61.6158480825725
300,4097010.83443708,4091061.74732884,6.00985832576333,59.8634477686567
300,4116575.67597037,4119896.92422976,6.329721367035,60.13199195759
420,4246831.34029724,4087616.98421401,8.67873189466714,59.8829145838229
300,4326975.01982718,4052953.26906792,10.1054866910342,59.5771885270908
420,4513836.89043774,4804770.03700467,14.2665746646017,66.30224099406
420,4637427.59576284,5021375.3769017,17.55850242469,68.158978969618
420,4577714.68352055,4955940.82240332,15.99121336919,67.62273450417
132,4665084.77292308,5137943.19141787,18.596582966385,69.1775465816775
275,4081048.12319507,4165202.29607895,5.64046722091,60.52088570158
132,4200171.2704746,4400407.62112473,7.65089752516,62.6877291239
300,4352994.76371316,4132210.26390881,10.5768433341283,60.28926618288
300,4356429.00800476,4134725.64400963,10.63918968658,60.3116391818867
300,4389147.22334965,4143660.9883599,11.2323477842,60.3881655363867
132,4115129.88515651,4246268.43042233,6.17392303873,61.26704539882
132,4109067.32847777,4241293.99492149,6.06695040664,61.219334318895
420,4177105.85107004,4192745.2706958,7.36380036598,60.81120599287
420,4357739.77298202,4053106.7270626,10.6486353644071,59.577100177485
300,4356006.2172086,4053456.30053821,10.6180877646971,59.5803842652071
420,4355951.85382278,4054649.8781312,10.6173207102371,59.5911269527586
300,4351858.98319401,4189421.56586012,10.5650834451375,60.8043121907463
420,4163636.21398436,4158607.17069222,7.14401532879,60.49946614649
300,4360936.23585454,4098887.31188447,10.71362734648,59.98873813935
420,4225579.93489446,4169057.62680975,8.262704851975,60.611561826045
420,4634531.54237442,5012470.46558291,17.46451952908,68.08173802618
132,4643932.87324924,5049801.10352252,17.797251035462,68.40805491734
132,4656313.91972802,5053830.60249845,18.10595224247,68.43137122256
132,4640102.22521266,5051766.45833841,17.711448144545,68.429622721165
300,4452642.47223141,4680261.37839632,12.793773431616,65.206910422052
300,4480748.9246458,4678599.91523179,13.38750512603,65.18067480418
300,4480699.33509254,4681644.42543093,13.38987192995,65.20815311305
420,4348329.28170931,4027059.57118295,10.479238885635,59.3434406370713
300,4225913.09214423,4044568.23478955,8.32525552026,59.49170690439
300,4215083.02243435,3947537.87568745,8.18041845293,58.61681164842
300,4212031.31649057,3947331.61823292,8.1281129387,58.61424668857
300,4192957.14342439,3951434.62751424,7.79836483633,58.64622875457
220,5000390.80506671,5263383.5646285,27.56712356865,69.7164366985
420,4451669.38618108,4458131.20940044,12.58461003458,63.20459979013
420,4290889.03765353,4003180.78373423,9.47522893672,59.12845925541
420,4146218.61088461,4367886.14866831,6.63575192426,62.37517800441
300,4095599.88588866,4089212.84393656,5.9867383809,59.84612627885
300,4261263.04345305,4129154.33285112,8.92392735291,60.25885306439
300,4136679.05835099,4223216.15205727,6.595673066585,61.069713983825
132,4134330.26191339,4240232.77544646,6.53599944798,61.22169723543
300,4202810.92319513,4219443.12036204,7.81838600042,61.05929311491
300,4160894.92801495,4238373.84910556,7.02986414038,61.21586688034
220,4549616.92821477,4746814.89272106,14.95569972375,65.75837033321
145,4445744.55074489,4093395.94955673,12.22518202479,59.92352807604
145,4450439.01315705,4088774.87480369,12.30603954702,59.88062162975
420,4156039.70116756,4025822.56600559,7.10976094067,59.30297637921
300,4316920.29152892,4065150.94067047,9.92774360734,59.68695750283
132,4601788.41120803,5029018.29110521,16.7329580903725,68.2611384425
132,4575944.74468124,5054497.38534259,16.1774926736671,68.51266991547
132,4574286.03347096,5054907.05981794,16.1385070535243,68.5177052986843
132,4574295.46691384,5036915.88938537,16.09606135573,68.3554432517628
132,4568586.9450445,5041397.66581484,15.9697457247443,68.4003825440014
145,4630338.60544973,5054854.4795992,17.4864601197629,68.4671297467286
145,4630642.41788477,5053252.55888106,17.48909554375,68.4524180421028
132,4396480.27046821,4439320.37073223,11.4849729433575,63.049502042685
132,4383745.94115251,4452220.86429569,11.23931955487,63.16801190113
132,4227560.25842858,4312542.32668331,8.2291035775725,61.9036122676975
132,4220344.34038517,4314588.40198159,8.09128945441,61.92034049989
145,4281920.75831058,3980801.51390898,9.3228309916375,58.9264819417
132,4286470.12462482,3974664.69614686,9.40259423194,58.87165217183
132,4306108.45749288,4424399.32571264,9.70829681170333,62.9219049405833
132,4321651.4992506,4411098.45513907,10.01271134703,62.80228625973
132,4328492.52388726,4395909.90615278,10.145527316985,62.665316461945
132,4334157.97320186,4390744.55275271,10.255176031935,62.618616764595
132,4353270.39480014,4342942.05907456,10.61710693496,62.18679203595
132,4377991.02832954,4192305.87787312,11.04438147143,60.827601137405
132,4375079.53900117,4192115.27501514,10.99098264899,60.82626242092
132,4358162.30694664,4192238.71506193,10.68102882937,60.82917328796
132,4357713.92126515,4187578.60244193,10.67195200504,60.7872606968
132,4668880.08466513,5169485.66450624,18.80224043407,69.45657505478
132,4239130.11550893,3921747.78225364,8.602489132785,58.38981914201
132,4224334.50316025,3916763.05147091,8.35206392581,58.34216382791
132,4224510.05123995,3915734.02282677,8.35547774945857,58.3329492610386
132,4414077.0691451,4128224.08464817,11.67604320021,60.24465783843
132,4346853.78858925,4072893.78563517,10.4588280531983,59.755893080165
132,4268673.66542329,4127482.55347267,9.05782500381,60.24475818489
132,4285533.54054935,4126269.10177954,9.361587442215,60.235529509905
132,4319908.30234361,4096248.5153437,9.9805053262,59.966798035255
132,4364426.65562983,4176910.84128473,10.79248338347,60.69060675961
132,4354247.7116404,4178883.61482647,10.60706791785,60.70927088039
132,4368894.25354465,4172565.46541785,10.8729672893125,60.6510197286975
132,4115065.217882,3995306.7146239,6.42115308258,59.0120446759067
132,4113404.15100342,3997739.40901938,6.39008690539,59.0331401676729
132,4182205.95648179,4411221.25884305,7.29326694141636,62.7793007138145
132,4181862.66967014,4413076.13098671,7.28507950437,62.79588602482
132,4182099.84731993,4416802.08511519,7.28669005737,62.82952432069
132,4180888.13184852,4418804.96198954,7.26140766823,62.84713871561
132,4179360.94793234,4419618.89698559,7.23091601798,62.85392961295
132,4176308.26379397,4420202.21684742,7.1708073085,62.85808694506
132,4201924.17553385,4414612.51323111,7.67515006438778,62.8162065882478
132,4460464.34186562,4782675.38666426,13.064006446205,66.12827488362
132,4460472.51750713,4781453.99168784,13.062891299235,66.117244353885
132,4460566.51993277,4780211.22902807,13.06363636636,66.1059868479133
132,4460804.59116774,4777507.80473011,13.0659903745525,66.08148504759
132,4461171.38345425,4776163.18951289,13.07259696203,66.06919956967
132,4724029.59854297,5192000.59886833,20.27145246601,69.5892841345125
132,4450990.59384426,4708090.47232264,12.78446911226,65.458625546575
132,4108047.02361045,4356409.3836845,5.91624574093,62.25374404253
132,4107019.89567703,4356634.75612412,5.89632459159,62.25523287891
132,4105074.12611747,4357448.20531039,5.85811468813667,62.2615213967117
132,4108962.40413001,4361902.29684171,5.92724513728,62.30361808402
132,4675108.63558317,5180026.14058785,18.99669949513,69.5439486972125
132,4672840.27205695,5190166.63521633,18.9771722340267,69.6377032192767
132,4342030.73068749,4124587.45241473,10.37839852684,60.221326895815
132,4244537.63585403,3928167.60323269,8.692674724872,58.448462880207
132,4197528.66155912,3907392.97213093,7.90022091486714,58.2516051687357
132,4199636.20249275,3898008.23422977,7.94084634309,58.16780763729
132,4200558.58570811,3896580.09845139,7.95721097423,58.155209915925
132,4197759.39184571,3905068.18977303,7.90535345055,58.23077104934
132,4197837.92351715,3903572.8400926,7.9074649377875,58.21735165039
132,4197883.59367309,3902691.95473119,7.90869798004,58.20944636316
132,4198999.87004852,3899391.62171017,7.92934556214,58.18007589796
132,4262561.67704753,3955818.46662987,8.9938179602,58.69973549524
132,4255562.38882545,3946893.12054788,8.87586066904,58.618531885065
132,4241216.34742949,3923441.68936802,8.637515219224,58.405412027877
132,4074595.59194867,3977285.69666777,5.73899901345333,58.8302043100883
132,4073810.35648519,3983706.13866131,5.71846641513333,58.8874081189667
132,4448123.67481999,4697982.05602182,12.71392819653,65.36842389595
132,4447315.31838155,4698631.22590393,12.697273673072,65.374565646824
132,4450865.84229006,4686189.63506538,12.76153769274,65.26103937517
132,4453346.17513274,4682549.57129209,12.81082273924,65.22730041769
132,4451221.9307116,4684699.59782585,12.76773124845,65.24746710909
132,4204004.77366382,3897711.21633326,8.0150747858475,58.1662506438925
132,4197611.87464711,3906556.80759093,7.90207149239667,58.2441117373033
145,4265730.41873514,3958945.90965182,9.047616819655,58.72825240278
132,4706254.41939876,5190897.98030758,19.820758264915,69.602909133865
132,4109737.1084746,4352000.3851238,5.95377654715,62.21497424048
132,4109147.06304678,4352865.12387029,5.9414808254,62.22244473424
132,4122084.73348486,4346262.49599641,6.19612735314,62.16956773831
132,4243496.34931395,3951418.67196628,8.66710316877,58.65735614842
132,4242263.86779382,3952262.37090143,8.64562361168,58.66473367318
132,4241022.63244689,3956680.336446,8.62274033525,58.70424604134
132,4175829.70799994,4421359.46837426,7.160478410346,62.868334627472
132,4587930.41522256,5084194.07265486,16.54180138491,68.7704424110058
132,4217353.51263103,3916889.45944992,8.23304365041,58.34179782016
132,4081378.8476743,4321009.51114588,5.45298533774,61.92080398836
132,4082038.92027441,4321979.83991282,5.46421206371,61.9299067323
132,4238470.78141821,3919389.74299399,8.5920670435,58.36850163859
132,4240164.23587627,3923532.49304875,8.619521178076,58.406046578016
132,4350934.95190018,4143795.78366454,10.54139569898,60.39368377756
132,4359912.34737596,4123640.86977625,10.69994261436,60.21158407753
132,4658732.28910699,5102201.60159023,18.31995197516,68.86344961834
132,4644271.70680225,5138537.1086019,18.0838130017425,69.2057140128425
132,4644043.37534735,5140249.52152605,18.08374447359,69.22135926062
132,4659983.72602385,5126047.32995806,18.43014652406,69.07636493846
132,4648430.35212417,5133848.75500769,18.1713123338113,69.1591042160575
132,4197681.92633719,3922826.9807869,7.89474005988,58.39036963678
132,4198001.14454471,3919090.36014592,7.90214584491,58.35686811398
132,4714798.76097959,5189645.40298815,20.03010968809,69.5805234696
132,4327217.83813368,4191067.26144111,10.1139135233375,60.8201921729687
132,4324151.128879,4210439.62008731,10.05803924717,60.99463798419
132,4300144.61669799,4194453.06270251,9.61756766903,60.85021145882
132,4296480.1365044,4191846.59015561,9.55069455829,60.82655241533
132,4258568.17068859,4236117.33888415,8.84196436418,61.221249061
132,4262784.94680802,4229433.57657449,8.92217833479,61.16167409098
132,4261041.67091627,4229489.88619896,8.88989033406,61.1619380705
132,4233684.32673365,4233991.04747142,8.38149872879,61.1977044783
132,4493941.74879889,4791469.32181722,13.8097012303175,66.19269138602
132,4497220.80767834,4795369.68955042,13.8870399756,66.22624428231
132,4072821.31372236,3978431.2663518,5.70714055657,58.83952854786
132,4444670.53424534,4768355.55923159,12.7040185661025,66.00489904997
132,4445764.88862302,4769224.7807545,12.728736405355,66.01236158825
132,4443073.24907946,4767049.64430261,12.667931936745,65.99366442492
132,4443937.08796699,4767585.47946214,12.687286519645,65.99820240376
132,4442049.80063688,4766068.47412511,12.6446945359233,65.98515786326
132,4441185.82485096,4761067.64210776,12.62133228944,65.94029707593
132,4436176.31620641,4757064.73905523,12.50872891152,65.905820574725
132,4444004.9507669,4759059.58855257,12.68091022613,65.92119468603
132,4446867.92282201,4746317.39093155,12.731323082968,65.805145749394
132,4444261.58715174,4758007.62085157,12.68552963098,65.91160694672
132,4472720.62391133,4751317.68119764,13.2971409812,65.84016209257
132,4427405.37583964,4714054.78505313,12.28425014622,65.5202121828833
132,4250900.56766397,3933223.98588277,8.79992451477818,58.4949340208955
132,4224077.07100728,3907889.11230045,8.35132620994,58.26233454184
132,4729046.44867876,5192305.32611478,20.39853164451,69.585189437915
132,4245796.08182374,3946771.04019036,8.70816083388,58.61594552674
132,4063150.25960888,4177193.30258154,5.30092040723,60.61826396307
132,4062739.47990381,4177976.11880768,5.29245276687,60.62504699208
132,4060700.5831704,4169161.56065777,5.26675858307,60.54468655287
132,4056051.43645732,4169646.1118477,5.18184385243,60.54621604765
132,4051179.23870232,4177140.12763785,5.083516481095,60.61047359641
132,4051864.20413635,4178707.07087454,5.09386447284,60.62496634533
132,4051150.17513474,4176125.31992637,5.0843463834,60.60134636047
132,4127176.01635847,3999437.87463446,6.62773491716,59.05447115479
132,4458870.35453745,4789914.62443575,13.0366429191325,66.1942690569325
132,4458657.79519155,4789031.84088308,13.031038685455,66.186382073535
132,4160325.5147664,4361427.91334515,6.91275102335,62.32287841803
132,4161325.02441132,4360835.78680877,6.9324616108,62.31794248062
132,4146926.51826238,4369030.45928196,6.64823438397,62.3857800426
132,4247896.668604,3944458.15216666,8.74496868532,58.59548555627
132,4242678.81023006,3923228.88482636,8.66255546129,58.40374764068
132,4176174.84226189,4407538.11226997,7.17886865185,62.74399566005
132,4198179.440088,4414186.80456708,7.602398871305,62.811238023475
132,4196337.27126191,4412942.38341371,7.56736919207333,62.7994583227367
132,4244179.04634801,3922963.94274209,8.68825530512,58.40161602964
132,4338471.77391564,4115142.54056227,10.313570395945,60.1364826091325
132,4224130.14506587,3923478.94312099,8.34580824625,58.4024978616
132,4412730.30812253,4478826.83867919,11.82630682984,63.4021427193
132,4416944.36452991,4477580.30582763,11.90943724278,63.38989472171
132,4413430.72435936,4477877.97022545,11.83971138937,63.3934245038
132,4411232.07500976,4480620.10828369,11.79747712564,63.418656678335
132,4460513.33063065,4775432.52284285,13.057421234225,66.062865209705
132,4459819.8753778,4774802.92834113,13.04158374911,66.05745617667
132,4458577.54544315,4773346.57330582,13.01288724371,66.044796838265
132,4457471.53510889,4772037.8908303,12.98734947259,66.03341314594
132,4455574.77835779,4770921.16365301,12.94474973182,66.02406199883
132,4454443.20470557,4770404.46529527,12.9194997818767,66.01982810466
132,4453311.6662309,4769537.85813066,12.8939102663833,66.01243132804
132,4666859.43759788,5123247.75396133,18.58962627215,69.043521453
132,4222961.83555227,3923981.70376522,8.32565429453,58.4067726262
