Node,type,status,cap,x,y,lon,lat
-1,1,5,0.6,4407988.11768552,3980956.12992724,11.50722057765,58.9212625333
-1,1,5,0.6,4156317.65493341,4381627.306372,6.81705532819,62.50308189173
-1,1,5,0.14,4101099.87155035,3966807.35866337,6.20652094453,58.74960688398
-1,1,5,4.95,4191908.11684732,4217011.75347895,7.61888629308,61.03424747468
-1,1,5,0.32,4378224.07592623,4268336.23685019,11.07110069579,61.51209411119
-1,1,5,0.54,4372088.22215279,4172462.26759941,10.93115092404,60.64972448495
-1,1,5,3.13,4969702.88893762,5379755.36476102,27.66027781869,70.80236310633
-1,1,5,6.2,4524501.95604981,4762410.05628365,14.43645365113,65.91422130465
-1,1,5,1.7,4151856.87298138,4336673.07417671,6.77355833612,62.09667700023
-1,1,5,3.4,4261436.68132493,4441965.14855403,8.82716974547,63.07605654851
-1,1,5,2.9,4125683.51408803,4336714.96095014,6.27513034414,62.08542406177
-1,1,5,0,4246565.3774497,4087896.05867766,8.67389703813,59.88538068235
-1,1,5,4.2,4115356.25561948,4334018.27661909,6.08163557084,62.05612597875
-1,1,5,4.9,4528382.21939894,4813211.46137174,14.6009932179,66.36998411345
-1,1,5,5,4542425.69876381,4828228.76293363,14.93745507548,66.49666900394
-1,1,5,0,4248887.94226972,4127685.67168455,8.70156596249,60.24377181675
-1,1,5,1.5,4051572.49251448,4314621.6968326,4.89862315196,61.84505725156
-1,1,5,2.28,4669455.33562131,5095825.95227985,18.55964298527,68.79428940406
-1,1,5,3.9,4239801.65095237,4402272.26467926,8.42017261289,62.71450763162
-1,1,5,0.2,4116912.44275041,4051165.7552968,6.40164612091,59.51464051703
-1,1,5,1.25,4551775.12687306,4953024.18179334,15.38273054494,67.6157254786
-1,1,5,0.5,4249281.78378241,4442989.95196441,8.58745779797,63.0832766298
-1,1,5,3,4127996.78171109,4287902.25328192,6.37028963759,61.64749967994
-1,1,5,4.2,4130493.36805665,4155325.80974232,6.54645001336,60.45668102693
-1,1,5,3.75,4578245.07991776,4953484.4111593,15.9980465994,67.60018124557
-1,1,5,30.2,4698241.62583344,5174789.88794001,19.55600799155,69.46871382842
-1,1,5,0,4201340.21377306,4285306.15026997,7.75004686899,61.65166011827
-1,1,5,4.6,4159713.91650548,4270536.62073767,6.98084871164,61.50475003606
-1,1,5,2.7,4675913.20219602,5085653.11015688,18.68166835133,68.69563599624
-1,1,5,2.9,4195419.60419504,4244263.29123012,7.66596702655,61.28052543127
-1,1,5,3.4,4336544.82930879,4344274.10193513,10.29738485777,62.19977204738
-1,1,5,3.5,4176341.7988877,4258981.36736925,7.30058925932,61.40684754985
-1,1,5,9.1,4128089.42705424,4311413.39996332,6.34762051213,61.85898884057
-1,1,5,0.99,4144738.0304761,4153781.13171131,6.80565224357,60.44880994688
-1,1,5,1,4112437.546481,4328656.16654493,6.0322825374,62.00643629271
-1,1,5,0.25,4299139.08520367,4186942.96123472,9.59995528777,60.78255137205
-1,1,5,2.92,4564092.80571136,4975762.75227018,15.71706996779,67.81186139251
-1,1,5,1,4475647.67660689,4807963.60573518,13.42706082415,66.35017263565
-1,1,5,4.26,4636670.52655901,5045107.44586887,17.60961691364,68.37317775516
-1,1,5,5.5,4464602.4926238,4689952.95782496,13.05709350207,65.28981669229
-1,1,5,1,4106776.48056168,3976501.74526808,6.29516925941,58.83934589757
-1,1,5,6,4639509.05211616,5036130.36739495,17.65093369711,68.2896008008
-1,1,5,3.5,4137806.36076773,4068731.41362602,6.75461607101,59.68152126695
-1,1,5,0.99,4211987.43745813,4383635.93101914,7.89095912029,62.54003620939
-1,1,5,1.35,4089813.62145778,4128337.39171175,5.84088168902,60.1945259626
-1,1,5,1,4224313.70420749,3937636.23782711,8.34307117855,58.52981569053
-1,1,5,2,4122735.01497155,3931507.68388169,6.60943763593,58.4424073563
-1,1,5,3.9,4113078.51117737,4118175.05501598,6.26876350028,60.11487899671
-1,1,5,1.61,4622357.24051345,5034879.48904915,17.23875337146,68.29508042891
-1,1,5,2,4480501.91055002,4841729.40070261,13.57672633497,66.65281565565
-1,1,5,0.51,4100171.17439723,3980469.26723794,6.17729271023,58.8718348074
-1,1,5,0.48,4083387.49142843,3968889.67120593,5.89944251273,58.7594794195
-1,1,5,3.69,4727289.96658813,5175689.31284032,20.28426450384,69.43886719513
-1,1,5,0.25,4549725.04652968,5035635.41639719,15.50482034664,68.36258585005
-1,1,5,1.2,4085511.36230303,4127219.231785,5.76493266748,60.18219250736
-1,1,5,1.75,4142665.71970911,4087333.59390099,6.8250674682,59.85067871155
-1,1,5,9,4203440.66688072,4325499.90215715,7.76393943369,62.0141129681
-1,1,5,2,4062184.35558398,4297861.31528414,5.12226874587,61.70128818889
-1,1,5,1.34,4061155.39038996,4300160.4663186,5.09973375229,61.72129687458
-1,1,5,2,4750287.06051622,5183616.19714131,20.89144446791,69.47774708911
-1,1,5,1.6,4755505.6715223,5224997.83957676,21.21120521725,69.83986071773
-1,1,5,2.7,4739322.90467312,5210820.33571126,20.73768988283,69.73653192521
-1,1,5,2,4305691.61472099,4279997.75987662,9.71249453642,61.62075402977
-1,1,5,3,4462403.96369136,4753695.99359854,13.07575643996,65.8658955498
-1,1,5,4.6,4120455.7347432,4143414.04420645,6.37647028843,60.34511277758
-1,1,5,1.4,4623983.51956444,5082423.13426321,17.41334238934,68.72144772271
-1,1,5,0.97,4469247.57605329,4823374.01945531,13.30327354601,66.4921147706
-1,1,5,0.88,4626940.75684974,5084852.3129342,17.49225246613,68.7404186602
-1,1,5,2.4,4130523.54539535,4122639.73821584,6.57723387996,60.16291588259
-1,1,5,4.4,4137096.88059474,4139326.5977978,6.68034733724,60.31571074459
-1,1,5,5,4133559.90410037,4135237.37492059,6.62031582621,60.27745091475
-1,1,5,3.8,4253827.07087844,4091987.75095827,8.8019453481,59.92335520106
-1,1,5,3.6,4100448.49240113,4147897.59740372,6.01087776676,60.3757295866
-1,1,5,2.5,4146382.54094365,4169994.50539504,6.82146088652,60.5952434607
-1,1,5,5.1,4080147.54370947,4253274.66195489,5.51662512093,61.3114896643
-1,1,5,3.3,4816496.40373521,5258080.60265009,22.92566882976,70.03775456195
-1,1,5,4.4,4098863.37631051,4177175.93744182,5.9502448048,60.63796208404
-1,1,5,0.65,4105113.8467066,4134216.64691425,6.10943930799,60.255153273
-1,1,5,2.3,4582903.06898559,4892718.48662296,15.97160916894,67.04906355954
-1,1,5,1.7,4344047.41843047,4543441.57175084,10.46824639791,63.99503184163
-1,1,5,27.5,4120923.5855544,4091329.39708631,6.43483295985,59.87730051345
-1,1,5,0.96,4756620.10844268,5212570.40698961,21.1815347767,69.72722363697
-1,1,5,3.7,4306544.72016853,4177135.53653192,9.73618279539,60.69457549688
-1,1,5,3.7,4286422.40896933,4386437.99176032,9.33029825478,62.57853515735
-1,1,5,1.3,4091915.6623905,4131870.2020839,5.87470872769,60.22736186363
-1,1,5,0.99,4138747.56005681,4168569.38374739,6.68396740027,60.57927988625
-1,1,5,0.99,4164097.16575789,4239789.21965312,7.08805090353,61.22979892626
-1,1,5,3.8,4242405.06367052,4196896.24294362,8.55799474169,60.86550238886
-1,1,5,3.8,4738555.50301766,5209849.91356038,20.71402577451,69.72893706848
-1,1,5,1.7,4738508.83645395,5209854.64117261,20.71287019982,69.72904515631
-1,1,5,0.5,4575650.23905658,4976308.15880733,15.98869447409,67.80792719214
-1,1,5,1.8,4471041.0225768,4837304.81624593,13.35965831591,66.61713625337
-1,1,5,0.62,4095092.64630699,4069803.31525871,5.99823035968,59.67154959264
-1,1,5,3.07,4476224.25336739,4802548.33648314,13.43331622291,66.30102874576
-1,1,5,5,4457274.96305589,4641834.51037776,12.85566125935,64.85856952759
-1,1,5,8.8,4460428.61704715,4636123.90167469,12.91623657049,64.80588870616
-1,1,5,5.4,4392084.03739447,4235120.11529289,11.31812162589,61.21090583464
-1,1,5,4.7,4388619.19337094,4483687.37315541,11.34841377385,63.45088226819
-1,1,5,0.99,4138511.3768472,4193985.48178476,6.65653894644,60.80768054099
-1,1,5,7.3,4281136.78828502,4322333.20274709,9.24223802337,62.00045871651
-1,1,5,4,4121502.66781508,4029260.22720325,6.50241439383,59.31991419173
-1,1,5,0.99,4096852.85629084,4254306.38315666,5.82562610486,61.32997516465
-1,1,5,0.08,4343745.42345364,4542034.99806806,10.46190712218,63.98236038315
-1,1,5,0.98,4138595.13002457,4325329.26606528,6.53236053041,61.98894024309
-1,1,5,3.3,4527059.40121021,4869574.91709098,14.66393523714,66.87914494075
-1,1,5,1.7,4742220.53703573,5187650.62139375,20.7080284284,69.52526390044
-1,1,5,2.55,4122247.11080968,4335641.06354996,6.21089825905,62.07411473955
-1,1,5,2.45,4122617.32248712,4331916.87857428,6.22200790969,62.04079849157
-1,1,5,1.91,4407294.61572738,4609978.47804163,11.79034764252,64.58618207828
-1,1,5,6.2,4194540.40856406,4219576.67137923,7.66574460904,61.05811676076
-1,1,5,4.9,4291098.61456981,4149376.56965128,9.45839485654,60.44391603156
-1,1,5,0.99,4135754.65941823,4179608.19908061,6.61944015894,60.67724453004
-1,1,5,2.5,4564269.15064409,5052239.69788396,15.89091098131,68.50155155016
-1,1,5,1.6,4421870.31490375,4595521.57351748,12.0828788668,64.45211121792
-1,1,5,1.8,4100876.19492324,4210001.78916024,5.95057625963,60.93394571439
-1,1,5,0.99,4430106.62034955,4615113.95515381,12.2670712102,64.62653538435
-1,1,5,2.23,4468376.53323521,4788811.5376932,13.24446884354,66.180427743
-1,1,5,0.9,4299727.71668496,4128487.74182382,9.61685434462,60.25641727331
-1,1,5,1.6,4324880.40477029,4503569.34322452,10.07786505582,63.63603568711
-1,1,5,2.84,4263149.89225529,4392062.36693713,8.87775213865,62.62654865259
-1,1,5,2.8,4324619.82487284,4201625.37151913,10.0665098399,60.91527618114
-1,1,5,4.42,4544382.59580022,4803299.16905534,14.93765099131,66.27069730365
-1,1,5,5,4559817.06892572,4821353.28673386,15.31087629411,66.42310735164
-1,1,5,2.75,4559814.71947441,4821365.2306811,15.31084650775,66.42321659041
-1,1,5,2.8,4118757.60004913,4174891.97516382,6.31454132561,60.62721793764
-1,1,5,4.4,4115917.11009622,4236322.25232245,6.19908980746,61.17801871606
-1,1,5,9.6,4250051.68013471,4395220.2088842,8.62242965211,62.65290621637
-1,1,5,5.1,4571295.94603235,4905136.03489299,15.73401364173,67.16980051901
-1,1,5,4.5,4254622.31510422,4395259.36378086,8.71113964976,62.6540400461
-1,1,5,4.7,4127827.19872922,4123112.23786171,6.52841966231,60.16598296833
-1,1,5,4.3,4101272.56096881,4167395.68315575,6.00471927081,60.55132242506
-1,1,5,2.3,4159979.43289266,4339002.46098761,6.92622199784,62.12091064204
-1,1,5,1.7,4293441.1904216,4304370.57684428,9.47881878884,61.83965494784
-1,1,5,0.46,4099285.9631685,3952891.2169152,6.18871541684,58.62378451852
-1,1,5,2.9,4110989.43569546,4068655.88404015,6.28041918054,59.66901520573
-1,1,5,2.5,4088886.94729653,4285770.07300783,5.63914232052,61.60839400391
-1,1,5,2.1,4333118.52723475,4084216.12913321,10.21571389853,59.85835916607
-1,1,5,4,4145596.86245846,4366986.05829609,6.62469204971,62.36680996372
-1,1,5,5.5,4474034.04977547,4748798.46104864,13.32278186965,65.8168638179
-1,1,5,0.99,4376452.1156774,4329392.18404024,11.05620323215,62.06224052548
-1,1,5,0.5,4432364.9380947,4567315.13292876,12.27886753495,64.19476124378
-1,1,5,2,4388333.18751728,4286756.14463382,11.26687880195,61.67646219524
-1,1,5,5.49,4496638.28908889,4816515.57233208,13.90293068097,66.41735379265
-1,1,5,3.1,4346992.25585524,4460168.19348391,10.51466751404,63.24380344791
-1,1,5,5,4353246.85885135,4462422.06636081,10.63894486383,63.26366173592
-1,1,5,2.6,4229838.3933659,4254335.05500756,8.30058665617,61.38003140004
-1,1,5,1.7,4232350.46877784,4005142.35580127,8.45445708195,59.13844182486
-1,1,5,1.65,4146801.87696592,4267663.29867735,6.74212097411,61.47373383067
-1,1,5,5.25,4752972.12233539,5180384.90518824,20.94388881473,69.44502110962
-1,1,5,1,4070876.67954004,4200013.3602349,5.41279167226,60.82773630743
-1,1,5,5.9,4109565.25112148,4086144.12972695,6.23796444812,59.82544134379
-1,1,5,2.5,4790429.37482358,5224123.69391738,22.08865036246,69.77852694001
-1,1,5,9.43,4668892.93661792,5097786.21516625,18.55259543297,68.8125270066
-1,1,5,1.65,4071318.86991932,4198655.05785107,5.4225859907,60.81579575424
-1,1,5,1.92,4736094.65739053,5243908.10523447,20.80467227165,70.03702454654
-1,1,5,2.8,4529437.42061087,4883129.10182717,14.74064059472,66.99996543305
-1,1,5,2.28,4086883.01041652,4279019.4913636,5.60998843543,61.54661336019
-1,1,5,3.3,4279643.46936871,4386678.20183923,9.19895696051,62.580061145
-1,1,5,2,4083151.30649904,4267340.61127379,5.55486961624,61.43957204562
-1,1,5,2.6,4079294.25583686,4313082.02613569,5.4239521927,61.84835258883
-1,1,5,4.5,4199854.52507438,4268194.45355663,7.73314192005,61.49720654731
-1,1,5,2,4275277.24335804,4448497.16005917,9.09788406688,63.13678406465
-1,1,5,2.8,4344831.21815197,4239854.77549401,10.44253644648,61.25883921701
-1,1,5,4.9,4523279.34727769,4889371.76214734,14.61141412279,67.06004699103
-1,1,5,1.8,4571464.29554004,4965467.86414396,15.86689037862,67.71345354124
-1,1,5,0.6,4466077.83789968,4835122.96965616,13.24618946059,66.59956741069
-1,1,5,3.3,4302178.55945189,4428166.36433151,9.63090058191,62.95569660345
-1,1,5,1.55,4105833.69612788,4084616.9060631,6.1732388052,59.80992811319
-1,1,5,2.3,4146000.59918285,4357940.6483017,6.64133433479,62.28558672229
-1,1,5,2.57,4194173.79236817,4377907.42636111,7.55072069842,62.48324250812
-1,1,5,4.4,4467112.58232183,4744920.70820462,13.16853174736,65.78478571666
-1,1,5,2.7,4545923.48686845,4904774.33056252,15.15447218397,67.18456788016
-1,1,5,5.5,4159334.72427636,4380133.7063326,6.87666263248,62.49085587549
-1,1,5,3.6,4096581.73099149,4159485.80744827,5.92835781456,60.47785573642
-1,1,5,3.2,4463232.3906368,4813390.07723921,13.15834274914,66.40448848519
-1,1,5,5,4225639.77131815,4400902.87424702,8.14550808734,62.69905196054
-1,1,5,3.85,4696659.00707004,5183820.20217466,19.55174916902,69.55168642701
-1,1,5,2.72,4526350.03975467,4902884.57174294,14.70420590562,67.18011457681
-1,1,5,3.6,4145663.64196347,4347643.16736458,6.64494650433,62.19278226011
-1,1,5,0.99,4146806.57705863,4347077.27319166,6.66733106525,62.18817907726
-1,1,5,4.9,4577716.41449743,4906084.90602425,15.88239249561,67.17348415813
-1,1,5,3,4582974.65890179,4963800.07123567,16.13122409354,67.68939087801
-1,1,5,4.25,4479742.6800157,4790760.25162806,13.49662953228,66.19303698006
-1,1,5,2.9,4115817.66478728,4133022.57141529,6.30316384219,60.24957835236
-1,1,5,5.5,4466365.35410997,4798713.42747066,13.21129406317,66.27066795696
-1,1,5,0.99,4324308.24900196,4272685.53770774,10.06200365932,61.55516293071
-1,1,5,2.3,4609458.58312579,5154294.82919086,17.26686121447,69.38274934327
-1,1,5,1.4,4616463.52696868,5155811.33226444,17.44646799807,69.38962548321
-1,1,5,2.5,4510901.84043835,4824132.63759213,14.23040044325,66.47853543114
-1,1,5,0.01,4095764.23428086,4158022.17408109,5.91517789078,60.46428369864
-1,1,5,2.2,4648275.07899472,5184232.17434778,18.33683023669,69.61238123996
-1,1,5,4.8,4128738.82294047,4122742.72868282,6.54511846963,60.16306275814
-1,1,5,5.5,4115243.9612271,4134905.76647598,6.29097091136,60.26623045803
-1,1,5,6,4141548.18949439,4150960.79673495,6.75040347573,60.42214980991
-1,1,5,30.2,4700603.32893612,5173400.41009533,19.60954124491,69.45327708754
-1,1,5,6.7,4401939.65509927,4482657.34889187,11.6134434214,63.43905947869
-1,1,5,0.87,4174472.44042042,4335809.81150821,7.20515915688,62.0976131329
-1,1,5,2.57,4089230.75040153,4192928.63258578,5.7568143526,60.77440652732
-1,1,5,0.9,4066939.05305902,4238496.07022323,5.29094313293,61.17100913675
-1,1,5,0.98,4437902.63651872,4642605.7463477,12.45070256736,64.87217339892
-1,1,5,1,4133381.28584935,4180027.17377739,6.57580372504,60.6799843907
-1,1,5,3.85,4265980.21100065,4116418.35848588,9.01226609122,60.14486342565
-1,1,5,2.85,4263011.13760795,4117008.75627613,8.95880732535,60.14979387171
-1,1,5,2.5,4621997.21307831,5091234.05390062,17.39076284523,68.80269479796
-1,1,5,4.99,4116850.60765938,3942474.82665956,6.49934519306,58.5383468945
-1,1,5,3.5,4087296.59105646,4265324.00317328,5.63461775191,61.4237804148
-1,1,5,2,4570677.74653578,5057704.22631341,16.05814090384,68.54582349097
-1,1,5,4.08,4256957.28774228,4058051.50451017,8.86793440102,59.6185072457
-1,1,5,3.1,4677796.91459301,5182054.18784805,19.07170644772,69.55896160303
-1,1,5,5,4104895.66966739,3972157.7683284,6.266821838,58.79945393084
-1,1,5,1.2,4542156.65131602,5040142.23066896,15.33274215763,68.4086509705
-1,1,5,1.35,4228512.77697135,4310418.09519701,8.24821642659,61.8846977828
-1,1,5,5,4289998.25799326,4309114.13405177,9.41291277652,61.88214054743
-1,1,5,3.1,4090079.7539545,4160393.74602211,5.80963248118,60.48260012672
-1,1,5,0.68,4096848.70906497,4099960.64119405,5.99755601974,59.94329362999
-1,1,5,0.97,4709631.50995802,5124719.64216586,19.64352084898,69.00550791291
-1,1,5,0.55,4708418.37022127,5125585.6638832,19.61715832447,69.01480244866
-1,1,5,0.99,4309565.60756817,4449711.70115819,9.77430314418,63.15021733279
-1,1,5,2.4,4617437.99061822,5074262.4183776,17.23125252592,68.65427183324
-1,1,5,3.7,4073265.54388809,4208625.71924151,5.44570564688,60.90647128437
-1,1,5,2.6,4545255.50280332,4907331.58488707,15.14401273213,67.20808046666
-1,1,5,0.01,4208334.96660163,3952760.04571733,8.0619937433,58.66215987403
-1,1,5,5,4100621.27463506,4338372.86321336,5.79623867417,62.08763287775
-1,1,5,0.15,4392990.98699688,4518150.4888753,11.45091650086,63.76084964232
-1,1,5,2.3,4076406.17622454,4201176.85187029,5.51249189764,60.84137653074
-1,1,5,1.4,4134106.58209055,4283839.11282434,6.48904908865,61.6137421373
-1,1,5,9.9,4146328.59376903,4283446.21892252,6.71866983257,61.6155047253
-1,1,5,2.9,4116633.90786694,3998978.58091473,6.44502881326,59.04573202508
-1,1,5,1.9,4673568.62488836,5168723.12043139,18.91667503812,69.4442585719
-1,1,5,3.4,4112767.96243301,4156350.42009257,6.2246547296,60.45775141812
-1,1,5,1.3,4478008.89935732,4721791.22237873,13.37787804819,65.57145657813
-1,1,5,1.1,4233307.4338409,4393488.72271682,8.29830401567,62.63400102687
-1,1,5,5.5,4479599.08783884,4720030.12257746,13.41000853624,65.55486922809
-1,1,5,1.8,4573744.18959909,4958854.63959442,15.90543174541,67.6520848935
-1,1,5,1.15,4275535.90947773,4217826.68965928,9.16094124246,61.05873165921
-1,1,5,2.3,4272621.79463606,4103643.84647103,9.13444076377,60.03069360013
-1,1,5,2,4241396.96466127,4455260.47416562,8.42638299128,63.19236621978
-1,1,5,1.55,4103104.40994903,4145999.92585699,6.06083239666,60.36001764861
-1,1,5,2.5,4139522.81928192,4346691.29723872,6.52859155178,62.18153709913
-1,1,5,4.3,4195444.22384131,4267007.33105906,7.65146421947,61.48522357471
-1,1,5,2.8,4618471.27735821,5073317.12010421,17.25357256297,68.64477845107
-1,1,5,1.7,4299993.06398207,4476370.14273465,9.58198430177,63.39019435939
-1,1,5,4.6,4091048.25348311,4096195.31827232,5.89830486325,59.90649658487
-1,1,5,5.5,4502030.42578497,4819010.98946819,14.02599823951,66.43709041349
-1,1,5,0.99,4130572.11843511,4095767.06064882,6.60250317244,59.92143418477
-1,1,5,1.8,4466332.42080757,4620728.17008189,13.02441876431,64.66478775898
-1,1,5,1,4482439.19569687,4635525.98205082,13.37525211535,64.79154649071
-1,1,5,2,4122513.98302879,4143156.83606526,6.41384453975,60.3437433568
-1,1,5,2.5,4497954.1700186,4748232.05190814,13.84038298861,65.80063235448
-1,1,5,12.7,4435384.51745207,4648058.92231824,12.40223456296,64.92216335348
-1,1,5,4.75,4163946.05479758,4375398.08360314,6.96985853171,62.45004440526
-1,1,5,1.7,4101130.88971331,4138561.96118824,6.03318049078,60.29220509157
-1,1,5,1.4,4102533.52405581,4165910.80310472,6.02920059878,60.53861942003
-1,1,5,5,4345450.09847616,4238121.82406439,10.45380863456,61.24319918514
-1,1,5,1.05,4244671.02625203,4056241.20913379,8.65144062144,59.60029231105
-1,1,5,4.35,4293827.18530407,4271489.97897149,9.49090437089,61.54352560166
-1,1,5,3.9,4506303.26212076,4790000.42164757,14.07929707397,66.17309975655
