"from","to","condutance"
437,439,3.74808183142223
437,579,0.479878014552666
439,611,0.613236451256123
440,761,16.4509440967973
442,578,0.687490115871756
443,444,2.92394345094035
443,445,5.80115205475482
443,446,7.15753956969101
446,682,1.53840307081534
446,829,5.40429018721935
447,618,8.67011953032916
448,788,2.33578312417115
451,452,3.00193620604775
451,658,4.84363998996414
452,551,5.29644278886826
452,644,10.5645929940481
453,454,2.11528120233674
454,823,8.00027095245714
455,456,4.78600939238637
455,467,4.70828411165312
457,458,2.30517870305013
458,758,2.27756158262221
459,467,5.06910949707625
460,461,1.68178350258329
460,653,22.0487580172776
461,785,1.31486533777087
464,465,5.05126020605321
464,471,17.9190257789903
465,472,14.3047921459637
466,612,10.6013972962268
467,783,4.20338895975346
467,786,3.87246749972184
469,773,3.6930420093253
469,778,2.24423113038372
470,473,3.52445125283085
470,786,1.96698917223612
471,834,7.25694195088084
474,475,7.12681669276694
477,484,12.1059515335466
477,804,0.984044100601828
478,479,7.21683444594425
479,483,6.78476981774645
479,484,1.22704262572026
481,482,4.39008834273813
481,487,13.9802779054056
482,483,8.613684454395
485,746,1.18625823837077
485,782,0.722819668579359
486,487,6.15064595378467
488,489,5.36588618751983
489,539,0.632254347389873
489,744,0.554235591472581
490,539,3.54851927456969
491,511,10.9666370628809
491,535,20.5806391249589
492,493,13.4328733407229
493,735,15.1279267920434
494,495,12.3421107122986
496,497,6.88876288142217
496,586,3.43432595590393
497,527,1.16035675636884
497,528,3.88318918579992
497,585,8.60562644591917
497,686,1.51405848447096
498,499,15.1867571665396
499,500,19.8912975615547
499,687,13.7404731308349
500,536,4.28438706745053
501,502,1.73357320574044
501,688,2.02538281284772
502,584,2.02234870810369
503,504,19.0850604055196
503,534,1.80421141724579
503,596,2.89985538584722
505,506,14.6369963426915
505,510,2.98236241300749
505,556,6.95692137349592
506,558,4.02513037671153
506,666,4.42202343241841
508,509,4.25252481799197
508,510,1.93019735992063
509,552,6.90346311831283
511,512,10.3713495665879
512,540,6.50644483260797
512,736,15.620998342378
513,514,2.76796013555719
514,515,2.93714317921882
515,516,6.63103096937436
517,518,3.26428451223008
517,629,14.7198700235722
518,519,4.53634065099484
521,522,1.16763691971415
521,523,1.05010242140238
521,643,1.39999161357273
522,854,2.6051910623405
524,564,0.368915142335169
525,526,6.29235966937533
525,529,6.80497355589158
526,615,3.41383639526899
526,668,3.24044877171083
528,529,4.22410853668007
530,531,5.67013590953971
530,676,14.9673093759036
530,719,2.53439696577295
531,670,8.37197499846728
532,533,1.46968903261058
534,577,7.07257164293271
535,615,1.0577700660973
535,787,4.32564087026114
537,538,5.40379838636825
537,669,8.7264943166719
539,654,0.806745916981445
539,678,2.4291732174877
540,541,3.97873147362942
542,592,4.0161308753889
542,606,0.840127030011575
543,574,1.28800284508778
543,625,10.9920891381181
544,547,4.75375064790099
544,587,8.99506615968539
545,546,4.74535990611445
545,553,9.15819262360093
546,548,9.43600954248454
547,548,8.48234533895518
548,550,4.78520204956844
548,589,7.50271382359088
549,550,8.00136101546464
549,610,2.80813065629151
550,609,8.59527753017799
551,604,19.9689354588822
552,600,3.91661304931475
553,554,2.82762925016069
553,590,16.346179942738
553,755,4.00860975638308
554,561,9.35614415581564
555,556,0.915742803135263
555,647,3.2471091492429
555,734,11.6431352634006
557,763,16.7361346824866
558,559,4.48077888767901
559,560,13.3626038587894
561,562,16.3322822931561
564,565,0.315337636980898
567,568,3.9350277406875
568,571,0.872206987097436
569,570,8.21299981952578
570,571,14.5210552787603
572,626,3.10026070777
573,574,3.99601419370387
573,754,1.22107424468051
575,576,8.82043864282666
575,632,5.42816423251803
576,659,2.92587684286324
577,677,2.6406013601693
578,611,0.428614918182712
580,581,3.45958430845705
580,582,2.63928948402745
584,585,7.52479229782038
584,615,8.2071697146583
586,685,8.77743117795414
587,588,3.75515323005453
588,733,1.37572850152693
589,644,7.17652759139518
590,591,4.78307961956529
592,593,2.71976425992888
594,595,4.12508890974377
594,624,6.06434955232358
594,670,9.36097845191454
595,675,2.3826651463036
596,675,6.58324963828002
596,690,5.34457088391291
597,608,10.1157216652304
598,599,8.89805168055444
599,600,5.33503976704706
601,656,15.4497158759984
602,603,8.11790770520038
602,753,73.0075528832914
603,656,3.93890341510747
607,608,6.26822871606639
612,613,14.8718819445635
616,623,7.94234249331344
617,618,4.91201208579737
618,621,5.98070397552147
619,620,7.89446408246477
620,621,3.42611084102939
622,623,1.01358010237211
622,853,15.829760602498
625,627,2.67704882117481
627,628,4.42475513706181
629,849,11.1584590595158
630,631,2.96481047910565
630,655,7.97681861815507
631,660,5.41284357617817
632,633,4.4125719809842
633,634,18.7636239314641
634,665,2.31053084193993
636,637,0.60470319322888
637,638,2.92797130762114
639,640,0.821909786242549
643,852,12.0149061806396
645,646,1.6049549932732
648,649,1.90881352392463
650,651,3.20163486485882
650,699,7.47233792826772
651,725,1.00690681484633
652,653,3.44567164446687
652,696,0.644507446843153
653,792,14.8193948543959
653,795,17.133542730817
654,689,20.8718156360442
656,657,2.52388676227183
657,658,14.4646633583271
659,660,6.4399949783221
661,663,2.69637102731637
661,667,12.2417556990549
661,684,10.0528743446413
661,732,4.92534525765497
662,663,4.42889612254489
664,665,1.2014837562173
664,666,12.2197743506358
668,674,3.26556279827305
669,685,10.5333439764877
669,686,2.72625920727474
671,672,10.2468359079532
671,686,4.52653970063373
672,673,19.87861697527
676,686,4.50743544122497
678,687,3.18371433986434
680,838,8.36168294473666
681,682,1.85863238154945
683,684,5.24226964965683
683,752,11.1968384840695
692,722,1.71761227789715
693,694,0.486977362072386
693,726,0.99039848980717
694,695,18.7582738915615
695,724,1.54896887613793
696,697,2.53217045434308
698,699,5.22709833550517
698,700,19.6767004130312
700,702,10.0261460985401
701,702,5.45092270054215
701,703,1.50480782491625
703,704,7.22510402387098
704,726,4.05638623507785
705,706,1.04563755527819
705,828,2.67882420570664
706,707,1.15821139252397
707,708,2.10044123375591
707,709,0.944389101368439
707,724,0.564933189783967
708,724,0.532019938143763
708,825,6.41834668198842
709,710,15.0161123923636
710,711,7.22600805747209
712,713,13.5832568589745
713,729,0.869386789754877
714,715,10.4533026617226
714,843,12.915221516342
715,716,2.11276445479864
716,838,7.04015622462994
722,840,2.22565452138697
724,727,1.56918778277165
724,728,2.34879342756267
727,728,4.57523411103423
729,730,0.693104860384842
730,839,11.3462707025809
731,830,1.65134374410237
733,734,11.4494711345274
737,738,3.28999477017306
740,741,0.921198796364653
740,746,0.615207732564808
740,842,1.27676682020535
741,747,2.91998100858252
742,743,0.958844068633559
742,745,1.64920472401736
742,809,3.76323589368508
743,747,1.29971625664325
744,745,0.93970561691443
744,837,4.91375923325842
745,808,4.35271134505338
747,831,2.18545904548576
747,847,10.3365244138312
748,749,6.30014445207767
748,811,0.759281024009306
748,812,3.18549772970611
751,752,2.14600854747812
755,796,2.92982599505114
757,758,0.910477438988877
758,836,1.30174793438422
759,799,47.0845845699767
761,762,14.2376218795431
762,803,18.6785521224608
763,764,14.4390808729213
770,771,2.76877148045058
770,772,1.6157102953064
775,776,1.2223263980206
778,779,17.4256717832896
778,780,0.732385777759638
783,791,9.04172127811035
788,789,0.712046165766682
793,794,12.0936459228315
794,795,4.12397335570697
796,797,3.27256381905605
797,798,15.4861756816536
801,802,15.52515842115
802,803,18.4699626415545
814,815,2.79664343174525
815,816,4.11195884167658
817,818,1.49297514141168
820,821,8.85448167537249
821,827,0.553175115316985
821,835,3.64321735863569
830,844,2.98477774445257
849,850,1.46515595177699
850,851,14.9666063160315
851,852,16.3454370962128
