NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
-24.427456   9.760859   2.287940   0.860328   4.631235   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.283563   9.592718   2.760254   0.838580   4.433522   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.909924   9.110112   3.161298   0.816335   4.228304   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.249711   9.413145   2.967884   0.748613   3.970154   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.550774   9.654766   2.855705   0.863755   3.714599   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.406878   9.367881   2.666154   0.818288   3.521160   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.447893  10.705225   2.623029   0.742063   3.374978   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.673611  10.229086   2.820624   0.613216   3.164075   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.460115  10.654764   2.707319   0.609859   2.885776   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.425499  10.423402   2.834186   0.550260   2.858430   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.644042   9.884886   2.767747   0.550357   2.940114   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.885979   9.813189   2.685786   0.556988   2.860155   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.807243  10.255194   2.613232   0.587023   2.828926   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.785540  10.228739   2.492545   0.687353   3.068804   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.560409  10.781866   2.395499   0.692389   3.269206   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.433121   9.871323   2.373928   0.831692   3.395503   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.827435  10.000164   2.087648   0.857257   4.064274   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.769698   9.916892   1.932354   0.845610   4.121586   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.013319   9.660924   1.530185   0.853559   4.179610   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.976940   9.646960   0.996714   0.850622   4.116211   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.086068   9.686314   0.657905   0.849376   4.067760   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.582736   9.520660   0.736093   0.790752   4.128610   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-30.041907   9.566145   0.821276   0.843012   4.214320   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.455419   9.395757   0.577417   0.872587   4.362929   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.470374   9.950074   1.180277   0.823549   4.485464   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.665421   9.968600   1.761957   0.841378   4.358144   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.115761  10.001433   1.784553   0.842280   4.607758   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.566059   9.925134   1.768839   0.835591   4.597925   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.705695   9.802811   1.872949   0.839440   4.358558   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.757677   9.379567   1.681125   0.771865   3.993781   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.461010   9.833748   0.983848   0.752488   3.315747   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.824303  10.969963   1.290823   0.895323   3.352921   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.875924  10.708845   1.365017   0.856210   3.206690   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.230848  10.400398   1.501821   0.804008   2.764821   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.379850   9.240871   1.590233   0.790413   2.492077   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.341003   9.310194   1.541722   0.793391   2.617186   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.341701   9.539862   1.764315   0.884753   3.678799   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.664462  10.254416   1.929471   0.984172   4.280073   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.405538  10.573012   2.488675   1.162937   4.095743   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.546534  11.948533   1.815363   1.011707   4.316160   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.666866  11.850781   1.922471   1.007427   4.371618   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.666588  11.756944   1.949545   1.008666   4.334682   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.687040  11.798261   1.861322   1.006950   4.391607   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.625807  11.767366   2.072988   1.012869   4.175927   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.765089  11.634463   1.968547   1.008412   4.231885   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.837103  10.604515   2.888933   0.988038   4.287945   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.121775  11.048665   2.735717   0.996489   4.412666   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.242236  10.798144   2.244979   1.157286   4.299313   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.092426  10.265211   2.163375   1.000507   4.046807   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.091825   9.825575   2.089537   0.989585   4.109501   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.975762   9.815518   1.699688   0.982846   3.985542   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-32.955255   9.177597   1.582163   0.984328   3.668527   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-32.028486   9.443285   0.709807   0.884324   4.098662   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.878437   9.096911   1.098731   0.871725   4.268309   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.057567   9.940989  -0.141980   0.822090   3.366965   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.594599  11.010314  -0.348944   0.745131   3.484783   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.763173  10.911940  -0.049359   0.731798   2.704868   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.147901  11.355707   0.480094   0.643650   1.646191   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.791019  11.465169   0.738010   0.675400   1.483876   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.418607  10.856817   0.550683   0.699958   2.195755   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.112104  10.108811   0.812063   0.837131   3.597108   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.973041  10.170345   1.913865   0.870478   4.352789   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.491084  11.136432   1.349992   0.817673   4.289561   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.764464  12.071491   1.812999   0.824453   4.613809   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.253560   7.976999   2.387504   0.814662   4.829448   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-11.483933   8.556533   2.143815   0.999520   5.027966   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-7.275093  6.396877  1.630411  1.106146  3.291173  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-7.433718  6.333823  1.317245  0.983843  2.689127  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-7.517336  5.918698  1.159000  0.974908  3.287531  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-7.493770  5.579913  0.588773  0.981759  3.725876  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-11.410219   9.398355   0.460155   0.981817   4.998452   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.204786  10.573823   1.780314   0.973850   4.691750   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.986276  10.701715   1.854448   1.136055   4.259136   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.485866   7.988648   1.856211   0.984315   4.534992   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.357119   8.119475   1.779536   0.984218   3.999761   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.362137   7.980615   1.969337   0.986755   3.223161   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.463199   9.396000   1.688658   0.964625   3.552196   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.675766   8.053385   1.461516   0.931407   3.235242   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-6.990990  5.162282  0.813549  0.913891  2.270544  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-5.266009  5.628958  0.582207  0.865159  2.438800  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-5.245503  4.790264  0.586404  0.852284  2.628093  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-5.852752  6.087088  0.813692  0.802110  2.085488  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-8.879469  6.299772  0.941409  0.785463  2.102197  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-11.544002   6.373731   0.907890   0.842541   1.845622   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-12.049087   4.844070   1.045121   0.924562   2.181571   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-18.432618   9.246064   0.890712   0.892389   4.546025   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-13.542717   8.168566   1.046401   0.896798   5.296837   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-14.939687   7.754861   1.421345   0.956041   5.408281   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-10.852872   6.463888   1.579933   0.892855   5.728233   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-8.880473  4.342662  1.720185  0.890622  4.789734  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-8.972275  4.110553  1.284345  0.994204  4.530161  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-8.907042  3.027349  1.641235  1.078559  4.627856  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-8.971509  4.338230  1.535724  1.137287  5.754228  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-9.382410  4.614759  0.750365  1.030835  5.697289  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-24.774247   4.924416   0.632583   1.151551   5.375615   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-30.236030  11.063296   0.091829   1.424039   4.266075   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-31.322538  10.881524  -0.257668   1.404692   4.165386   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-33.318658   9.974759  -0.226372   1.735033   4.130269   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-31.895042   9.963442  -0.419557   2.439852   4.184581   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.507754   9.713327  -0.489399   2.437543   3.052770   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.937583   9.265398  -0.371529   2.510330   3.015676   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.723427   7.910395  -0.520818   2.156474   4.191215   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.625002   8.867663   0.794818   1.301774   3.538418   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.248657   9.087018   0.726435   1.245569   2.597296   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.693168   9.408822   0.590416   1.125654   2.289927   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.523756   9.104068   0.717591   1.131113   1.389258   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.202719   9.866720   0.717684   1.114748   1.186231   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.987813   9.099995   1.045896   1.111057   1.598553   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.722114  10.334361   1.950879   2.398830   3.633205   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-30.591325   9.675152   2.669886   1.342676   4.221376   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.199950  10.133356   1.873461   1.378082   4.057176   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.510229  10.330920   2.306280   1.276503   4.181746   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.100972  10.048787   2.418862   1.155623   4.152614   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.663206  11.937695   1.718609   1.359886   3.126946   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.161598   9.543074   1.638279   1.509513   4.053179   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.450934   9.529425   1.889678   1.531735   4.039453   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.098812   9.538640   1.709526   1.166498   4.045871   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.323595   9.478004   1.659097   1.241305   4.049655   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.034083   9.622847   1.654334   1.346209   4.038580   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.829291   9.684619   1.674424   1.371525   4.021114   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.011247   9.530485   1.896335   1.526071   4.005881   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-28.021813   9.513948   1.964083   1.379759   3.854449   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.961694   9.598379   1.796893   1.352853   4.152229   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.654505   9.652082   2.411676   1.379560   4.818976   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.882411   9.421210   1.844675   1.160213   4.211055   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.552825   9.747560   1.361947   1.160213   4.047539   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-29.724772   9.376623   1.661951   0.651573   3.441649   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.195007  10.608780   1.710056   0.749493   3.359640   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.824526  10.290663   1.934037   0.610990   3.228650   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.231279  10.378821   1.777686   0.600099   3.147403   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.273509  10.535971   1.598636   0.600270   2.329843   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.590851  10.434946   1.851385   0.659311   2.663169   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.171395   9.484459   1.508472   0.860486   3.649127   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.634173   9.177569   1.870590   0.856001   4.303303   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.258093   8.647766   2.534456   1.033610   4.862400   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-24.903747   9.793975   2.229099   1.033017   4.987770   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.419203  10.652312   2.492163   1.185534   5.275771   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.663687  10.504542   2.394218   1.186758   5.332762   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-22.620129  10.731569   2.218177   1.163761   5.306443   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-23.549823  11.523735   2.069006   0.941234   4.442488   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.702509  10.872601   1.762412   1.087786   4.288017   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-27.048756  10.490875   1.750095   0.998022   4.174856   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-26.784456  10.429214   1.691718   0.974445   4.168584   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
-25.978318  10.545954   1.678684   0.922485   3.741239   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
