NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
 -533.650455  1312.770502   290.938300 -1370.756486 -1280.865735     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -543.348727  1214.230582   303.654550 -1345.336151 -1239.181303     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -253.343554  1080.614993   325.640435 -1296.226602 -1315.363525     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -120.434673  1064.908910   296.600837 -1298.705819 -1288.506182     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -121.824537  1067.808260   300.105137 -1291.043549 -1333.785986     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -114.233848  1112.112839   310.090365 -1296.238290 -1386.172566     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -355.898324  1148.649566   336.439404 -1329.231605 -1285.072916     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -364.528198  1396.687658   307.954275 -1380.902965 -1574.504304     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -180.144377  1699.714130   338.443117 -1393.367437 -2109.856479     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  -74.658852  1807.097551   309.716370 -1376.890288 -2429.006201     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   60.519004  1324.849820   278.222357 -1408.801865 -2460.717011     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   51.700510  1015.322339   340.099973 -1427.702388 -2453.256597     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   75.010034   832.660232   311.307140 -1438.404289 -2464.657478     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   86.139030   712.478738   289.046516 -1428.903240 -2447.814314     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  102.457636   645.593847   284.160696 -1429.059694 -2417.504239     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  135.267342   546.601892   268.967273 -1427.628122 -2419.058168     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  167.771199   451.327770   275.200078 -1421.405939 -2401.265052     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  166.541645   441.219429   278.890064 -1408.462434 -2388.637946     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  135.164886   511.746156   282.545762 -1417.359746 -2390.097451     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  118.326405   598.953135   287.360337 -1414.558320 -2383.650270     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   57.513381   815.301424   305.506598 -1406.953805 -2456.153312     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   65.760294   900.173899   297.965556 -1400.423621 -2464.415901     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   65.097357  1167.360724   300.004673 -1387.032356 -2500.812431     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   87.879384  1539.927247   411.122565 -1396.763719 -2330.412763     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -197.417141  1695.866909   452.174155 -1372.373667 -1959.981282     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
