"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
76,2568,6184,2775,3867,3784,57329,1007,7623,23577,5313,2696,6521,10253
77,2593,7423,2917,3870,4130,61067,1084,7940,24638.5,5829,2812,6500,10384
78,2787,8336,2956,3945,4812,66449,1258,8319,27792,6999,3597,7057,10511
79,3007,8979,3089,4102,5574,72215,1487,8760,33223,8972,3996,7354,10882
80,3047,9141,3035,4241,6147,75513,1753,9046,36930,9945,4042,7428,10909
81,3049,9298,3088,4247,6278,76605,1874,8904,38776,10201,4041,7385,10925
82,3002,9383,3297,4264,6296,76657,1957,9074,39711,10140,4056,7338,10926
83,2989,9418,3386,4270,6296,76524,1958,9103,40061,10036,4051,7304,10911
84,2991,9344,3272,4336,6281,76440,1884,9063,40207,9920,4046,7254,10894
85,2971,9353,3193,4318,6288,75499,1895,9064,40434,9955,4044,7224,10896
86,2970,9272,3267,4300,6315,73660,1904,9075,40796,10239,4037,7200,10914
87,2969,9245,3398,4313,6306,72316,1942,9110,41399,10367,4034,7129,10956
88,2971,9121,3269,4316,6357,72716,1943,9162,42032.5,10350,4030,7095,10990
89,2982,9094,3309,4317,6439,74819,2002,9182,42810,10229,4033,7052,10984
90,2980,9115,3259,4303,6393,74926,1903,9091,41872,10003,4035,6778,10963
91,2963,9211,3319,4292,6370,74402,1855,8874,39575.5,9766,4016,6719,10917
92,2926,9205,3141,4244,6329,71587,1596,8312,36154.5,9172,3992,6544,10850
93,2920,9019,3089,4223,6140,68170,1507,8133,33284.5,8512,3824,6433,10696
94,2881,8812,3117,4135,5739,66892,1179,7923,29828,8038,3655,6335,10324
95,2739,8603,3050,4076,4887,63927,1068,7612,26741.5,7008,3270,6167,10240
96,2514,8297,2736,4027,4613,58141,1058,7302,26264,5954,2808,5103,10231
97,2486,8323,2707,4015,4490,56298,1068,7149,26171,5692,2707,5054,10196
98,2488,8183,2706,3971,4278,56306,1077,7155,26107,5402,2686,4950,10176
99,2494,8159,2697,3952,4262,56468,1070,7170,25404.5,5363,2693,4989,10150
100,2495,8321,2750,3931,4645,57598,1119,7271,25061,5404,2846,5003,10147
101,2570,8293,2851,3948,5213,60662,1238,7716,26071,5816,2942,5203,10192
102,2812,8377,2965,4024,5909,67756,1462,8181,29037,6996,3902,5557,10334
103,2846,8959,3221,4134,6407,73421,1987,8695,33723.5,8859,4016,5879,10648
104,2858,9011,3269,4215,6481,76450,2394,8992,38281,9933,4093,5963,10699
105,2842,9211,3295,4226,6549,76082,2400,9080,39434.5,10267,4103,5994,10711
106,2846,9223,3289,4234,6530,75779,2400,9101,39911,10497,4113,6012,10700
107,2840,9174,3297,4218,6520,76100,2412,9057,39984.5,10898,4132,6015,10679
108,2848,9140,3302,4265,6554,75890,2434,8999,40132,11055,4142,5979,10663
109,2853,9045,3320,4252,6489,75056,2420,8979,39897.5,11085,4157,5937,10667
110,2872,9002,3367,4254,6490,73988,2412,9036,40051,11135,4168,5940,10698
111,2879,9046,3379,4240,6491,74177,2384,9160,41615,11166,4192,5858,10730
112,2899,9213,3353,4231,6451,75733,2411,9200,42638,11189,4204,5873,10757
113,2900,9175,3313,4190,6450,77796,2409,9224,43593,11273,4218,5869,10774
114,2915,9109,3360,4202,6396,76763,2384,9110,42748.5,11143,4236,5862,10772
115,2894,9228,3304,4210,6409,76178,2209,8916,40636.5,10952,4242,5841,10723
116,2903,9187,3204,4178,6383,74083,1566,8481,38295.5,10629,4224,5700,10645
117,2852,8782,3101,4180,6271,70611,1454,8239,35204.5,9849,4157,5502,10597
118,2809,8685,3001,4118,5878,68800,1208,8021,31940.5,9077,3761,5333,10260
119,2571,8330,2939,3962,5374,64746,1142,7677,29558,8383,3156,5225,10204
120,2435,7948,2831,3898,4669,58128,1114,7675,29112.5,7734,3200,4967,10247
121,2434,7871,2806,3889,4434,56352,1122,7609,28073.5,7336,3155,5002,10255
122,2396,7644,2804,3886,4190,55241,1103,7595,27333.5,7145,3114,4968,10266
123,2388,7596,2814,3884,4195,54488,1103,7602,27164.5,6870,3080,4970,10290
124,2392,7667,2837,3960,4237,55658,1107,7649,27042,7005,3091,5050,10343
125,2403,7876,2801,3944,4566,59007,1171,7853,28610.5,7495,3197,5119,10440
126,2511,8072,2957,4017,5226,63107,1250,8001,32442.5,8944,3383,6044,10547
127,2717,8899,3155,4128,6112,65933,1578,8222,35888,10442,3390,6339,10890
128,2814,8767,3406,4135,6083,69355,1730,8535,38717.5,10898,3773,6537,10941
129,2823,8945,3432,4153,6231,69004,1759,8763,38908,11039,3952,6652,10993
130,2812,8940,3339,4161,6269,68511,1910,8835,39353.5,10991,3979,6696,11068
131,2812,8914,3441,4224,6273,68919,1914,8806,39916.5,10864,3954,6705,11075
132,2808,8915,3462,4248,6258,68744,1905,8751,40225,10877,3931,6692,11072
133,2814,8828,3485,4248,6231,68232,1803,8840,39944.5,10958,3926,6677,11078
134,2819,8863,3585,4237,6248,66983,1844,9043,39516,11052,3916,6730,11110
135,2820,8876,3615,4229,6437,66711,2023,9250,40540.5,10952,3914,6756,11151
136,2851,8901,3578,4211,6450,68688,2461,9387,41786.5,11020,3930,6803,11186
137,2856,8914,3751,4208,6465,70151,2456,9421,43331.5,11260,3932,6812,11207
138,2855,8959,3778,4171,6432,69766,2177,9334,42863.5,11195,3927,6837,11208
139,2858,8975,3759,4177,6407,69723,1848,9026,41061,10389,3903,6775,11170
140,2846,8902,3738,4192,6326,68085,1599,8541,38566.5,9031,3782,6560,11051
141,2848,8535,3812,4155,6038,65423,1466,8398,36118,7902,3698,6468,10915
142,2834,8484,3666,4169,5908,63540,1352,8242,32750.5,7572,3453,6187,10540
143,2760,8219,3440,4145,5206,60874,1210,7894,30132,7346,3172,5860,10485
144,2637,8205,3563,4197,5422,57829,1139,7991,29525,6719,2685,5350,10590
145,2629,8232,3678,4135,5340,56105,1149,7906,29128.5,6316,2517,5341,10572
146,2638,8238,3673,4064,5177,55149,1155,7991,28390.5,6216,2498,5273,10546
147,2638,8258,3624,4062,5276,54324,1158,8054,27284.5,5955,2522,5264,10542
148,2866,8320,3621,4076,5359,54868,1227,8148,28206,5585,2522,5309,10557
149,2870,8367,3534,4142,5554,58843,1463,8409,30230.5,6009,2963,5676,10600
150,2884,8615,3854,4245,6101,64807,2204,8922,35344.5,7192,3934,6190,10840
151,2908,8827,3913,4440,6222,70236,2377,9322,38208.5,8409,4060,6449,10899
152,2823,8847,3826,4490,6315,72415,2525,9551,39276.5,9157,4122,6563,10913
153,2910,9079,4041,4462,6396,72003,2528,9606,40383,9586,4201,6636,10905
154,2905,9088,4076,4443,6419,71868,2509,9606,40180.5,9719,4226,6634,10812
155,2893,9079,4034,4440,6447,71895,2543,9593,40010,9595,4240,6614,10772
156,2832,9043,3950,4479,6436,71249,2544,9559,39696.5,9431,4230,6802,10809
157,2785,9012,3997,4508,6371,70484,2549,9511,39314,9239,4215,6758,10795
158,2897,9009,3989,4503,6360,68725,2568,9541,39722.5,9382,4216,6734,10831
159,2903,9010,3886,4476,6405,67453,2588,9691,40874.5,9646,4224,6746,10854
160,2907,9042,4036,4456,6398,67446,2647,9768,42393,9781,4219,6796,10880
161,2911,9046,4001,4430,6399,70054,2644,9760,43705,9929,4218,6795,10872
162,2912,9024,3742,4368,6408,70290,2610,9672,42856,9878,4210,6786,10858
163,2913,8999,3839,4346,6397,69786,2578,9444,40970,9406,4173,6785,10834
164,2889,8973,3643,4309,6348,66363,2397,9157,39134.5,8588,4077,6627,10782
165,2884,8851,3663,4296,6169,63304,2323,8961,37103.5,7895,4014,6484,10726
166,2869,8823,3504,4272,5925,61949,2194,8808,34087,7709,3451,6273,10657
167,2871,8646,3569,4240,5610,59521,1744,8460,31375,7446,2814,5935,10442
168,2646,7975,3496,4122,4899,58516,1749,8063,30450.5,7619,2615,5167,10385
169,2641,7867,3449,4109,4782,56658,1548,8033,30513,7005,2531,5082,10361
170,2639,7878,3419,4083,4719,55733,1551,7967,29597.5,6521,2528,5071,10369
171,2644,7840,3370,4097,4668,55339,1545,7975,28920.5,6180,2545,5068,10367
172,2616,7888,3315,4101,4724,56015,1549,8044,29158.5,6197,2564,5175,10388
173,2859,8094,3321,4127,5003,58996,1818,8307,31560,6362,2965,5422,10583
174,2871,8643,3324,4223,5734,64046,2150,8599,34992.5,7151,3719,6293,10666
175,2880,9099,3456,4352,6249,67969,2534,9040,37151,7823,4046,6733,10801
176,2890,9119,3485,4413,6293,70088,2909,9314,39477.5,8162,4101,6849,10851
177,2887,9191,3510,4427,6349,71148,2911,9384,39762.5,8461,4104,6908,10852
178,2883,9183,3486,4485,6424,71106,2944,9349,39304.5,8622,4103,6907,10831
179,2886,9143,3474,4491,6445,71112,2934,9300,39414.5,8648,4105,6900,10790
180,2881,9100,3473,4465,6457,69664,2933,9167,39884,8429,4098,6888,10738
181,2881,9011,3483,4462,6387,68132,2786,9130,39735,8339,4096,6853,10695
182,2912,9145,3411,4447,6388,66436,2780,9042,39295,8678,4095,6858,10676
183,2923,9164,3507,4426,6488,65407,2776,9158,39773,9126,4098,6793,10696
184,2920,9171,3539,4387,6530,65724,2923,9270,41128.5,9287,4097,6838,10711
185,2919,9164,3551,4359,6541,69104,2931,9341,41958,9656,4094,6846,10713
186,2915,9153,3460,4358,6523,69209,2916,9290,41396.5,9661,4081,6832,10709
187,2910,9118,3426,4357,6460,68535,2884,9116,39508.5,9314,4048,6841,10674
188,2885,8756,3438,4316,6393,65048,2338,8837,36973,8725,4046,6517,10596
189,2885,8410,3378,4289,6165,62694,1877,8725,35248.5,8259,3956,6406,10513
190,2882,8385,3301,4281,5609,61351,2188,8432,32794,7994,3630,6226,10373
191,2872,8255,3363,4278,5146,58611,1710,8162,28524.5,7574,3467,6079,10285
192,2711,7857,3394,4198,4901,55747,1557,7872,28175,5721,3032,5919,10089
193,2702,7895,3438,4157,4827,54221,1542,7850,28339,5269,2868,5928,9991
194,2698,7841,3576,4123,4769,53030,1542,7819,27341.5,5062,2874,5980,9957
195,2695,7976,3550,4116,4898,51675,1605,7841,26390,4964,2890,6015,9899
196,2670,8012,3691,4114,5022,51490,1609,7882,25862,4986,2899,6048,9864
197,2693,8016,3720,4132,4971,51416,1608,7946,26010,5009,2895,6210,9914
198,2711,8303,3720,4120,5155,52946,1698,8080,27846,5280,3026,6457,9977
199,2780,7980,3762,4193,5926,55242,1891,8537,29148.5,5887,3170,6694,10040
200,2804,8442,3855,4248,6338,57949,2327,8862,30616,6857,3301,6888,10060
201,2907,8559,3844,4307,6584,59666,2385,9131,32986,7572,3425,7024,10046
202,2919,8705,3895,4320,6590,61126,2469,9217,34200.5,7804,3499,7143,10055
203,2932,8753,3943,4324,6612,61925,2473,9241,34873.5,7867,3512,7204,10079
204,2935,8785,3938,4343,6536,62344,2479,9268,35022.5,7975,3481,7299,10094
205,2937,8777,3933,4350,6487,61734,2483,9222,34974,8092,3321,7310,10101
206,2997,8813,3990,4365,6519,59885,2483,9161,35168,8164,3323,7451,10119
207,3007,8883,3958,4374,6418,57950,2541,9314,36580,8298,3373,7593,10171
208,2919,8915,4130,4364,6511,57530,2563,9491,38875.5,8484,3423,7667,10209
209,2933,8985,3985,4353,6483,60896,2564,9674,41050,8770,3445,7737,10268
210,2954,9110,4013,4325,6494,63104,2586,9711,40344,8871,3373,7653,10391
211,2941,9520,3888,4300,6285,63382,2554,9623,37544,8751,3317,7616,10537
212,2848,9683,3908,4279,5911,59768,2457,9080,35388,8268,3297,7577,10641
213,2780,9511,3715,4253,5435,57683,1814,8968,32637,7765,3315,7472,10732
214,2758,8766,3869,4208,5018,57506,1857,8977,29419.5,7193,3266,7446,10672
215,2707,8221,3737,4187,4379,55756,1447,8663,26330.5,6811,2965,7356,10649
216,2774,7391,3656,4154,4778,51316,1175,8808,25640.5,5197,2532,6885,10683
217,2734,7301,3495,4172,4060,50370,1076,8790,25642,5123,2318,6338,10758
218,2716,7053,3483,4178,3594,50425,1069,8818,25003,5067,2295,5950,10834
219,2670,6919,3537,4173,3429,50366,1077,8866,24298.5,4662,2273,5710,10944
220,2644,6827,3509,4150,3478,50698,1086,8971,23914,4549,2271,5501,11032
221,2654,6862,3535,4149,3571,50906,1124,9135,23798,4656,2274,5406,11120
222,2587,6845,3504,4183,3525,49902,1253,9376,24474.5,4914,2317,5648,11189
223,2626,6950,3755,4217,4441,52966,1380,9658,26167,5242,2330,5805,11293
224,2648,7407,3881,4281,4845,56499,1467,9827,27305.5,5749,2718,6169,11334
225,2669,7810,3733,4342,5190,60703,1583,9912,30285.5,6689,2714,6388,11426
226,2778,8374,3685,4378,5505,64165,1648,10070,32497,7401,2817,6429,11326
227,2805,8493,3758,4404,5553,66874,1619,10210,33770.5,7699,2972,6484,11158
228,2808,8490,3704,4408,5529,67941,1615,10224,35175,8018,2848,6583,10979
229,2798,8450,3898,4413,5509,66543,1611,10212,35705,7990,2735,6723,10847
230,2830,8640,3838,4420,5562,63842,1610,10309,36281,8057,2852,6797,10776
231,2827,8754,3700,4440,6041,61498,1749,10374,37382.5,7925,3052,6896,10762
232,2914,8832,3697,4469,6133,61608,2043,10645,39943.5,8178,3527,6962,10758
233,2910,8897,3777,4447,6244,64194,2136,10772,41044,8807,3529,6950,10748
234,2909,8953,3759,4457,6186,64946,2141,10736,39450,8976,3504,6928,10730
235,2862,8887,3533,4478,6030,63744,1980,10537,36084,8814,3317,6920,10699
236,2800,8760,3611,4445,5900,62682,1752,10262,33661.5,8510,2873,6909,10651
237,2766,8546,3548,4431,5848,60694,1657,10125,30573,8194,2599,6772,10598
238,2655,7852,3286,4397,5210,60552,1585,9935,27912,7676,2418,6436,10544
239,2615,7318,3223,4328,3971,57443,1426,9430,24269.5,7113,2418,6250,10248
240,2625,7431,3057,4325,5084,55414,1081,9324,25378.5,6278,2250,5690,10278
241,2618,7211,3029,4277,4874,55092,1028,9282,25046,5644,2044,5447,10253
242,2588,6792,3093,4219,4505,55029,1040,9131,24827.5,5440,2028,5397,10291
243,2569,6601,3070,4192,4117,55683,1022,9112,25165,5302,2024,5501,10343
244,2584,6730,3233,4221,4483,57138,1041,9251,25212.5,5268,2038,5610,10418
245,2684,7301,3279,4289,5233,60365,1089,9574,25432.5,5755,2518,5917,10564
246,2778,7879,3339,4300,5509,67924,1345,9859,29270.5,6993,3191,6917,10953
247,2874,8603,3392,4469,5980,74215,1550,10317,34802,8729,4034,7267,11030
248,2874,8752,3587,4498,6156,78421,1704,10466,38143,10007,4059,7362,11111
249,2876,8902,3475,4504,6182,80350,1616,10292,39567.5,10168,4001,7390,11198
250,2853,8795,3535,4510,6168,81791,1589,10261,40081,10196,3820,7469,11279
251,2835,8694,3588,4492,6107,83127,1622,10248,39871.5,10373,3571,7506,11391
252,2776,8614,3627,4528,5923,84055,1594,10173,39724,10409,3359,7496,11491
253,2769,8353,3648,4525,5884,83767,1594,10188,38816,10428,3356,7596,11598
254,2778,8317,3509,4531,5784,82204,1590,10313,38439,10392,3214,7734,11622
255,2798,8383,3695,4525,5926,81002,1684,10509,39392,10329,3255,7892,11661
256,2810,8544,3644,4528,6029,80940,1710,10613,39872,10257,3381,8043,11668
257,2858,8761,3534,4529,6236,84019,1589,10712,40403,10158,3267,8184,11628
258,2810,8602,3455,4489,5986,85109,1522,10723,39626,9725,3103,8227,11548
259,2666,8213,3264,4503,5186,84583,1360,10534,36435,9182,2575,8240,11401
260,2607,7793,2965,4417,4475,81640,1250,10229,34298.5,8536,2645,8029,11041
261,2617,7325,2933,4393,3915,78506,1028,9989,30924,7965,2558,7973,10962
262,2551,6660,2763,4319,3535,77189,996,9858,27481,7373,2504,7975,10859
263,2495,5602,2420,4193,2514,76570,944,9653,24868.5,6518,2539,7726,10679
264,2327,4672,2245,2865,1992,75805,774,9335,24421,5702,2549,6531,10394
265,2286,4318,2304,2917,1771,74917,799,9250,24503,5379,2504,6283,10326
266,2287,4138,2256,3098,1686,73899,829,9321,23801.5,5230,2583,6339,10309
267,2336,4302,2588,3730,1772,73186,959,9494,23354,5276,2666,6596,10339
268,2418,5229,2891,4010,2469,73094,947,9699,23255,5269,2874,6909,10430
269,2623,6702,3363,4154,4166,73380,1090,10147,24112.5,5547,3644,7388,10526
270,2728,8485,3511,4178,5131,78664,1370,10537,28580,6577,3491,8071,10954
271,2938,9264,3601,4276,5919,82712,1648,11049,35106.5,8454,3518,8219,11056
272,2929,9346,3723,4266,5968,85843,2102,11279,37397,9580,3598,8159,11104
273,2933,9456,3856,4288,6070,83829,1716,11236,36905.5,10084,3624,8146,11070
274,2910,9493,3849,4277,6064,83057,1913,11262,36658.5,10261,3770,8065,11019
275,2918,9514,3746,4282,6071,83158,1801,11240,36541.5,10585,3774,8011,10944
276,2938,9568,3853,4284,6054,82829,1624,10923,37217.5,10747,3964,8007,10850
277,2890,9550,3612,4274,6018,81492,1616,10869,36851.5,10778,3972,7980,10759
278,2904,9566,3639,4273,6015,79386,1584,10928,37006.5,10786,3979,7941,10705
279,2939,9732,3644,4260,6035,78237,1573,11189,38192.5,10822,4057,7994,10713
280,2942,9770,3658,4275,6013,80344,2018,11460,40049,10823,4097,8091,10683
281,2929,9759,3689,4255,6035,82717,2021,11539,41533.5,10862,4056,8068,10635
282,2905,9753,3673,4189,5944,82902,1899,11477,40620,10522,4065,7939,10520
283,2896,9698,3698,4210,5866,81561,1303,11093,38754,10360,4023,7925,10448
284,2672,9471,3811,4187,5589,77732,1186,10716,36256.5,9968,3972,7858,10335
285,2658,9170,3809,4216,5161,74838,1086,10447,33961.5,9192,3931,7741,10273
286,2597,8185,3809,4179,4810,72666,1100,10189,31488.5,8211,3794,7693,10101
287,2614,7833,3755,4128,3749,70540,1051,9982,28276.5,7520,3599,7280,9883
288,2483,7119,3658,4022,3211,66930,980,9604,27623,6698,3080,7314,10094
289,2430,6988,3422,3987,3127,66405,878,9545,27469,6396,2948,7081,10174
290,2417,6851,3298,3959,3128,66502,892,9447,26532.5,6254,2875,7047,10260
291,2473,6745,3385,3923,3027,67257,903,9410,25971,6066,2807,7144,10395
292,2485,6742,3441,3954,3153,68536,913,9503,25551.5,6299,2787,7260,10547
293,2601,7499,3459,4014,4078,70747,1041,9948,26247.5,6464,3764,7696,10766
294,2714,8711,3127,4117,5221,76134,1281,10245,30124,7910,3948,8474,11208
295,2871,9125,3044,4238,5963,81111,1492,10512,34605.5,9851,3914,8707,11591
296,2971,9242,3124,4240,6093,85079,1713,10656,36252.5,10590,4011,8782,11695
297,2916,9260,3305,4257,5981,86093,1492,10503,37218,10558,3974,8754,11799
298,2867,9245,3185,4265,5907,87417,1498,10635,37711.5,10589,3840,8758,11872
299,2832,9199,3181,4265,5721,88464,1452,10551,38014.5,10593,3817,8716,11908
300,2786,8916,3198,4238,5227,89306,1472,10401,38461.5,10658,3772,8673,11990
301,2779,8770,3243,4221,5172,88827,1395,10382,37966.5,10697,3760,8624,12048
302,2732,8388,3152,4175,5081,86759,1377,10412,37844.5,10820,3903,8597,12122
303,2743,8730,3159,4211,5211,84315,1456,10470,37782.5,10661,3873,8497,12218
304,2870,8922,3150,4211,5741,83899,1586,10476,38921.5,10667,4027,8522,12288
305,2938,9012,3199,4217,5961,84775,1761,10448,40303.5,10935,4091,8440,12341
306,2973,9034,3247,4206,5890,83748,1638,10377,39535,10879,4073,8315,12367
307,2911,8981,3243,4155,5656,81769,1602,10040,37483.5,10256,4009,8113,12353
308,2870,8796,3165,4121,5641,78920,1465,9491,35701.5,9085,3986,7990,12300
309,2677,8702,3019,4067,4955,74812,1373,9407,32298.5,8082,3781,7864,12059
310,2654,8052,3053,4091,4845,71776,1232,8967,29521.5,7585,3758,7718,11940
311,2606,7585,2838,4013,4146,69080,1138,8807,27210.5,7323,3633,7381,11591
312,2574,6914,2657,3964,3901,67247,1206,8749,26500,7994,3654,6752,11514
313,2552,6886,2648,3893,3532,66221,1193,8651,25963.5,7490,3632,6464,11471
314,2552,6884,2647,3864,3578,64997,1235,8557,25049,7342,3665,6316,11431
315,2585,7142,2687,3877,4524,63715,1258,8538,24550.5,7406,3741,6332,11441
316,2583,7427,2843,3888,5190,64262,1250,8659,24171.5,7555,3764,6455,11380
317,2724,8064,2906,3928,5375,67124,1465,9222,26337,7823,3897,6872,11486
318,2824,8843,3051,3995,6115,70095,2027,9464,30209.5,8810,4046,7533,11680
319,2888,9059,3188,4109,6314,75146,2250,9684,35274,9667,4164,7613,11660
320,2894,9064,3258,4174,6322,75424,2437,9693,37938.5,10340,4161,7558,11524
321,2887,9154,3262,4175,6320,74160,2452,9716,38800,10738,4158,7540,11402
322,2824,9122,3263,4136,6305,73101,2440,9639,38923,10857,4160,7500,11278
323,2806,9069,3257,4129,6319,72425,2450,9608,39243.5,10998,4170,7463,11141
324,2806,9044,3247,4147,6317,71887,2467,9578,39900,10945,4181,7459,10999
325,2800,8940,3245,4139,6327,70743,2494,9568,39811.5,10825,4205,7490,10906
326,2784,8948,3254,4153,6329,69151,2445,9584,38765,11001,4259,7571,10859
327,2785,8937,3316,4344,6337,67768,2455,9691,38125,11110,4341,7634,10850
328,2793,8940,3262,4319,6346,67133,2493,9758,39585.5,11340,4411,7756,10856
329,2813,8942,3269,4351,6356,70037,2543,9768,40706.5,11563,4466,7822,10836
330,2828,8951,3246,4324,6355,71104,2559,9739,40055.5,11419,4420,7891,10848
