"Time","NO1","NO2","NO3","NO4","NO5","DE.LU","DK1","FI","GB","NL","SE1","SE2","SE3"
2050,1850,3637,1188,1905,2461,36662.25,-1140,6382,11867,283.5,1342,3363,8562
2051,1814,3590,1200,1903,2424,35854.75,-1147,6338,12549.5,-351,1332,3256,8547
2052,1808,3574,1191,1912,2361,33433,-1194,6294,12784.5,-939.5,1333,2991,8525
2053,1819,3543,1183,1911,2299,34504,-1565,6297,13204,-1545,1332,2926,8522
2054,1841,3524,1141,1910,2180,33057.75,-1873,6318,12387.5,-1290,1328,2898,8529
2055,1866,3535,1148,1926,2321,32447,-2194,6440,12720,-108.75,1325,3147,8550
2056,1871,3832,1324,2004,2543,31948,-2045,6754,14629.5,1995.5,1988,4063,8562
2057,1876,4812,1646,2790,2701,32301.5,-1483,7121,17341,4906.75,2491,4715,8620
2058,1910,5745,1666,2787,2976,36126.75,-1327,7160,18493,6479,2490,5193,8644
2059,2050,6121,1586,2523,3134,37352.5,-1190,7103,17506.5,6739.5,2395,5227,8594
2060,2033,5987,1472,2021,3076,36947.25,-1254,6995,15239,6676,2281,5078,8579
2061,1990,5575,1392,1985,2933,34773,-1298,6838,13082,6426.5,2035,5048,8548
2062,1946,5404,1245,1939,2817,34182.75,-1253,6622,12603.5,5913,1664,4948,8531
2063,1882,5342,1196,1926,2741,31913.25,-1188,6875,11670.5,5353,1475,4825,8515
2064,1835,5347,1036,1919,2736,30209.75,-1091,6508,11604,5025,1790,4417,8685
2065,1827,4699,1057,-9999,2700,29196.75,-1290,6575,11335,4216.75,1581,4337,8691
2066,1802,4263,1038,1883,2550,28428.75,-1292,6505,10965,3791.75,1589,4291,8698
2067,1792,3963,1185,1914,2491,28632.5,-1268,6569,10885.5,3516.5,1754,4353,8706
2068,1788,3936,1255,1938,2464,28704.25,-1261,6642,10407,3216.75,1824,4455,8711
2069,1790,3991,1348,1939,2488,29318.5,-1316,6713,10453.5,2972,1847,4469,8729
2070,1823,3956,1414,1983,2558,30253.5,-1482,6886,10778,2647,2003,4742,8755
2071,1891,3903,1648,2299,2620,31408,-1685,6925,10361,2472.25,2377,4860,8769
2072,1901,3981,1686,2612,2656,33782.75,-2005,6859,10757,2494,2426,4799,8781
2073,1890,4007,1388,1956,2687,35938.25,-2541,6592,11312,2459.25,1956,4584,8794
2074,1845,4085,1051,1829,2646,36712.25,-2878,6294,11740,2195,1512,4116,8783
2075,1873,4045,1067,1850,2661,36309.25,-3079,6182,12313,1940,1528,3872,8763
2076,1821,4082,1036,1834,2622,33181.5,-3195,6151,11897.5,1980.5,1525,3749,8747
2077,1827,4107,1034,1799,2644,31050,-3195,6135,11600.5,2155.75,1457,3458,8738
2078,1873,4086,1064,1786,2642,30940,-3201,6248,12524.5,2083.75,1500,3300,8731
2079,1895,4130,1056,1789,2635,31450.25,-3015,6358,13490.5,2610,1519,3460,8735
2080,1910,4244,1167,1844,2669,32067,-2747,6556,14073,3298.25,1641,3919,8767
2081,1927,4390,1743,2326,2691,33338.5,-2299,6877,14696.5,4986.75,2392,4819,8829
2082,1966,4885,1808,2725,2827,35406.75,-1977,6989,14667.5,6404.5,2543,4969,8833
2083,1968,5491,1791,2496,2931,35896.25,-1761,6905,13983.5,6707.25,2488,4899,8826
2084,2014,5565,1733,2235,2927,34655,-1627,6814,12673.5,6548.5,2367,4884,8813
2085,1968,5357,1580,1947,2832,33413,-1474,6657,12305,6363.75,2022,4790,8784
2086,1966,4940,1156,1881,2747,31163.75,-1463,6452,11107,6209,1768,4395,8758
2087,1719,3989,1134,1961,2575,28678.75,-1723,6369,11168.5,7941,1525,4180,8725
2088,1783,3515,1125,1961,2303,27076.75,-2017,6361,11237,4956,1469,3939,8716
2089,1780,3446,1133,1972,2277,26830.25,-2326,6373,11476.5,4707.25,1578,3944,8716
2090,1777,3443,1208,1988,2295,26956.25,-2641,6407,11205.5,4596.25,1637,3941,8727
2091,1778,3489,1447,2017,2298,27887,-2788,6607,11304,4668.75,1834,4016,8750
2092,1860,3655,1821,2389,2327,30802,-2893,7075,11866,5223.75,2312,4724,8840
2093,1929,4586,1884,3447,2457,36419.75,-2958,7524,14126,6136.5,2953,5294,8940
2094,2002,5465,2042,3490,2961,40572,-2886,7950,14960.5,6743,2951,5462,9276
2095,2023,5884,2072,3541,3035,44644.75,-2819,8010,15206,6621.25,2786,5502,9284
2096,1957,5492,2068,3534,2953,44601.75,-2797,7981,15537.5,6504.25,2672,5363,9295
2097,1878,4974,1978,3412,2719,42931.5,-2901,7848,14732,6314,2490,5345,9297
2098,1906,4608,1984,3187,2490,43013.75,-3044,7534,13051,6098.5,2495,5341,9080
2099,1909,4458,1913,2869,2515,41885,-3260,7157,12318,5807.75,2343,4965,8992
2100,1907,4418,1307,2015,2473,41814.25,-3323,6873,12144,5288.25,1559,4721,8963
2101,1906,4392,1292,1990,2478,40560.75,-3237,6781,11276,5463.75,1487,4368,8935
2102,1898,4392,1252,2025,2466,38963.75,-3162,6792,11566.5,6487.75,1602,4683,8928
2103,1850,4480,1649,2094,2514,39045.75,-3065,6913,12383,7577.75,1895,4850,8928
2104,1814,4526,2008,2470,2552,40253.5,-2656,7124,14431,8917.75,2363,5053,8943
2105,1798,4872,1981,2434,2788,41974.25,-2310,7187,16615.5,9915.75,2346,5022,8933
2106,1774,4795,1977,2288,2865,43348,-2138,7168,17446.5,10418,2256,5027,8930
2107,1791,4971,1834,2038,2856,42335,-2124,7041,17517.5,10461,1998,4646,8896
2108,1887,4786,1461,1942,2835,40168,-2070,6859,15721.5,10404.5,1748,4314,8801
2109,1770,4288,1317,1879,2598,38935.75,-2054,6746,14219,10423.25,1397,4160,8731
2110,1750,4059,1269,1814,2366,36503.25,-1945,6604,14048,10432.75,1383,3672,8697
2111,1692,3884,1231,1613,2207,32956.25,-1970,6497,14362.5,10637,1228,3009,8681
2112,1688,3814,1224,1533,2280,31866.25,-1985,6409,14236,9174,1196,2831,8659
2113,1688,3803,1225,1390,2302,30860,-1835,6426,13678.5,9396.5,1195,2759,8642
2114,1697,3851,1202,1387,2391,31130.5,-1780,6468,13209.5,9447.25,1194,2733,8617
2115,1722,3923,1239,1394,2376,32074,-1675,6506,13825.5,9512.5,1249,2789,8630
2116,1942,4327,1247,1697,2615,35504.25,-1635,6671,13854.5,10119.25,1485,3541,8734
2117,1975,5346,1466,1807,3026,40953.25,-1468,7115,16928.5,10206.75,1799,4812,8883
2118,2089,5977,1601,1938,3666,46467.5,-1364,7673,20976.5,9812.25,1879,5071,9212
2119,2139,6955,1762,1989,3720,49343.5,-1226,7758,22492,9292.75,1978,5095,9214
2120,2147,6924,1718,1997,3764,49752.5,-1266,7672,21555,8470,2053,5068,9205
2121,2151,6799,1713,1995,3732,49718.5,-1534,7598,20125.5,7733.75,2052,5074,9211
2122,2137,6218,1674,1990,3511,49141.5,-1735,7462,19198,7466.75,1983,5071,9189
2123,2045,5707,1603,1989,3473,47606.5,-1984,7297,18142.5,7310.25,1919,5100,9133
2124,1998,5570,1587,1988,3217,46784.5,-1950,7224,17154,7725.25,1923,5157,9117
2125,1966,5276,1628,2018,3050,45146.5,-1865,7169,17055.5,8220.25,1941,5198,8949
2126,1996,5428,1775,2043,3222,44393,-1753,7183,17996,9151.75,1999,5240,8919
2127,2022,5734,1865,2080,3209,43749.75,-1512,7280,20891,10486,2111,5259,8932
2128,2070,6058,1920,2169,3629,46162.25,-1083,7583,23941.5,11856.25,2126,5370,9007
2129,2103,6361,1879,2288,3730,48077.5,-453,7812,25673.5,12422,2303,5257,9166
2130,2112,6398,1895,2323,3793,49814.75,26,7910,27180,12865.5,2305,5198,9128
2131,2115,6368,1808,2341,3964,48845.5,62,7359,27500.5,12981.5,2305,5150,8891
2132,2039,6343,1629,2057,3897,47635.75,-39,7104,25247.5,12909.75,2043,4924,8813
2133,1997,6189,1446,1987,3578,45671.5,-569,6935,21861,12490.75,1815,4611,8760
2134,1956,6136,1232,1880,3520,42792.25,-632,6802,18515.5,12068,1439,4470,8735
2135,1937,5938,1212,1778,3728,41655.75,-564,6737,17110,10669.75,1231,4052,8710
2136,1944,5887,1198,1758,3833,39584.75,-519,6702,17328.5,11017.75,1149,3688,8684
2137,1947,5884,1195,1721,3831,38783,-424,6710,17340.5,10450.75,1154,3606,8687
2138,1956,5887,1195,1754,3730,38510.5,-321,6679,17408,10249.5,1180,3745,8706
2139,1963,5970,1193,1799,3972,39152.25,-159,6702,17602.5,10306.25,1593,4101,8720
2140,2082,6078,1361,1891,3634,41355.75,50,6957,18652.5,10442.75,2636,4614,8776
2141,2119,6573,1578,1942,3973,45763.75,741,7609,22146.5,10865.5,2849,5234,9151
2142,2231,7888,1701,2267,4498,49566,891,7794,24850,10613,2938,5216,9290
2143,2246,8250,1725,2318,4681,52087.5,825,7817,25634,9951.25,2941,5442,9305
2144,2264,8220,1706,2346,4576,52848.5,679,7701,25446.5,8903.75,2939,5334,9339
2145,2265,8226,1699,2273,4559,53001,264,7541,24138.5,7641,2939,5314,9342
2146,2248,8084,1664,2184,4450,53457,-21,7331,23103.5,6697.25,2904,5328,9351
2147,2275,7921,1659,2113,4343,51771.75,-159,7196,22565.5,6206.5,2890,5343,9351
2148,2282,7675,1610,2058,4018,49710.5,-253,7189,21947,6414.25,2815,5378,9345
2149,2285,7816,1571,2035,4118,48138.75,-279,7209,21467.5,6810.5,2816,5387,9342
2150,2284,7743,1539,2021,4006,46627,-222,7324,21488,7792.75,2815,5401,9357
2151,2287,7699,1574,2064,4108,46467.25,3,7496,23013.5,9363,2862,5342,9355
2152,2296,7912,1643,2153,4393,48465.75,354,7636,24863,11468.75,2931,5267,9348
2153,2315,8066,1607,2238,4434,49847,1036,7819,25779.5,13105,2935,5250,9345
2154,2317,7997,1587,2237,4411,51177,1214,7973,26386.5,13691.75,2928,5203,9336
2155,2296,7546,1549,2166,3945,49900,1228,7797,25765.5,13796.25,2904,5214,9324
2156,2224,6891,1434,2055,3732,47891.25,1212,7515,23440.5,12800.5,2818,5270,9158
2157,2168,6656,1345,1969,3684,46004.5,847,7007,18833.5,11756.75,2746,5215,8917
2158,2186,6467,1177,1936,3595,43218,595,6863,14699,11418,2337,5012,8820
2159,2201,6158,1086,1799,3505,36653.5,-256,6664,12837.5,10677.25,1574,4381,8937
2160,2198,5906,1039,1785,3523,32908.75,-663,6627,12260.5,10648.25,1403,4183,8914
2161,2205,6026,1031,1758,3296,31278.5,-708,6590,12249.5,10344.25,1392,4091,8910
2162,2124,6012,1029,1758,3266,30815.75,-734,6581,12075,9980.5,1391,4103,8906
2163,2111,5883,1047,1794,3225,31183.75,-842,6598,11844,9630.5,1616,4313,8937
2164,2220,6017,1077,1873,3091,33717.25,-1031,6982,12814,9387.5,2486,4889,9056
2165,2321,7340,1036,1869,3330,39669.5,-1047,7723,15245,8821.25,2546,5204,9261
2166,2326,7716,1105,1915,3963,43748.5,-1034,7912,19033,7816.75,2790,5415,9357
2167,2339,7805,1185,1983,4504,45671.75,-1082,7864,20431.5,6943.75,3030,5542,9368
2168,2395,8137,1277,1997,4613,45227.5,-1150,7768,20105.5,5972.25,3091,5477,9378
2169,2399,8071,1244,1979,4483,44057.25,-1087,7597,19517.5,5154.25,3032,5485,9389
2170,2396,7914,1130,1970,3817,41678.75,-1054,7356,19138,4494.25,2977,5441,9395
2171,2332,6931,1119,1961,3387,41240.75,-946,7161,19108.5,4464.25,2962,5378,9406
2172,2224,5833,1107,1892,3102,40886,-883,7064,18726,4692.75,2803,5354,9380
2173,2122,5053,1085,1885,2540,39329.75,-825,6957,18760.5,5080,2637,5313,9401
2174,2202,5551,1083,1881,2882,38464.75,-824,7133,19307,6006,2594,5255,9393
2175,2243,6798,1078,1876,3157,36837.25,-672,7388,20765,7185.5,2606,5270,9395
2176,2340,6883,1113,1911,3320,37799.75,-411,7585,22467,8615.5,2987,5386,9377
2177,2358,7232,1141,1917,3297,39808.75,68,7883,23308,10080.5,2986,5388,9339
2178,2385,7441,1151,1923,3362,42363.75,334,7938,23198,10777.5,2980,5390,9339
2179,2368,6923,1153,1919,3261,41951.75,449,7608,23140,11080.75,2971,5330,9327
2180,2334,6572,1082,1838,3087,40458.25,372,7231,20872.5,10877,2869,5174,9144
2181,2287,6507,1076,1827,3086,38913,208,6846,18371,10510.25,2833,5009,8989
2182,2285,6411,1029,1819,3040,35724.25,-119,6600,16694.5,10417.25,2192,4825,8923
2183,2285,6200,1011,1789,3035,31691.5,-29,6596,15509.5,8479.75,2060,4603,8888
2184,2284,6137,1011,1792,3005,29555.25,-99,6497,15421,8955.75,1868,4473,8867
2185,2264,6083,1004,1789,3012,28881.75,-184,6466,15411,8123.25,1588,4445,8865
2186,2262,5865,1008,1790,2996,28450.5,-491,6447,14979.5,7615.5,1783,4463,8863
2187,2260,5724,1006,1793,2990,28588.25,-812,6452,14742,7345,1994,4589,8876
2188,2277,5726,1118,1793,3073,29583.5,-1064,6750,15246.5,7457,2260,4824,8910
2189,2294,6092,1146,1840,3098,32079.25,-1296,7305,16666.5,7821.25,2394,4926,8986
2190,2247,6031,1156,1851,3136,34625.5,-1495,7505,18508.5,7796.25,2638,5048,9057
2191,2217,5772,1161,1802,2957,37392.25,-1738,7570,20152.5,7733.75,2783,5138,9156
2192,2142,5330,1159,1802,2893,37928.75,-2087,7525,21112,7394.25,2782,5064,9165
2193,2127,4697,1143,1800,2674,37980.5,-2396,7507,20520,6358,2641,5067,9162
2194,1986,4279,1130,1817,2181,38238.25,-2574,7367,19117.5,5083.5,2642,4974,9085
2195,1816,3886,1088,1729,1780,38145.5,-2740,7132,18260.5,4311,2494,4518,9044
2196,1760,3896,981,1395,1553,36963,-2787,7038,16530,3978,1498,3307,9000
2197,1684,3850,883,1266,1274,34901.25,-2610,6358,15395,3811,1307,2999,8992
2198,1674,3795,883,1284,1297,33381.75,-2517,6476,14987.5,4241.5,1306,2954,8979
2199,1686,3827,894,1327,1392,32556,-2192,7120,16532,4637.25,1512,3142,8974
2200,1791,3897,1079,1682,1645,33591.5,-1794,7303,19455.5,5610,1786,4066,8991
2201,2032,4231,1094,1702,2016,33147.5,-1296,7487,21724,7377.75,2681,4822,8988
2202,2131,4727,1093,1698,2477,33345.25,-849,7490,22360,8615.75,2843,4941,8993
2203,2202,5321,1089,1786,2822,33724.5,-665,6971,22854.5,8834.5,2826,4944,8989
2204,2204,5650,1076,1779,2946,31376.75,-602,6786,20445,8602.25,2805,4916,8946
2205,2155,5509,1035,1823,2795,30159,-539,6628,17801,8469.25,2641,4735,8899
2206,2155,5368,1019,1816,2714,27927,-479,6554,14805,8002.25,2064,4580,8877
2207,2123,5382,1147,1803,2729,27175.75,-637,6394,13693,4628,1683,4561,8842
2208,2117,5095,1161,1801,2667,26127.25,-535,6280,13787.5,5646.75,1603,4472,8829
2209,2124,4860,1062,1792,2657,25553.75,-407,6239,13541.5,5289.75,1602,4436,8824
2210,2109,4956,1172,1855,2538,24638.5,-333,6241,13125,5260.75,1602,4478,8822
2211,2107,4928,1231,1909,2536,24793.25,-166,6272,13425,5359,1689,4588,8833
2212,2117,4995,1251,2052,2581,25462,-50,6329,13138,5488.75,1778,4717,8857
2213,2175,5750,1330,1977,3016,26195,107,6394,14366,5518.75,2123,5106,8932
2214,2191,6573,1469,2012,3136,27305.25,272,6425,16363.5,5032,2571,5426,9007
2215,2232,6646,1488,2154,3320,29559.25,312,6491,18483,4228.5,3020,5504,9038
2216,2197,6584,1650,2418,3324,31601.25,286,6480,19643.5,3344,3035,5575,9058
2217,2183,5719,1652,2487,3200,32356.5,163,6396,19844.5,2314.75,3037,5528,9089
2218,2139,4619,1642,2354,2812,33158.75,-1,6348,19841,1327.25,3036,5483,9087
2219,1774,3956,1616,2343,2329,34400.5,-117,6234,19868.5,873.25,3031,5252,9058
2220,1796,3585,1489,2047,1711,34970.5,-221,6114,19060,863.75,2755,5152,9058
2221,1743,3498,1094,1902,1516,32817.5,-275,6089,18500.5,1142.25,1531,4610,9053
2222,1767,3570,985,1703,1615,31453.25,-326,6169,18250,1727.5,1531,4122,9044
2223,1897,3841,1177,1879,1960,30569.25,-320,6445,19550,2634.75,1754,4885,9026
2224,1952,4315,1345,1875,2501,32148.75,-27,6661,22141.5,3695,2110,4937,9005
2225,2019,5770,1298,1875,2643,34426.5,434,6900,23879,5180.25,2110,5078,9027
2226,2211,6778,1300,1875,3046,36045,683,6977,24728.5,6161.25,2108,4961,9097
2227,2236,6976,1286,1873,3445,35066.5,771,6879,25161.5,6705.75,1994,4913,9048
2228,2257,6804,1248,1840,3191,33427.75,337,6694,23751.5,7042.25,1978,4794,8915
2229,2256,6729,1125,1827,3158,32364.25,165,6561,21859.5,7085.5,1592,4628,8799
2230,2257,6433,1057,1741,2915,30317,67,6533,19350.5,6852.25,1500,4031,8762
2231,2215,6406,954,1650,3182,29052.5,-20,6565,18027.5,6366.25,1436,3654,8799
2232,2149,5613,945,1607,2751,27436.75,-144,6534,17834,5662,1403,3347,8768
2233,2126,5013,986,1590,2595,26477.75,-386,6505,17819.5,5579.75,1351,3004,8752
2234,2021,5046,980,1681,2640,26010.25,-726,6525,16710,5408.5,1351,2859,8752
2235,2020,4595,976,1643,2488,26181.25,-886,6543,16072.5,5393,1363,2836,8774
2236,2030,4428,983,1633,2359,26554.25,-975,6583,15859,5229,1371,2869,8784
2237,2021,4326,979,1670,2479,26856.25,-1126,6561,15894,5090.25,1393,3077,8820
2238,2016,4266,1050,1660,2457,27642.75,-1297,6625,16251,4945,1489,3575,8877
2239,1993,4135,1235,1733,2275,29413.25,-1599,6671,16357,4757.25,1519,4020,8897
2240,1887,4080,1427,1776,2018,31275.75,-1962,6711,15592,4452,1532,4182,8926
2241,1967,3412,1394,1781,1900,32738.5,-2240,6716,14712.5,3741,1526,4132,8930
2242,1737,3279,1256,1703,1738,33756.25,-2526,6573,13183.5,3340.25,1471,4007,8933
2243,1732,3222,1128,1606,1576,34536,-2861,6428,12393,3368.75,1365,3540,8846
2244,1754,3109,900,1153,1516,33460.25,-3034,6362,11355.5,3236.75,1163,2826,8747
2245,1677,2958,901,1107,1562,31560,-3181,5743,10169.5,3104.5,1072,2629,8682
2246,1525,2886,892,1088,1411,30499.75,-3542,5668,9546.5,2879.5,1004,2556,8663
2247,1583,3104,901,1066,1389,29152.75,-3788,5691,10566.5,2829,1090,2682,8671
2248,1624,3303,953,1174,1363,28776.25,-3666,6484,12362,3166.75,1221,3012,8733
2249,1832,3410,1100,1573,1901,30051.75,-3478,6656,13275.5,4015,1427,3228,8827
2250,1934,3866,1116,1575,2338,31399,-3362,6768,13626,4844.5,1443,3366,8829
2251,1925,3895,1104,1568,2473,31889.25,-3521,6808,13745,5088.75,1442,3190,8824
2252,1927,3694,1093,1461,2386,30940.75,-3578,6785,11687.5,4617.25,1442,3085,8782
2253,1927,3413,957,1030,2099,29698.75,-3598,6611,11494,4263.25,1258,2914,8736
2254,1628,3195,960,1057,1718,27661.5,-3628,6358,10366,3991,1196,2723,8686
2255,1524,2843,960,1015,1397,26933.25,-3870,5858,10131,5378.25,1022,2288,8316
2256,1506,2568,929,1005,1397,26843.75,-3578,5430,10831,3212.25,958,2130,8288
2257,1504,2550,924,1021,1266,25569.25,-3501,5340,10991.5,2935,945,2126,8279
2258,1500,2548,924,1019,1276,24800,-3423,5360,10063,2928.5,957,2112,8278
2259,1498,2495,917,1018,1259,24948,-3212,5371,10141,2942.25,990,2113,8296
2260,1498,2664,908,1117,1241,24841.25,-3143,5635,10173.5,3328.75,1051,2218,8336
2261,1508,2806,902,1189,1277,25814,-3065,5785,10828.5,4331.5,1091,2259,8418
2262,1511,3049,888,1325,1353,27405.5,-3032,6083,11946.5,4859,1243,2396,8475
2263,1513,3081,881,1323,1621,28492,-3295,6328,11730.5,4292.25,1268,2412,8534
2264,1581,3065,854,1343,1922,30063.5,-3554,6419,10513.5,3312,1268,2630,8608
2265,1576,3016,862,1500,1755,29544.75,-3763,6417,10082,2203,1267,2725,8650
2266,1576,3011,862,1521,1693,30176.75,-4029,6385,9648,1348.25,1246,2669,8662
2267,1597,2958,861,1444,1585,30551.25,-4242,6290,9732.5,924.25,1218,2664,8666
2268,1598,3181,865,1377,1398,29812.5,-3999,6216,9292,1098.5,1215,2799,8662
2269,1600,3087,839,1184,1388,29219.75,-3753,6024,8952.5,1711,1236,2781,8663
2270,1590,3023,830,1161,1395,29488.75,-3718,5937,8882.5,2348.25,1236,2752,8654
2271,1594,3050,830,1164,1405,29408,-4180,6030,10196,3109.5,1264,2803,8647
2272,1590,3094,878,1166,1406,30937,-4210,6320,12692,4559.25,1285,3073,8648
2273,1763,3261,915,1456,1591,32006.5,-3806,6537,14546,6094.75,1324,3462,8696
2274,1890,3396,1338,1831,2006,32794.75,-3041,6756,15878,6980.75,2120,4431,8712
2275,2047,3431,1521,1960,2046,32034,-2953,6877,16813,7102.25,2621,4732,8707
2276,1975,3438,1481,1934,2066,31209.5,-3058,6819,15863.5,6920.5,2616,4618,8673
2277,1933,3421,1305,1853,2152,30226.75,-3092,6745,13486,6888.25,1734,4180,8656
2278,1813,3273,1029,1629,1764,29040.75,-3175,6587,11858,6774.75,1223,3423,8636
2279,1626,2746,1133,1561,1928,27747.5,-2938,6286,10655.5,7519.75,1318,3086,8736
2280,1666,2492,1050,1551,1423,26480.75,-2799,6285,10686.5,5827.5,1243,2912,8731
2281,1612,2512,913,1539,1471,26004.75,-2833,6284,10849.5,5742,1243,2704,8721
2282,1619,2530,1065,1552,1715,26121,-2796,6277,10681,5917.75,1290,2913,8738
2283,1646,2616,1240,1719,1913,26977,-2670,6373,11044.5,5997.5,1377,3393,8770
2284,1802,3619,1428,2105,2522,29115.75,-2559,6622,11622.5,6853.25,2899,4602,8919
2285,1906,5068,1604,2433,3723,34100.75,-2467,7333,13522.5,7395.75,3154,5136,9230
2286,2163,6519,1765,2550,4529,38596.25,-2243,7773,16453,7430.5,3169,5476,9363
2287,2157,7116,1768,2626,4631,39997.75,-2333,7911,17334.5,7014,3248,5587,9411
2288,2137,6302,1746,2657,3976,38955.25,-2793,7665,17166,6152,3183,5553,9411
2289,2139,5705,1738,2604,3812,38061.5,-3339,7524,15982.5,4924.75,3181,5561,9383
2290,2130,5086,1740,2416,3823,38312.5,-3606,7429,15402,3972.75,3155,5533,9286
2291,2084,4901,1734,2329,3545,39087,-3822,7285,14955.5,3590.25,3153,5329,9247
2292,2010,4787,1899,2263,3503,39042.5,-3743,7203,15045.5,3620.5,2425,4910,9237
2293,2022,4642,1821,2149,3469,37835.25,-3613,6579,14904.5,3826.75,2299,4720,9241
2294,2033,4815,1839,2130,3338,37023.25,-3564,6659,14261.5,4614,2300,4724,9243
2295,2046,4873,1737,2020,3352,36290.75,-3453,7123,15672,5921.75,3092,5231,9251
2296,2068,5692,1656,2176,3431,36653.25,-3057,7363,18264,7511.75,3091,5300,9401
2297,1964,6712,1594,2018,4281,38207.5,-2743,7440,20510,8632,3091,5325,9410
2298,1994,7054,1553,1907,4547,40610.5,-2129,7594,21410,9215.5,3099,5304,9397
2299,2125,6771,1515,1807,4125,40299.5,-1762,7480,21223,9415,3094,5299,9386
2300,2067,6874,1424,1782,3286,38190.75,-1382,7408,20097,9482.25,2889,5135,9284
2301,2072,6665,1348,1718,2987,36437.75,-942,7108,17927.5,8982.75,2887,5017,9195
2302,1888,6219,1303,1714,2945,33161.5,-629,6447,15349,8127,2881,4775,8954
2303,1770,5971,1391,1457,2569,30571.5,-1357,6439,14256,8571,2008,4359,8908
2304,1735,6114,1302,1441,2566,29166.75,-862,6402,14087.5,7457,1772,4242,8875
2305,1749,6094,1297,1577,2637,29133,-431,6342,14231,6575.25,1685,4254,8874
2306,1757,6291,1335,1584,2751,29574.75,-235,6383,13834.5,6278,1765,4253,8884
2307,1780,6539,1411,1562,2644,30258,-40,6467,14727,6467.75,1932,4400,8911
2308,1840,7091,1593,1607,2937,33053.5,113,7125,16709,6859.25,2223,4669,9172
2309,2007,7451,1654,1660,4482,39048.75,653,7795,21637,7701.5,2385,5001,9381
2310,2182,7673,1667,1839,4667,43487,645,8035,24957,8118,2703,5167,9484
2311,2196,7791,1867,2121,4682,45301,342,8022,25421.5,7942.25,2786,5196,9478
2312,2188,7794,1953,2416,4676,43532.25,-52,7849,24104.5,7276.5,2779,5228,9521
2313,2181,7714,2018,2479,4643,40986.5,-619,7623,24010.5,5797.75,2803,5271,9524
2314,2178,7598,2056,2523,4590,40425,-936,7509,24482.5,4175.5,2822,5272,9525
2315,2105,7405,2023,2629,4385,40182,-1485,7439,25451,3194.75,2961,5246,9511
2316,1995,7077,2043,2800,4294,40282.75,-1756,7387,24944.5,2976.5,2947,5300,9498
2317,1948,6726,2052,2802,4184,39294,-1851,6959,24996,2941.75,2949,5298,9489
2318,1890,6543,2051,2790,3943,38551.25,-2005,7132,25802.5,3874.75,2920,5332,9499
2319,1883,6956,2009,2686,3722,37289.75,-2030,7463,27845,5380,2906,5477,9498
2320,1881,7300,2028,2772,4181,38387.5,-1825,7702,29585.5,7294.25,2902,5494,9491
2321,1892,7357,2072,2868,4518,39073.75,-1479,7923,31020.5,9061.25,2901,5498,9492
2322,1962,7458,2054,2892,4575,39633.75,-1031,8015,31776,9867.75,2983,5498,9515
2323,1955,7486,2049,2963,4581,37159.25,-1204,7849,32080,10203,2979,5489,9480
2324,1835,7517,2011,2878,4452,34938.5,-1395,7734,29804,10320.25,2979,5537,9322
2325,1895,7094,1826,2734,3993,32862.25,-1439,7553,27395,10097,2978,5503,9255
2326,1794,6419,1775,2616,3253,29478.75,-1525,7265,23565,10173.25,2787,5454,9161
2327,1715,5631,1983,3135,2807,30729.5,-1883,6971,22651,10194.5,2674,5357,9150
2328,1764,5619,1988,3145,2667,28647.25,-1754,6875,22534,9633.5,2799,5246,9123
2329,1763,5662,1984,3148,2677,27993.25,-1717,6866,22438,9485.25,2664,5239,9126
2330,1768,5796,1990,3146,2779,28464,-1672,6978,21804,9585.75,2679,5247,9119
2331,1764,6135,2038,3152,2698,29200.25,-1500,7181,21736,9869.75,2867,5316,9158
2332,1855,6901,2028,3169,3238,31578.25,-1460,7587,20984.5,10121.75,2985,5431,9238
2333,2170,7830,2193,3276,4517,36939.5,-984,7952,22289,10115,3207,5796,9404
2334,2188,8070,2606,3343,4632,42339.5,-608,8192,24494.5,9603.5,3433,5780,9508
2335,2186,8171,2645,3377,4793,44388.75,-628,8169,25110.5,9046,3514,5886,9523
2336,2187,8102,2681,3382,4793,43522,-891,7895,23794,8390.75,3514,5904,9539
2337,2185,7899,2729,3380,4690,42758.5,-1460,7718,21763.5,7468.75,3515,5937,9553
2338,2164,7608,2715,3373,4630,42602,-1591,7463,18420,6073,3507,5941,9560
2339,1925,7358,2704,3362,4608,42590.5,-1878,7403,18056,5153.75,3507,5831,9558
2340,1785,7097,2692,3366,4215,41182.75,-2243,7258,17664.5,4897.25,3380,5846,9560
2341,1859,6432,2642,3355,3361,40125.25,-2585,6999,18156,5263,3383,5862,9561
2342,1875,5807,2487,3351,3292,39564.75,-2991,7032,18416.5,6008.75,3382,5882,9563
2343,1876,5649,2390,3307,3293,39235.75,-3149,7153,17995,6832.75,3381,6061,9547
2344,1877,5990,2386,3305,3284,40242.25,-3154,7409,19329,7916.5,3202,6015,9514
2345,1896,6692,2264,3268,3297,41640.75,-3095,7769,21120,9142.5,3204,6051,9497
2346,1878,6583,2123,3197,3355,43701.75,-2915,8123,21140,9816.25,3200,6041,9480
2347,1725,6563,2030,3043,2966,43313.75,-2993,7726,21253.5,9810.5,3139,5994,9448
2348,1702,6015,1894,2971,2690,40754,-3127,7498,18716.5,9436.25,3042,5772,9288
2349,1700,5282,1772,2589,2559,38468.25,-3301,7070,16897,9036.75,2963,5639,9083
