"Category","Value","lon","lat"
3,0.261810263755118,27.5497474418592,71.1440539284767
3,0.378305366933346,27.8131643926976,71.1207921987104
3,0.736363546006263,28.0759935590824,71.0971945279889
3,2.14603551051446,28.3382287692017,71.0732621164745
3,0.244836250320077,27.2089135274285,71.0795279758629
3,0.262518570365676,27.4718677349133,71.0567119558725
3,3.22707840242663,27.7342484374192,71.0335601388152
3,0.940415804669728,27.9960494093342,71.010073697573
3,0.312175946669145,28.2572645362956,70.9862538160669
3,0.203968200144237,28.5178878154913,70.9621016889808
3,14.9947997600802,29.0373353785784,70.9128055289584
3,2.44287244478861,29.2961482166736,70.8876639367165
3,9.42876285976834,26.0795987941809,71.0795210314744
3,0.389935564547777,27.1328003777832,70.9920547721286
3,2.69825725880201,27.3947184227995,70.969346340317
3,0.82957318713862,27.6560708160285,70.9463034358544
3,0.414906283394552,27.9168513912765,70.9229272157398
3,0.208402737380547,28.1770540912499,70.899218847928
3,0.215825046713536,28.4366729678632,70.8751795110594
3,0.317228475007518,28.6957021825024,70.8508103941886
3,2.12012553714554,28.9541360062455,70.8261126965143
3,1.17339306486236,29.2119688200396,70.8010876271086
3,1.15089184430338,29.4691951148345,70.7757364046469
3,0.760082431040801,29.7258094916752,70.7500602571379
3,0.512639653833607,29.9818066617524,70.7240604216544
3,0.527769420681329,30.2371814464121,70.6977381440649
3,1.60539752244949,24.1526392491809,71.1308762806649
3,0.717905898203795,24.685343527535,71.0928010798871
3,1.01702232688081,24.9509626373936,71.0732471054187
3,12.043246905009,25.7448024004748,71.01253194369
3,12.1626898447673,26.0083866552474,70.9916126264623
3,4.11875453726812,26.5339710848963,70.9487590011918
3,0.319928031734058,26.7959580961489,70.9268268714579
3,0.477298204456606,27.0573997037617,70.9045593359217
3,1.25996158453749,27.3182895884179,70.8819575134296
3,0.412171131988734,27.5786215366476,70.8590225342299
3,0.643604186229692,27.8383894412294,70.8357555397083
3,1.07296384030279,28.0975873015491,70.8121576821235
3,0.315728263508889,28.3562092239139,70.7882301243417
3,0.274233954551729,28.6142494218246,70.7639740395714
3,0.243046443450417,28.871702216204,70.7393906110984
3,0.698184737451159,29.128562035584,70.7144810320205
3,1.7210532132147,29.384823416251,70.689246504983
3,7.85459136305361,29.6404810023498,70.6636882419137
3,1.41927260027765,29.8955295459479,70.6378074637595
3,0.715075536636832,30.1499639070585,70.6116054002225
3,0.75430693704149,30.4037790536262,70.5850832894974
3,2.38853595256805,30.656970061472,70.5582423780093
3,1.14361461900896,23.823680540705,71.0607179727838
3,1.55263346855087,24.0896452982248,71.042287534832
3,0.801511749625206,24.3551402493797,71.0235126706156
3,4.01108380690927,24.6201581338145,71.004394356661
3,1.77010898161353,24.884691788296,70.9849335833444
3,0.747783988714218,25.1487341475623,70.965131354644
3,1.12003694247632,25.4122782451268,70.9449886878896
3,9.84724179352864,25.6753172140374,70.9245066135112
3,9.51903039296468,25.9378442875906,70.9036861747862
3,4.9746116399765,26.1998528000005,70.882528427585
3,2.55484112223675,26.4613361870239,70.8610344401157
3,0.243028520467039,26.7222879865406,70.8392052926681
3,0.191335532914948,27.2425714883613,70.7945458978608
3,0.35810214368862,27.501890781647,70.7717178691698
3,0.447074567395098,27.7606536702444,70.7485591173208
3,0.252974952946403,28.0188542098206,70.7250707791401
3,0.276766873841738,28.2764865607328,70.7012540019842
3,0.279037928300919,28.533544988307,70.6771099434792
3,0.209284785296503,28.7900238630754,70.6526397712615
3,0.433732554572701,29.0459176609723,70.6278446627174
3,0.365520342968512,29.3012209634899,70.6027258047239
3,2.2081177724864,29.5559284577939,70.5772843933897
3,1.25741404452282,29.8100349367999,70.5515216337957
3,2.49409423656059,30.0635352992102,70.5254387397368
3,0.484561664560821,30.3164245495133,70.4990369334647
3,0.902740205296233,30.5686977979449,70.4723174454302
3,2.16912956329999,30.820350260412,70.4452815140277
3,12.1103838062286,31.0713772583805,70.4179303853391
3,1.4112474656105,23.7623814797458,70.9720297123489
3,0.757904478226708,24.0272497958602,70.9536872346006
3,0.724990436259438,24.291654886552,70.9350018023292
3,1.32861611959727,24.5555895757227,70.9159743783916
3,0.83010557619168,24.8190467822406,70.8966059393464
3,0.5904977585919,25.0820195207807,70.8768974752115
3,2.30469613611151,25.3445009026208,70.8568499892189
3,5.43744963100978,25.6064841363935,70.8364644975693
3,9.43601826713199,25.8679625287953,70.8157420291838
3,4.70386396978319,26.1289294852514,70.7946836254559
3,1.30014090886857,26.389378510538,70.7732903400012
3,0.203388961032033,26.6493032093602,70.7515632384067
3,0.220422232653195,27.1675545492533,70.7071119074921
3,0.30015230026459,27.4258689039918,70.6843898669332
3,0.194588020400599,27.6836343604618,70.66133838725
3,0.222688054145386,27.940845030206,70.6379585900965
3,0.279466734518039,28.1974951272793,70.614251607578
3,0.28251049043359,28.4535789685336,70.5902185819971
3,0.225974855366452,28.7090909738628,70.5658606655988
3,0.771789517705603,28.9640256664077,70.5411790203158
3,0.927861030624176,29.2183776727212,70.5161748175142
3,0.416710320590199,29.4721417228952,70.4908492377393
3,0.526082986746955,29.7253126506476,70.4652034704616
3,0.360209695191147,29.9778853933732,70.4392387138237
3,0.311371722703805,30.2298549921556,70.4129561743874
3,0.653445774146489,30.4812165917433,70.3863570668814
3,1.22317609896397,30.7319654404892,70.3594426139503
3,9.36507258786639,30.9820968902541,70.3322140459038
3,1.9239294230938,23.4374325631425,70.9012438934276
3,2.40207195281982,23.7016632852975,70.8833309835947
3,0.696587834072991,24.2287688075819,70.8464788102586
3,1.09414904838385,24.4916293297908,70.8275414318271
3,1.04822324616568,24.7540189949605,70.8082644716841
3,0.397427017402125,25.015930896693,70.7886489061338
3,0.844700852291925,25.2773582230758,70.7686957245592
3,11.3836934679983,25.5382942574278,70.7484059291806
3,7.24763669152009,25.7987323790018,70.727780534814
3,3.53426928005435,26.0586660636458,70.7068205686272
3,0.5885519256209,26.3180888844211,70.6855270698955
3,0.556742143646187,26.5769945121797,70.663901089756
3,0.502980368477958,26.835376716099,70.6419436909611
3,0.385062541491513,27.0932293641754,70.6196559476314
3,0.446167157909085,27.350546423677,70.5970389450076
3,0.17062453779182,27.6073219615556,70.5740937792018
3,0.29720010583749,27.8635501448171,70.5508215569493
3,0.753754417308503,28.1192252408532,70.5272233953583
3,0.887154017839957,28.3743416177325,70.5033004216615
3,0.807132125870716,28.6288937444521,70.4790537729658
3,0.531403845053348,28.882876191151,70.454484596003
3,0.718239674848669,29.1362836292842,70.4295940468805
3,0.774602869797868,29.3891108317594,70.4043832908317
3,0.417842729466743,29.6413526730359,70.3788535019678
3,0.354470981924065,29.8930041291863,70.3530058630283
3,0.49953692114107,30.1440602779222,70.3268415651341
3,1.01539188108114,30.3945162985838,70.3003618075394
3,2.52420660937336,30.6443674720936,70.2735677973854
3,8.26764225679285,30.8936091808759,70.2464607494545
3,2.03685681025187,22.8507774456332,70.847079644669
3,1.83775944420786,23.1147888742196,70.8299362470185
3,2.41079304624111,23.3783714523243,70.8124500784139
3,3.87449988524119,23.641517901885,70.7946220334926
3,11.9527668952942,23.9042210329503,70.7764530209885
3,0.659656509331294,24.1664737446247,70.7579439635056
3,1.40679217291157,24.4282690259722,70.7390957972891
3,1.09822682616953,24.6895999568789,70.719909471994
3,0.452557037302671,24.9504597088741,70.7003859504535
3,0.393787617272461,25.2108415459095,70.680526208444
3,0.989057836395044,25.4707388250982,70.6603312344504
3,0.405948199723896,25.7301449974116,70.6398020294284
3,0.731186231303269,25.9890536083355,70.6189396065664
3,0.299391195092393,26.2474582984857,70.5977449910463
3,0.181186974025476,26.5053528041822,70.5762192198031
3,0.311060789972544,26.7627309579833,70.5543633412831
3,0.580267507898605,27.0195866891796,70.5321784152023
3,0.247876565322022,27.2759140242473,70.5096655123033
3,0.24773405702121,27.5317070872625,70.486825714112
3,0.987950251537299,27.7869601002755,70.4636601126935
3,1.57449722574718,28.0416673836467,70.4401698104083
3,1.43347116580002,28.2958233563427,70.4163559196676
3,0.708741297657566,28.5494225361951,70.3922195626887
3,0.216986488713815,28.8024595401212,70.3677618712505
3,0.181349328422994,29.0549290843064,70.342983986449
3,0.545945530190416,29.3068259843505,70.3178870584529
3,0.981429388446193,29.5581451553769,70.2924722462594
3,1.10857505375339,29.808881612106,70.2667407174507
3,1.40159713890817,30.0590304688924,70.2406936479505
3,4.0226100691055,30.308586939728,70.2143322217819
3,3.95704113112556,30.5575463382093,70.1876576308247
3,1.19773014016401,22.7944403781565,70.7581128892159
3,1.9963516431489,23.0573646639589,70.7410506281893
3,2.11403746494027,23.3198660749518,70.7236470721707
3,136.163691826895,23.5819374199146,70.7059031033051
3,41.3656970765263,23.8435715937807,70.687819617676
3,1.27010163357334,24.1047615785695,70.6693975250829
