NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
 2872.007847  3576.811064  2620.396982  1702.924209  1699.473168 30615.500000  1230.000000  5203.000000 15922.000000  7636.500000  2521.000000  3272.000000  6643.000000
 2654.221612  3839.400901  2508.087455  1646.056472  1617.208827 29948.750000   966.000000  5196.000000 16090.500000  7362.000000  2252.000000  3229.000000  6632.000000
 2176.112255  4225.354441  2340.402630  1555.066208  1496.235676 29277.750000   854.000000  5193.000000 15918.500000  6777.500000  2196.000000  3186.000000  6640.000000
 2154.500232  3993.810579  2348.751394  1538.384973  1490.547506 29433.750000   694.000000  5229.000000 15597.000000  6772.000000  2319.000000  3287.000000  6555.000000
 2309.941650  3859.183682  2373.299255  1582.100644  1506.403425 31547.750000   572.000000  5338.000000 15784.000000  7035.000000  3355.000000  3733.000000  6532.000000
 2569.745093  3945.158641  2501.539109  1624.903819  1558.885782 35897.250000   635.000000  5856.000000 18355.000000  7515.500000  3877.000000  4084.000000  6573.000000
 2886.507947  4119.177232  2631.990827  1653.785795  1664.697540 40406.750000   574.000000  6000.000000 21715.000000  7877.250000  4400.000000  4619.000000  6650.000000
 3052.172215  4432.208308  2753.647296  1667.906376  1714.207754 40108.250000   239.000000  6003.000000 23138.500000  8138.250000  4389.000000  4617.000000  6872.000000
 3102.799799  4615.110266  2708.833525  1657.292159  1728.425806 39056.000000    85.000000  5917.000000 23345.000000  7779.000000  4390.000000  4596.000000  7007.000000
 3089.878495  4976.001503  2700.224387  1672.703396  1685.639594 37749.750000    -0.000000  5900.000000 22772.000000  7443.500000  4392.000000  4573.000000  7056.000000
 3125.324050  4959.929435  2669.722403  1658.165961  1721.613567 37484.000000    -0.000000  5843.000000 22303.500000  6708.000000  4382.000000  4593.000000  7017.000000
 3096.083580  4975.749756  2662.430413  1635.149500  1686.338800 37851.250000    -0.000000  5853.000000 21811.000000  6380.250000  4381.000000  4611.000000  7075.000000
 3096.822225  4993.421341  2650.928289  1664.764266  1695.879598 37670.250000    -0.000000  5800.000000 21088.500000  6323.250000  4380.000000  4676.000000  7018.000000
 3074.788065  5073.606182  2653.549057  1655.895548  1686.484768 36894.250000    -0.000000  5772.000000 21172.500000  6524.500000  4379.000000  4663.000000  6962.000000
 3018.438597  5059.990608  2659.108474  1628.136735  1688.032936 36756.750000    -0.000000  5836.000000 21079.000000  6655.500000  4403.000000  4724.000000  6953.000000
 3046.314765  5083.013380  2618.941974  1658.424854  1749.219358 36503.000000    11.000000  5860.000000 22195.000000  7543.000000  4418.000000  4792.000000  6920.000000
 2990.245516  5018.372563  2591.295215  1630.911243  1755.403083 37512.750000   200.000000  6024.000000 23260.500000  8555.750000  4344.000000  4868.000000  6989.000000
 2891.653952  4910.068007  2627.618861  1630.288242  1651.240010 39489.750000   540.000000  6109.000000 24276.000000  9300.250000  4199.000000  4843.000000  6905.000000
 2842.235361  4842.480840  2572.795271  1644.966645  1699.831398 41099.250000   840.000000  6190.000000 24523.500000  9539.000000  4198.000000  4690.000000  6867.000000
 2837.168155  4755.250892  2636.612657  1646.780563  1741.930785 41997.000000  1080.000000  6114.000000 24421.000000  9582.000000  3950.000000  4442.000000  7176.000000
 2801.802513  4831.712179  2634.368462  1675.043781  1712.255693 40711.250000  1166.000000  6179.000000 24253.000000  9620.500000  3854.000000  4363.000000  6887.000000
 3340.747183  4404.849633  2718.663306  1677.252846  1832.788224 38653.250000  1180.000000  6059.000000 22923.000000  9400.000000  3457.000000  4318.000000  6775.000000
 3056.721280  4082.048497  2786.825162  1718.915873  1738.918339 35850.500000  1168.000000  5903.000000 20591.500000  9197.750000  3064.000000  4214.000000  6751.000000
 2840.419887  3726.609896  2739.933616  1647.012940  1682.040791 34893.500000  1683.000000  5379.000000 19363.500000  8169.250000  2974.000000  3797.000000  6662.000000
 2680.488384  3429.195557  2516.382443  1626.501810  1686.876033 33861.250000  1741.000000  5167.000000 18636.500000  7822.750000  2889.000000  3649.000000  6633.000000
 2502.102256  3441.023961  2645.522536  1561.033307  1595.674453 32988.000000  1844.000000  5100.000000 18477.000000  7771.750000  2883.000000  3660.000000  6627.000000
 2317.642925  3783.684136  2434.659462  1545.798723  1558.012298 33071.250000  1927.000000  5051.000000 18402.000000  7696.000000  2882.000000  3700.000000  6626.000000
 2247.843427  3495.748756  2396.359154  1503.771725  1518.938767 33355.500000  2038.000000  5277.000000 18331.500000  7726.750000  2884.000000  3694.000000  6633.000000
 2259.436448  3467.224277  2412.312677  1514.177586  1484.660922 35634.750000  2080.000000  5635.000000 18167.500000  7923.750000  3297.000000  3810.000000  6644.000000
 2606.378964  3479.730543  2498.289456  1579.219325  1562.593991 40081.500000  2091.000000  5936.000000 20293.500000  7895.500000  3986.000000  4122.000000  6683.000000
 2925.570037  3851.122479  2682.332617  1707.015804  1679.400094 43643.250000  2084.000000  6079.000000 23327.000000  7817.500000  4581.000000  4486.000000  6988.000000
 3145.996845  3984.789450  2738.688057  1757.660925  1758.237998 45197.000000  2030.000000  6027.000000 25210.500000  7479.750000  4644.000000  4723.000000  7601.000000
 3161.285695  4090.814839  2748.961818  1754.700747  1794.434507 45122.250000  1942.000000  5986.000000 24958.000000  6914.000000  4657.000000  4737.000000  7797.000000
 3099.601965  4495.910437  2786.230498  1730.400797  1734.882787 44761.000000  1836.000000  5912.000000 24002.500000  6082.500000  4658.000000  4743.000000  7950.000000
 3114.237701  4630.960382  2750.906599  1736.113770  1722.703570 45384.750000  1771.000000  5873.000000 23458.500000  4944.500000  4657.000000  4680.000000  7947.000000
