Edge_0 Edge_1 Edge_2 Edge_3 Edge_4 Edge_5 Edge_6 Edge_7 Edge_8 Edge_9 Edge_10 Edge_11 Edge_12 Edge_13 Edge_14
 1900.000000  -350.000000 -1233.255438 -1138.110767  -500.000000   800.000000  1000.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1900.000000  -350.000000 -1255.209530  -920.906294  -500.000000   314.914631   966.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1900.000000  -350.000000 -1275.643912  -538.091915  -500.000000    81.208267   854.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1900.000000  -350.000000  -936.246306 -1300.000000  -500.000000   237.208267   694.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1900.000000  -350.000000  -946.004066 -1104.642519  -500.000000   800.000000   572.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1900.000000  -350.000000  -851.400040 -1300.000000  -500.000000   800.000000   635.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1786.640028  -350.000000  -934.640652 -1300.000000  -500.000000   800.000000   574.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1828.135880  -350.000000 -1017.555108 -1300.000000  -500.000000   800.000000   239.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1768.005283  -350.000000  -999.155023 -1300.000000  -500.000000   800.000000    85.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1800.125732  -350.000000 -1025.160074 -1300.000000  -500.000000   800.000000  -193.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1748.648403  -350.000000  -986.574397 -1300.000000  -500.000000   800.000000  -398.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
 1803.213315  -350.000000 -1022.746325 -1300.000000  -500.000000   800.000000  -428.000000   720.000000   100.000000 -1100.000000   500.000000   600.000000    -0.000000   200.000000   200.000000
